Feature (description),Attribute,F,T
C_D_C4553185 ('Chills  CTCAE'),M,0.7696,0.6365
C_D_C4553185 ('Chills  CTCAE'),N,0.0444,0.1104
C_D_C4553185 ('Chills  CTCAE'),P,0.1861,0.2531
C_D_C4553197 ('Headache  CTCAE'),M,0.7575,0.7371
C_D_C4553197 ('Headache  CTCAE'),N,0.0922,0.139
C_D_C4553197 ('Headache  CTCAE'),P,0.1503,0.1239
C_D_C4553305 ('Conjunctivitis  CTCAE'),M,0.9839,0.9898
C_D_C4553305 ('Conjunctivitis  CTCAE'),N,0.0017,0.0012
C_D_C4553305 ('Conjunctivitis  CTCAE'),P,0.0144,0.009
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),M,0.9412,0.9791
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),N,0.0006,0.0001
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),P,0.0582,0.0208
C_D_C4553726 ('Fall  CTCAE'),M,0.9821,0.921
C_D_C4553726 ('Fall  CTCAE'),N,0.0017,0.0068
C_D_C4553726 ('Fall  CTCAE'),P,0.0161,0.0722
C_D_C4553767 ('Nausea  CTCAE 5.0'),M,0.7437,0.6492
C_D_C4553767 ('Nausea  CTCAE 5.0'),N,0.0927,0.1426
C_D_C4553767 ('Nausea  CTCAE 5.0'),P,0.1636,0.2082
C_D_C4553830 ('Dizziness  CTCAE 5.0'),M,0.9418,0.896
C_D_C4553830 ('Dizziness  CTCAE 5.0'),N,0.0046,0.015
C_D_C4553830 ('Dizziness  CTCAE 5.0'),P,0.0536,0.0891
C_D_C4553925 ('Wheezing  CTCAE'),M,0.8145,0.9312
C_D_C4553925 ('Wheezing  CTCAE'),N,0.0657,0.042
C_D_C4553925 ('Wheezing  CTCAE'),P,0.1198,0.0268
C_D_C4553945 ('Back Pain  CTCAE 5.0'),M,0.913,0.8172
C_D_C4553945 ('Back Pain  CTCAE 5.0'),N,0.0161,0.0382
C_D_C4553945 ('Back Pain  CTCAE 5.0'),P,0.0709,0.1447
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),M,0.9827,0.9994
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),N,0.0006,0
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),P,0.0167,0.0006
C_D_C4554104 ('Suicidal Ideation  CTCAE'),M,0.9977,0.9724
C_D_C4554104 ('Suicidal Ideation  CTCAE'),N,0.0012,0.0105
C_D_C4554104 ('Suicidal Ideation  CTCAE'),P,0.0012,0.0171
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),M,0.9891,0.9681
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),N,0.0006,0.002
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),P,0.0104,0.0299
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),M,0.7045,0.6385
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),N,0.1302,0.135
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),P,0.1653,0.2265
C_D_C4554407 ('Bruising  CTCAE'),M,0.9804,0.954
C_D_C4554407 ('Bruising  CTCAE'),N,0.0138,0.0317
C_D_C4554407 ('Bruising  CTCAE'),P,0.0058,0.0143
C_D_C4554464 (TM genotype),M,0.9735,0.9917
C_D_C4554464 (TM genotype),N,0.0006,0
C_D_C4554464 (TM genotype),P,0.0259,0.0083
C_D_C4554631 ('Nasal Congestion  CTCAE'),M,0.7206,0.9395
C_D_C4554631 ('Nasal Congestion  CTCAE'),N,0.038,0.0341
C_D_C4554631 ('Nasal Congestion  CTCAE'),P,0.2414,0.0264
C_D_C4554645 ('Fatigue  CTCAE 5.0'),M,0.9136,0.9503
C_D_C4554645 ('Fatigue  CTCAE 5.0'),N,0.0069,0.0179
C_D_C4554645 ('Fatigue  CTCAE 5.0'),P,0.0795,0.0318
C_D_C4684400 (Rous Sarcoma Virus Positive),M,0.9683,0.9998
C_D_C4684400 (Rous Sarcoma Virus Positive),N,0.0006,0
C_D_C4684400 (Rous Sarcoma Virus Positive),P,0.0311,0.0001
C_D_C4698447 (Patient age),M,0.6659,0.8619
C_D_C4698447 (Patient age),N,0.0006,0.0001
C_D_C4698447 (Patient age),P,0.3335,0.138
C_D_C4722210 (Mild Hallucination),M,0.625,0.6974
C_D_C4722210 (Mild Hallucination),N,0.0012,0.0022
C_D_C4722210 (Mild Hallucination),P,0.3738,0.3004
C_D_C4747995 (Nasal secretions),M,0.9925,0.9995
C_D_C4747995 (Nasal secretions),N,0.0006,0
C_D_C4747995 (Nasal secretions),P,0.0069,0.0005
C_D_C4761314 (Epidermal cGVHD Score 2),M,0.6227,0.6932
C_D_C4761314 (Epidermal cGVHD Score 2),N,0.0012,0.0022
C_D_C4761314 (Epidermal cGVHD Score 2),P,0.3762,0.3046
C_D_C4761380 (Poorly Marginated Nodule),M,0.9747,0.9942
C_D_C4761380 (Poorly Marginated Nodule),N,0.0006,0
C_D_C4761380 (Poorly Marginated Nodule),P,0.0248,0.0058
C_D_C4761387 (Well Marginated Nodule),M,0.394,0.4858
C_D_C4761387 (Well Marginated Nodule),N,0.0271,0.0112
C_D_C4761387 (Well Marginated Nodule),P,0.5789,0.503
C_D_C4761390 (Round Nodule),M,0.8715,0.7759
C_D_C4761390 (Round Nodule),N,0.0012,0.0006
C_D_C4761390 (Round Nodule),P,0.1273,0.2235
C_D_C4761489 (Epidermal cGVHD Score 0),M,0.2546,0.1779
C_D_C4761489 (Epidermal cGVHD Score 0),N,0.0167,0.0178
C_D_C4761489 (Epidermal cGVHD Score 0),P,0.7287,0.8043
C_D_C5200925 (Normal Gait),M,0.095,0.1572
C_D_C5200925 (Normal Gait),N,0.0132,0.0109
C_D_C5200925 (Normal Gait),P,0.8917,0.832
C_D_C5200928 (High (finding)),M,0.8145,0.9342
C_D_C5200928 (High (finding)),N,0.0029,0.0019
C_D_C5200928 (High (finding)),P,0.1826,0.0639
C_D_C5202633 (Normal Immune Presence),M,0.0956,0.1585
C_D_C5202633 (Normal Immune Presence),N,0.0138,0.0114
C_D_C5202633 (Normal Immune Presence),P,0.8906,0.8302
C_D_C5202919 (Residual Cancer Burden Class 0),M,0.9856,0.9978
C_D_C5202919 (Residual Cancer Burden Class 0),N,0.0006,0
C_D_C5202919 (Residual Cancer Burden Class 0),P,0.0138,0.0022
C_D_C5202936 (IPSS-R Risk Category High),M,0.8036,0.9319
C_D_C5202936 (IPSS-R Risk Category High),N,0.0058,0.002
C_D_C5202936 (IPSS-R Risk Category High),P,0.1907,0.0661
C_D_C5202937 (International Prognostic Index High Risk Group),M,0.9833,0.9969
C_D_C5202937 (International Prognostic Index High Risk Group),N,0.0046,0.0002
C_D_C5202937 (International Prognostic Index High Risk Group),P,0.0121,0.0029
C_D_C5203106 (IPSS-R Risk Category Low),M,0.8013,0.8696
C_D_C5203106 (IPSS-R Risk Category Low),N,0.0086,0.0059
C_D_C5203106 (IPSS-R Risk Category Low),P,0.1901,0.1245
N_D_PULSE (N/A),H,0.0081,0.0014
N_D_PULSE (N/A),L,0.0012,0.001
N_D_PULSE (N/A),M,0.9718,0.9899
N_D_PULSE (N/A),N,0.019,0.0076
N_D_TEMPERATURE (N/A),H,0.0086,0.0005
N_D_TEMPERATURE (N/A),L,0.0058,0.0024
N_D_TEMPERATURE (N/A),M,0.9718,0.99
N_D_TEMPERATURE (N/A),N,0.0138,0.007
L_D_11253-2 (Tacrolimus),H,0.0012,0
L_D_11253-2 (Tacrolimus),L,0.0029,0.0003
L_D_11253-2 (Tacrolimus),M,0.9799,0.9966
L_D_11253-2 (Tacrolimus),N,0.0161,0.0031
L_D_11277-1 (Epithelial cells.squamous),H,0.0109,0.0022
L_D_11277-1 (Epithelial cells.squamous),L,0.0006,0
L_D_11277-1 (Epithelial cells.squamous),M,0.9413,0.984
L_D_11277-1 (Epithelial cells.squamous),N,0.0472,0.0138
L_D_13945-1 (Erythrocytes),H,0.0495,0.0348
L_D_13945-1 (Erythrocytes),L,0.0006,0
L_D_13945-1 (Erythrocytes),M,0.9142,0.9339
L_D_13945-1 (Erythrocytes),N,0.0357,0.0313
L_D_14627-4 (Bicarbonate),H,0.0294,0.0051
L_D_14627-4 (Bicarbonate),L,0.0219,0.0055
L_D_14627-4 (Bicarbonate),M,0.8946,0.9815
L_D_14627-4 (Bicarbonate),N,0.0541,0.0078
L_D_14979-9 (Coagulation surface induced),H,0.0466,0.0287
L_D_14979-9 (Coagulation surface induced),L,0.004,0.0061
L_D_14979-9 (Coagulation surface induced),M,0.8676,0.868
L_D_14979-9 (Coagulation surface induced),N,0.0818,0.0971
L_D_1742-6 (Alanine aminotransferase),H,0.0322,0.0202
L_D_1742-6 (Alanine aminotransferase),L,0.0466,0.0486
L_D_1742-6 (Alanine aminotransferase),M,0.7012,0.761
L_D_1742-6 (Alanine aminotransferase),N,0.2199,0.1702
L_D_1751-7 (Albumin),H,0.0006,0.0012
L_D_1751-7 (Albumin),L,0.1434,0.0644
L_D_1751-7 (Albumin),M,0.6989,0.7726
L_D_1751-7 (Albumin),N,0.1572,0.1618
L_D_17861-6 (Calcium),H,0.004,0.0041
L_D_17861-6 (Calcium),L,0.1508,0.0449
L_D_17861-6 (Calcium),M,0.4312,0.6366
L_D_17861-6 (Calcium),N,0.4139,0.3143
L_D_19123-9 (Magnesium),H,0.0213,0.0068
L_D_19123-9 (Magnesium),L,0.0086,0.0086
L_D_19123-9 (Magnesium),M,0.7288,0.8862
L_D_19123-9 (Magnesium),N,0.2412,0.0983
L_D_19161-9 (Urobilinogen),H,0.0046,0.0026
L_D_19161-9 (Urobilinogen),L,0.0006,0.0001
L_D_19161-9 (Urobilinogen),M,0.9827,0.9631
L_D_19161-9 (Urobilinogen),N,0.0121,0.0342
L_D_1920-8 (Aspartate aminotransferase),H,0.0518,0.0363
L_D_1920-8 (Aspartate aminotransferase),L,0.0299,0.0395
L_D_1920-8 (Aspartate aminotransferase),M,0.7098,0.7665
L_D_1920-8 (Aspartate aminotransferase),N,0.2084,0.1577
L_D_19220-3 (Oxygen content),H,0.0006,0
L_D_19220-3 (Oxygen content),L,0.0023,0.0002
L_D_19220-3 (Oxygen content),M,0.9919,0.9996
L_D_19220-3 (Oxygen content),N,0.0052,0.0002
L_D_1924-0 (Base deficit),H,0.0115,0.0026
L_D_1924-0 (Base deficit),L,0.0006,0
L_D_1924-0 (Base deficit),M,0.9839,0.9968
L_D_1924-0 (Base deficit),N,0.004,0.0006
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),H,0.0248,0.004
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),L,0.0017,0.0008
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),M,0.9349,0.9914
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),N,0.0386,0.0038
L_D_1927-3 (Base excess),H,0.0132,0.0012
L_D_1927-3 (Base excess),L,0.0006,0
L_D_1927-3 (Base excess),M,0.9839,0.9979
L_D_1927-3 (Base excess),N,0.0023,0.0009
L_D_1960-4 (Bicarbonate),H,0.0098,0.0013
L_D_1960-4 (Bicarbonate),L,0.0029,0.0018
L_D_1960-4 (Bicarbonate),M,0.9804,0.9947
L_D_1960-4 (Bicarbonate),N,0.0069,0.0022
L_D_1963-8 (Bicarbonate),H,0.0017,0.0055
L_D_1963-8 (Bicarbonate),L,0.0063,0.0217
L_D_1963-8 (Bicarbonate),M,0.9701,0.6138
L_D_1963-8 (Bicarbonate),N,0.0219,0.359
L_D_1975-2 (Bilirubin),H,0.0248,0.0161
L_D_1975-2 (Bilirubin),L,0.0138,0.0085
L_D_1975-2 (Bilirubin),M,0.7352,0.7822
L_D_1975-2 (Bilirubin),N,0.2263,0.1932
L_D_1988-5 (C reactive protein),H,0.0771,0.0062
L_D_1988-5 (C reactive protein),L,0.0046,0.0018
L_D_1988-5 (C reactive protein),M,0.882,0.9873
L_D_1988-5 (C reactive protein),N,0.0363,0.0047
L_D_1994-3 (Calcium.ionized),H,0.0006,0.0008
L_D_1994-3 (Calcium.ionized),L,0.0207,0.0111
L_D_1994-3 (Calcium.ionized),M,0.8923,0.9636
L_D_1994-3 (Calcium.ionized),N,0.0864,0.0246
L_D_2019-8 (Carbon dioxide),H,0.0132,0.0017
L_D_2019-8 (Carbon dioxide),L,0.004,0.0014
L_D_2019-8 (Carbon dioxide),M,0.9689,0.992
L_D_2019-8 (Carbon dioxide),N,0.0138,0.0049
L_D_2021-4 (Carbon dioxide),H,0.0265,0.0039
L_D_2021-4 (Carbon dioxide),L,0.0397,0.01
L_D_2021-4 (Carbon dioxide),M,0.8831,0.9762
L_D_2021-4 (Carbon dioxide),N,0.0507,0.0099
L_D_2028-9 (Carbon dioxide),H,0.0092,0.0001
L_D_2028-9 (Carbon dioxide),L,0.053,0.0001
L_D_2028-9 (Carbon dioxide),M,0.4646,0.9973
L_D_2028-9 (Carbon dioxide),N,0.4732,0.0025
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),H,0.015,0.0073
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),L,0.0012,0
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),M,0.9747,0.9913
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),N,0.0092,0.0014
L_D_20455-2 (Leukocytes),H,0.0075,0
L_D_20455-2 (Leukocytes),L,0.0006,0
L_D_20455-2 (Leukocytes),M,0.9706,0.9999
L_D_20455-2 (Leukocytes),N,0.0213,0
L_D_20570-8 (Hematocrit),H,0.0023,0.0004
L_D_20570-8 (Hematocrit),L,0.0236,0.0054
L_D_20570-8 (Hematocrit),M,0.92,0.9853
L_D_20570-8 (Hematocrit),N,0.0541,0.009
L_D_2075-0 (Chloride),H,0.0961,0.0583
L_D_2075-0 (Chloride),L,0.019,0.0163
L_D_2075-0 (Chloride),M,0.4335,0.6283
L_D_2075-0 (Chloride),N,0.4514,0.2971
L_D_2157-6 (Creatine kinase),H,0.0173,0.0064
L_D_2157-6 (Creatine kinase),L,0.0012,0.0005
L_D_2157-6 (Creatine kinase),M,0.9591,0.9772
L_D_2157-6 (Creatine kinase),N,0.0225,0.0159
L_D_2160-0 (Creatinine),H,0.0443,0.0387
L_D_2160-0 (Creatinine),L,0.0225,0.0099
L_D_2160-0 (Creatinine),M,0.4571,0.6144
L_D_2160-0 (Creatinine),N,0.4761,0.3371
L_D_2339-0 (Glucose),H,0.1295,0.0697
L_D_2339-0 (Glucose),L,0.004,0.0014
L_D_2339-0 (Glucose),M,0.7283,0.873
L_D_2339-0 (Glucose),N,0.1382,0.0559
L_D_2342-4 (Glucose),H,0.004,0.0006
L_D_2342-4 (Glucose),L,0.0052,0.0004
L_D_2342-4 (Glucose),M,0.9603,0.9955
L_D_2342-4 (Glucose),N,0.0305,0.0036
L_D_2345-7 (Glucose),H,0.175,0.1577
L_D_2345-7 (Glucose),L,0.0098,0.0046
L_D_2345-7 (Glucose),M,0.4197,0.6172
L_D_2345-7 (Glucose),N,0.3955,0.2206
L_D_2524-7 (Lactate),H,0.0017,0
L_D_2524-7 (Lactate),L,0.0006,0
L_D_2524-7 (Lactate),M,0.9804,0.9999
L_D_2524-7 (Lactate),N,0.0173,0
L_D_2614-6 (Methemoglobin/Hemoglobin.total),H,0.004,0.0019
L_D_2614-6 (Methemoglobin/Hemoglobin.total),L,0.0006,0
L_D_2614-6 (Methemoglobin/Hemoglobin.total),M,0.9879,0.9976
L_D_2614-6 (Methemoglobin/Hemoglobin.total),N,0.0075,0.0005
L_D_26450-7 (Eosinophils/100 leukocytes),H,0.0029,0.0069
L_D_26450-7 (Eosinophils/100 leukocytes),L,0.0063,0.0039
L_D_26450-7 (Eosinophils/100 leukocytes),M,0.8981,0.8969
L_D_26450-7 (Eosinophils/100 leukocytes),N,0.0927,0.0924
L_D_26485-3 (Monocytes/100 leukocytes),H,0.0225,0.0071
L_D_26485-3 (Monocytes/100 leukocytes),L,0.0035,0.0048
L_D_26485-3 (Monocytes/100 leukocytes),M,0.8803,0.8871
L_D_26485-3 (Monocytes/100 leukocytes),N,0.0938,0.101
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),H,0.0219,0.0176
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),L,0.0029,0.005
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),M,0.8964,0.9001
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),N,0.0789,0.0773
L_D_2703-7 (Oxygen),H,0.0075,0.0023
L_D_2703-7 (Oxygen),L,0.0052,0.0008
L_D_2703-7 (Oxygen),M,0.9781,0.9944
L_D_2703-7 (Oxygen),N,0.0092,0.0025
L_D_2705-2 (Oxygen),H,0.0311,0.0089
L_D_2705-2 (Oxygen),L,0.004,0.0006
L_D_2705-2 (Oxygen),M,0.9476,0.9868
L_D_2705-2 (Oxygen),N,0.0173,0.0036
L_D_2711-0 (Oxygen saturation),H,0.0035,0.0003
L_D_2711-0 (Oxygen saturation),L,0.0029,0.0012
L_D_2711-0 (Oxygen saturation),M,0.985,0.9977
L_D_2711-0 (Oxygen saturation),N,0.0086,0.0007
L_D_2744-1 (pH),H,0.004,0.0015
L_D_2744-1 (pH),L,0.015,0.0025
L_D_2744-1 (pH),M,0.958,0.9918
L_D_2744-1 (pH),N,0.023,0.0041
L_D_2746-6 (pH),H,0.0144,0.0038
L_D_2746-6 (pH),L,0.0242,0.0044
L_D_2746-6 (pH),M,0.8941,0.9782
L_D_2746-6 (pH),N,0.0674,0.0136
L_D_2777-1 (Phosphate),H,0.0098,0.0041
L_D_2777-1 (Phosphate),L,0.0754,0.0115
L_D_2777-1 (Phosphate),M,0.7714,0.9257
L_D_2777-1 (Phosphate),N,0.1434,0.0587
L_D_2823-3 (Potassium),H,0.0248,0.0058
L_D_2823-3 (Potassium),L,0.0461,0.036
L_D_2823-3 (Potassium),M,0.4427,0.6214
L_D_2823-3 (Potassium),N,0.4865,0.3369
L_D_2885-2 (Protein),H,0.0213,0.0269
L_D_2885-2 (Protein),L,0.0472,0.0287
L_D_2885-2 (Protein),M,0.7127,0.7733
L_D_2885-2 (Protein),N,0.2188,0.1711
L_D_2947-0 (Sodium),H,0.0029,0.0005
L_D_2947-0 (Sodium),L,0.0098,0.0038
L_D_2947-0 (Sodium),M,0.9136,0.9767
L_D_2947-0 (Sodium),N,0.0737,0.019
L_D_2951-2 (Sodium),H,0.0035,0.0018
L_D_2951-2 (Sodium),L,0.0846,0.0541
L_D_2951-2 (Sodium),M,0.4416,0.6236
L_D_2951-2 (Sodium),N,0.4704,0.3205
L_D_2965-2 (Specific gravity),H,0.0109,0.0055
L_D_2965-2 (Specific gravity),L,0.0052,0.0079
L_D_2965-2 (Specific gravity),M,0.7323,0.8488
L_D_2965-2 (Specific gravity),N,0.2516,0.1378
L_D_30180-4 (Basophils/100 leukocytes),H,0.0075,0.0116
L_D_30180-4 (Basophils/100 leukocytes),L,0.0006,0
L_D_30180-4 (Basophils/100 leukocytes),M,0.905,0.9019
L_D_30180-4 (Basophils/100 leukocytes),N,0.0869,0.0865
L_D_30350-3 (Hemoglobin),H,0.0006,0
L_D_30350-3 (Hemoglobin),L,0.0046,0.0002
L_D_30350-3 (Hemoglobin),M,0.9919,0.9997
L_D_30350-3 (Hemoglobin),N,0.0029,0
L_D_3040-3 (Triacylglycerol lipase),H,0.004,0.0058
L_D_3040-3 (Triacylglycerol lipase),L,0.0144,0.0173
L_D_3040-3 (Triacylglycerol lipase),M,0.9372,0.8985
L_D_3040-3 (Triacylglycerol lipase),N,0.0443,0.0784
L_D_3094-0 (Urea nitrogen),H,0.0461,0.0343
L_D_3094-0 (Urea nitrogen),L,0.0725,0.0255
L_D_3094-0 (Urea nitrogen),M,0.4375,0.6172
L_D_3094-0 (Urea nitrogen),N,0.4439,0.323
L_D_3097-3 (Urea nitrogen/Creatinine),H,0.0127,0.0093
L_D_3097-3 (Urea nitrogen/Creatinine),L,0.0012,0.0013
L_D_3097-3 (Urea nitrogen/Creatinine),M,0.9269,0.9349
L_D_3097-3 (Urea nitrogen/Creatinine),N,0.0593,0.0546
L_D_32623-1 (Platelet mean volume),H,0.0219,0.0108
L_D_32623-1 (Platelet mean volume),L,0.0178,0.0094
L_D_32623-1 (Platelet mean volume),M,0.4301,0.606
L_D_32623-1 (Platelet mean volume),N,0.5302,0.3739
L_D_32693-4 (Lactate),H,0.0242,0.0079
L_D_32693-4 (Lactate),L,0.0012,0.0003
L_D_32693-4 (Lactate),M,0.867,0.9495
L_D_32693-4 (Lactate),N,0.1077,0.0423
L_D_33037-3 (Anion gap),H,0.076,0.0345
L_D_33037-3 (Anion gap),L,0.0512,0.0052
L_D_33037-3 (Anion gap),M,0.4491,0.6158
L_D_33037-3 (Anion gap),N,0.4237,0.3444
L_D_4092-3 (Vancomycin^trough),H,0.0058,0.0021
L_D_4092-3 (Vancomycin^trough),L,0.0161,0.0024
L_D_4092-3 (Vancomycin^trough),M,0.9303,0.9898
L_D_4092-3 (Vancomycin^trough),N,0.0478,0.0058
L_D_4544-3 (Hematocrit),H,0.0265,0.0195
L_D_4544-3 (Hematocrit),L,0.1647,0.1079
L_D_4544-3 (Hematocrit),M,0.4082,0.5967
L_D_4544-3 (Hematocrit),N,0.4007,0.276
L_D_5803-2 (pH),H,0.0121,0.0036
L_D_5803-2 (pH),L,0.0006,0
L_D_5803-2 (pH),M,0.7052,0.8401
L_D_5803-2 (pH),N,0.2821,0.1563
L_D_5808-1 (Erythrocytes),H,0.0178,0
L_D_5808-1 (Erythrocytes),L,0.0006,0
L_D_5808-1 (Erythrocytes),M,0.9712,0.9999
L_D_5808-1 (Erythrocytes),N,0.0104,0
L_D_5811-5 (Specific gravity),H,0.0006,0
L_D_5811-5 (Specific gravity),L,0.0006,0
L_D_5811-5 (Specific gravity),M,0.9666,0.9991
L_D_5811-5 (Specific gravity),N,0.0322,0.0009
L_D_5821-4 (Leukocytes),H,0.0248,0.0293
L_D_5821-4 (Leukocytes),L,0.0006,0
L_D_5821-4 (Leukocytes),M,0.8935,0.9287
L_D_5821-4 (Leukocytes),N,0.0812,0.042
L_D_5905-5 (Monocytes/100 leukocytes),H,0.1226,0.0236
L_D_5905-5 (Monocytes/100 leukocytes),L,0.0075,0.0035
L_D_5905-5 (Monocytes/100 leukocytes),M,0.6091,0.7809
L_D_5905-5 (Monocytes/100 leukocytes),N,0.2608,0.1921
L_D_6298-4 (Potassium),H,0.0121,0.0023
L_D_6298-4 (Potassium),L,0.0115,0.0033
L_D_6298-4 (Potassium),M,0.9108,0.978
L_D_6298-4 (Potassium),N,0.0656,0.0164
L_D_6690-2 (Leukocytes),H,0.0455,0.0548
L_D_6690-2 (Leukocytes),L,0.0576,0.0134
L_D_6690-2 (Leukocytes),M,0.4082,0.5991
L_D_6690-2 (Leukocytes),N,0.4888,0.3327
L_D_6768-6 (Alkaline phosphatase),H,0.0311,0.028
L_D_6768-6 (Alkaline phosphatase),L,0.0098,0.0064
L_D_6768-6 (Alkaline phosphatase),M,0.7772,0.7761
L_D_6768-6 (Alkaline phosphatase),N,0.1819,0.1895
L_D_706-2 (Basophils/100 leukocytes),H,0.0081,0.0041
L_D_706-2 (Basophils/100 leukocytes),L,0.0006,0
L_D_706-2 (Basophils/100 leukocytes),M,0.84,0.8812
L_D_706-2 (Basophils/100 leukocytes),N,0.1514,0.1147
L_D_711-2 (Eosinophils),H,0.0075,0.0132
L_D_711-2 (Eosinophils),L,0.061,0.0045
L_D_711-2 (Eosinophils),M,0.7006,0.7411
L_D_711-2 (Eosinophils),N,0.2309,0.2413
L_D_713-8 (Eosinophils/100 leukocytes),H,0.0276,0.0127
L_D_713-8 (Eosinophils/100 leukocytes),L,0.0006,0
L_D_713-8 (Eosinophils/100 leukocytes),M,0.7553,0.8058
L_D_713-8 (Eosinophils/100 leukocytes),N,0.2165,0.1815
L_D_718-7 (Hemoglobin),H,0.0167,0.0118
L_D_718-7 (Hemoglobin),L,0.1698,0.1261
L_D_718-7 (Hemoglobin),M,0.4145,0.6004
L_D_718-7 (Hemoglobin),N,0.399,0.2617
L_D_731-0 (Lymphocytes),H,0.0017,0.009
L_D_731-0 (Lymphocytes),L,0.194,0.0405
L_D_731-0 (Lymphocytes),M,0.4899,0.6799
L_D_731-0 (Lymphocytes),N,0.3143,0.2706
L_D_736-9 (Lymphocytes/100 leukocytes),H,0.0288,0.0164
L_D_736-9 (Lymphocytes/100 leukocytes),L,0.2136,0.0782
L_D_736-9 (Lymphocytes/100 leukocytes),M,0.4738,0.6645
L_D_736-9 (Lymphocytes/100 leukocytes),N,0.2838,0.2408
L_D_742-7 (Monocytes),H,0.1163,0.0432
L_D_742-7 (Monocytes),L,0.0173,0.009
L_D_742-7 (Monocytes),M,0.4934,0.6928
L_D_742-7 (Monocytes),N,0.3731,0.255
L_D_751-8 (Neutrophils),H,0.0599,0.0525
L_D_751-8 (Neutrophils),L,0.0328,0.0145
L_D_751-8 (Neutrophils),M,0.4796,0.6734
L_D_751-8 (Neutrophils),N,0.4277,0.2596
L_D_764-1 (Neutrophils.band form/100 leukocytes),H,0.0236,0.0041
L_D_764-1 (Neutrophils.band form/100 leukocytes),L,0.0276,0.0036
L_D_764-1 (Neutrophils.band form/100 leukocytes),M,0.8987,0.9779
L_D_764-1 (Neutrophils.band form/100 leukocytes),N,0.0501,0.0144
L_D_770-8 (Neutrophils/100 leukocytes),H,0.1929,0.0613
L_D_770-8 (Neutrophils/100 leukocytes),L,0.0253,0.0105
L_D_770-8 (Neutrophils/100 leukocytes),M,0.5769,0.7612
L_D_770-8 (Neutrophils/100 leukocytes),N,0.205,0.167
L_D_777-3 (Platelets),H,0.0599,0.0228
L_D_777-3 (Platelets),L,0.1094,0.0472
L_D_777-3 (Platelets),M,0.4088,0.5967
L_D_777-3 (Platelets),N,0.422,0.3333
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),H,0.0236,0.0186
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),L,0.156,0.0845
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),M,0.4105,0.5992
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),N,0.4099,0.2977
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),H,0.0155,0.0052
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),L,0.0743,0.1084
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),M,0.4122,0.6054
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),N,0.498,0.281
L_D_787-2 (Erythrocyte mean corpuscular volume),H,0.0357,0.0229
L_D_787-2 (Erythrocyte mean corpuscular volume),L,0.0771,0.0514
L_D_787-2 (Erythrocyte mean corpuscular volume),M,0.4059,0.5963
L_D_787-2 (Erythrocyte mean corpuscular volume),N,0.4813,0.3295
L_D_788-0 (Erythrocyte distribution width),H,0.19,0.1115
L_D_788-0 (Erythrocyte distribution width),L,0.0006,0.0005
L_D_788-0 (Erythrocyte distribution width),M,0.4099,0.6005
L_D_788-0 (Erythrocyte distribution width),N,0.3995,0.2876
L_D_789-8 (Erythrocytes),H,0.0386,0.0267
L_D_789-8 (Erythrocytes),L,0.1169,0.0859
L_D_789-8 (Erythrocytes),M,0.4088,0.5973
L_D_789-8 (Erythrocytes),N,0.4358,0.2901
