Feature (description),Attribute,M,T
L_D_2703-7 (Oxygen),N,0.0005,0.0189
L_D_2705-2 (Oxygen),H,0.0018,0.066
L_D_2705-2 (Oxygen),L,0.0001,0.0189
L_D_2705-2 (Oxygen),M,0.9973,0.8962
L_D_2705-2 (Oxygen),N,0.0008,0.0189
L_D_2711-0 (Oxygen saturation),H,0.0001,0.0094
L_D_2711-0 (Oxygen saturation),L,0.0002,0.0283
L_D_2711-0 (Oxygen saturation),M,0.9994,0.9434
L_D_2711-0 (Oxygen saturation),N,0.0002,0.0189
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),H,0,0.0094
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),L,0.0001,0.0094
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),M,0.9995,0.9528
L_D_2714-4 (Oxyhemoglobin/Hemoglobin.total),N,0.0004,0.0283
L_D_2744-1 (pH),H,0.0003,0.0094
L_D_2744-1 (pH),L,0.0007,0.0283
L_D_2744-1 (pH),M,0.998,0.8962
L_D_2744-1 (pH),N,0.001,0.066
L_D_2746-6 (pH),H,0.001,0.0377
L_D_2746-6 (pH),L,0.001,0.0472
L_D_2746-6 (pH),M,0.9947,0.8019
L_D_2746-6 (pH),N,0.0034,0.1132
L_D_2777-1 (Phosphate),H,0.0012,0.0189
L_D_2777-1 (Phosphate),L,0.0022,0.1038
L_D_2777-1 (Phosphate),M,0.9806,0.6792
L_D_2777-1 (Phosphate),N,0.016,0.1981
L_D_2823-3 (Potassium),H,0.0022,0.0094
L_D_2823-3 (Potassium),L,0.0089,0.0283
L_D_2823-3 (Potassium),M,0.9101,0.5283
L_D_2823-3 (Potassium),N,0.0789,0.434
L_D_2885-2 (Protein),H,0.0059,0.0189
L_D_2885-2 (Protein),L,0.0063,0.0566
L_D_2885-2 (Protein),M,0.95,0.7736
L_D_2885-2 (Protein),N,0.0378,0.1509
L_D_2947-0 (Sodium),H,0.0001,0.0094
L_D_2947-0 (Sodium),L,0.0011,0.0094
L_D_2947-0 (Sodium),M,0.9942,0.8208
L_D_2947-0 (Sodium),N,0.0046,0.1604
L_D_2951-2 (Sodium),H,0.0002,0.0094
L_D_2951-2 (Sodium),L,0.0195,0.0377
L_D_2951-2 (Sodium),M,0.9114,0.5283
L_D_2951-2 (Sodium),N,0.0689,0.4245
L_D_2965-2 (Specific gravity),H,0.0019,0.0283
L_D_2965-2 (Specific gravity),L,0.0021,0.0094
L_D_2965-2 (Specific gravity),M,0.9625,0.6981
L_D_2965-2 (Specific gravity),N,0.0335,0.2642
L_D_30180-4 (Basophils/100 leukocytes),H,0.0013,0.0094
L_D_30180-4 (Basophils/100 leukocytes),L,0.0006,0.0094
L_D_30180-4 (Basophils/100 leukocytes),M,0.9764,0.9151
L_D_30180-4 (Basophils/100 leukocytes),N,0.0217,0.066
L_D_30313-1 (Hemoglobin),H,0,0.0094
L_D_30313-1 (Hemoglobin),L,0.001,0.0283
L_D_30313-1 (Hemoglobin),M,0.9987,0.9528
L_D_30313-1 (Hemoglobin),N,0.0003,0.0094
L_D_30350-3 (Hemoglobin),H,0,0.0094
L_D_30350-3 (Hemoglobin),L,0,0.0189
L_D_30350-3 (Hemoglobin),M,0.9999,0.9528
L_D_30350-3 (Hemoglobin),N,0,0.0189
L_D_3094-0 (Urea nitrogen),H,0.0076,0.0566
L_D_3094-0 (Urea nitrogen),L,0.0065,0.0189
L_D_3094-0 (Urea nitrogen),M,0.9093,0.5377
L_D_3094-0 (Urea nitrogen),N,0.0767,0.3868
L_D_32623-1 (Platelet mean volume),H,0.0024,0.0094
L_D_32623-1 (Platelet mean volume),L,0.0029,0.0283
L_D_32623-1 (Platelet mean volume),M,0.9061,0.5189
L_D_32623-1 (Platelet mean volume),N,0.0886,0.4434
L_D_32693-4 (Lactate),H,0.0014,0.0283
L_D_32693-4 (Lactate),L,0.0001,0.0094
L_D_32693-4 (Lactate),M,0.9911,0.8585
L_D_32693-4 (Lactate),N,0.0074,0.1038
L_D_33037-3 (Anion gap),H,0.0061,0.0849
L_D_33037-3 (Anion gap),L,0.0009,0.0377
L_D_33037-3 (Anion gap),M,0.9088,0.5472
L_D_33037-3 (Anion gap),N,0.0842,0.3302
L_D_4092-3 (Vancomycin^trough),H,0.0003,0.0283
L_D_4092-3 (Vancomycin^trough),L,0.0006,0.0566
L_D_4092-3 (Vancomycin^trough),M,0.9976,0.8396
L_D_4092-3 (Vancomycin^trough),N,0.0015,0.0755
L_D_4544-3 (Hematocrit),H,0.0044,0.0377
L_D_4544-3 (Hematocrit),L,0.0251,0.1604
L_D_4544-3 (Hematocrit),M,0.9037,0.5
L_D_4544-3 (Hematocrit),N,0.0667,0.3019
L_D_55782-7 (Hemoglobin),H,0.0001,0.0094
L_D_55782-7 (Hemoglobin),L,0.0008,0.0094
L_D_55782-7 (Hemoglobin),M,0.9981,0.9623
L_D_55782-7 (Hemoglobin),N,0.001,0.0189
L_D_5803-2 (pH),H,0.0011,0.0094
L_D_5803-2 (pH),L,0,0.0094
L_D_5803-2 (pH),M,0.9577,0.6981
L_D_5803-2 (pH),N,0.0412,0.283
L_D_5821-4 (Leukocytes),H,0.0069,0.0377
L_D_5821-4 (Leukocytes),L,0,0.0094
L_D_5821-4 (Leukocytes),M,0.9819,0.8585
L_D_5821-4 (Leukocytes),N,0.0112,0.0943
L_D_5905-5 (Monocytes/100 leukocytes),H,0.005,0.1415
L_D_5905-5 (Monocytes/100 leukocytes),L,0.0009,0.0283
L_D_5905-5 (Monocytes/100 leukocytes),M,0.9477,0.5943
L_D_5905-5 (Monocytes/100 leukocytes),N,0.0463,0.2358
L_D_6298-4 (Potassium),H,0.0005,0.0094
L_D_6298-4 (Potassium),L,0.001,0.0377
L_D_6298-4 (Potassium),M,0.9944,0.8113
L_D_6298-4 (Potassium),N,0.004,0.1415
L_D_6690-2 (Leukocytes),H,0.0128,0.0283
L_D_6690-2 (Leukocytes),L,0.0031,0.0755
L_D_6690-2 (Leukocytes),M,0.9041,0.5
L_D_6690-2 (Leukocytes),N,0.08,0.3962
L_D_6768-6 (Alkaline phosphatase),H,0.0068,0.0283
L_D_6768-6 (Alkaline phosphatase),L,0.0009,0.0094
L_D_6768-6 (Alkaline phosphatase),M,0.9506,0.8396
L_D_6768-6 (Alkaline phosphatase),N,0.0418,0.1226
L_D_706-2 (Basophils/100 leukocytes),H,0.0011,0.0189
L_D_706-2 (Basophils/100 leukocytes),L,0,0.0094
L_D_706-2 (Basophils/100 leukocytes),M,0.9709,0.8113
L_D_706-2 (Basophils/100 leukocytes),N,0.028,0.1604
L_D_711-2 (Eosinophils),H,0.0027,0.0094
L_D_711-2 (Eosinophils),L,0.0009,0.1698
L_D_711-2 (Eosinophils),M,0.9379,0.6415
L_D_711-2 (Eosinophils),N,0.0585,0.1792
L_D_713-8 (Eosinophils/100 leukocytes),H,0.0034,0.0189
L_D_713-8 (Eosinophils/100 leukocytes),L,0,0.0094
L_D_713-8 (Eosinophils/100 leukocytes),M,0.9535,0.8019
L_D_713-8 (Eosinophils/100 leukocytes),N,0.0431,0.1698
L_D_718-7 (Hemoglobin),H,0.0026,0.0283
L_D_718-7 (Hemoglobin),L,0.0302,0.217
L_D_718-7 (Hemoglobin),M,0.9046,0.5
L_D_718-7 (Hemoglobin),N,0.0626,0.2547
L_D_731-0 (Lymphocytes),H,0.002,0.0094
L_D_731-0 (Lymphocytes),L,0.0098,0.2075
L_D_731-0 (Lymphocytes),M,0.9236,0.5189
L_D_731-0 (Lymphocytes),N,0.0647,0.2642
L_D_736-9 (Lymphocytes/100 leukocytes),H,0.0047,0.0189
L_D_736-9 (Lymphocytes/100 leukocytes),L,0.0173,0.1981
L_D_736-9 (Lymphocytes/100 leukocytes),M,0.9212,0.5094
L_D_736-9 (Lymphocytes/100 leukocytes),N,0.0568,0.2736
L_D_742-7 (Monocytes),H,0.0103,0.1321
L_D_742-7 (Monocytes),L,0.002,0.0283
L_D_742-7 (Monocytes),M,0.9271,0.5189
L_D_742-7 (Monocytes),N,0.0607,0.3208
L_D_751-8 (Neutrophils),H,0.0116,0.066
L_D_751-8 (Neutrophils),L,0.0038,0.0472
L_D_751-8 (Neutrophils),M,0.9224,0.5189
L_D_751-8 (Neutrophils),N,0.0621,0.3679
L_D_764-1 (Neutrophils.band form/100 leukocytes),H,0.0009,0.0566
L_D_764-1 (Neutrophils.band form/100 leukocytes),L,0.001,0.066
L_D_764-1 (Neutrophils.band form/100 leukocytes),M,0.9953,0.7736
L_D_764-1 (Neutrophils.band form/100 leukocytes),N,0.0028,0.1038
L_D_770-8 (Neutrophils/100 leukocytes),H,0.014,0.1981
L_D_770-8 (Neutrophils/100 leukocytes),L,0.0033,0.0283
L_D_770-8 (Neutrophils/100 leukocytes),M,0.9438,0.5755
L_D_770-8 (Neutrophils/100 leukocytes),N,0.0389,0.1981
L_D_777-3 (Platelets),H,0.0053,0.0566
L_D_777-3 (Platelets),L,0.0102,0.0755
L_D_777-3 (Platelets),M,0.9038,0.5
L_D_777-3 (Platelets),N,0.0806,0.3679
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),H,0.0061,0.0283
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),L,0.0162,0.1509
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),M,0.9045,0.5
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),N,0.0731,0.3208
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),H,0.0008,0.0189
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),L,0.0264,0.1321
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),M,0.9055,0.5
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),N,0.0673,0.3491
L_D_787-2 (Erythrocyte mean corpuscular volume),H,0.0076,0.0943
L_D_787-2 (Erythrocyte mean corpuscular volume),L,0.0089,0.0283
L_D_787-2 (Erythrocyte mean corpuscular volume),M,0.9038,0.5
L_D_787-2 (Erythrocyte mean corpuscular volume),N,0.0797,0.3774
L_D_788-0 (Erythrocyte distribution width),H,0.0259,0.1698
L_D_788-0 (Erythrocyte distribution width),L,0,0.0094
L_D_788-0 (Erythrocyte distribution width),M,0.9047,0.5094
L_D_788-0 (Erythrocyte distribution width),N,0.0694,0.3113
L_D_789-8 (Erythrocytes),H,0.0048,0.0283
L_D_789-8 (Erythrocytes),L,0.0233,0.1132
L_D_789-8 (Erythrocytes),M,0.9039,0.5
L_D_789-8 (Erythrocytes),N,0.0681,0.3585
