Feature (description),Attribute,M,T
C_D_C4553197 ('Headache  CTCAE'),P,0.1232,0.0667
C_D_C4553305 ('Conjunctivitis  CTCAE'),M,0.9908,0.9733
C_D_C4553305 ('Conjunctivitis  CTCAE'),N,0.0007,0.0133
C_D_C4553305 ('Conjunctivitis  CTCAE'),P,0.0085,0.0133
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),M,0.9816,0.8533
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),N,0.0001,0.0133
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),P,0.0183,0.1333
C_D_C4553726 ('Fall  CTCAE'),M,0.9244,0.9733
C_D_C4553726 ('Fall  CTCAE'),N,0.0056,0.0133
C_D_C4553726 ('Fall  CTCAE'),P,0.07,0.0133
C_D_C4553767 ('Nausea  CTCAE 5.0'),M,0.6674,0.8267
C_D_C4553767 ('Nausea  CTCAE 5.0'),N,0.1188,0.0933
C_D_C4553767 ('Nausea  CTCAE 5.0'),P,0.2138,0.08
C_D_C4553830 ('Dizziness  CTCAE 5.0'),M,0.9176,0.9467
C_D_C4553830 ('Dizziness  CTCAE 5.0'),N,0.0117,0.0133
C_D_C4553830 ('Dizziness  CTCAE 5.0'),P,0.0708,0.04
C_D_C4553925 ('Wheezing  CTCAE'),M,0.934,0.84
C_D_C4553925 ('Wheezing  CTCAE'),N,0.0398,0.0667
C_D_C4553925 ('Wheezing  CTCAE'),P,0.0262,0.0933
C_D_C4553945 ('Back Pain  CTCAE 5.0'),M,0.833,0.9067
C_D_C4553945 ('Back Pain  CTCAE 5.0'),N,0.029,0.0267
C_D_C4553945 ('Back Pain  CTCAE 5.0'),P,0.138,0.0667
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),M,0.9997,0.9733
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),N,0,0.0133
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),P,0.0003,0.0133
C_D_C4554104 ('Suicidal Ideation  CTCAE'),M,0.9777,0.9733
C_D_C4554104 ('Suicidal Ideation  CTCAE'),N,0.0089,0.0133
C_D_C4554104 ('Suicidal Ideation  CTCAE'),P,0.0134,0.0133
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),M,0.9713,0.9733
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),N,0.0017,0.0133
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),P,0.027,0.0133
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),M,0.6584,0.7333
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),N,0.1251,0.1333
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),P,0.2165,0.1333
C_D_C4554407 ('Bruising  CTCAE'),M,0.9625,0.9333
C_D_C4554407 ('Bruising  CTCAE'),N,0.0222,0.04
C_D_C4554407 ('Bruising  CTCAE'),P,0.0153,0.0267
C_D_C4554464 (TM genotype),M,0.9912,0.9733
C_D_C4554464 (TM genotype),N,0,0.0133
C_D_C4554464 (TM genotype),P,0.0088,0.0133
C_D_C4554631 ('Nasal Congestion  CTCAE'),M,0.9413,0.7067
C_D_C4554631 ('Nasal Congestion  CTCAE'),N,0.029,0.04
C_D_C4554631 ('Nasal Congestion  CTCAE'),P,0.0296,0.2533
C_D_C4554645 ('Fatigue  CTCAE 5.0'),M,0.9577,0.92
C_D_C4554645 ('Fatigue  CTCAE 5.0'),N,0.0114,0.0133
C_D_C4554645 ('Fatigue  CTCAE 5.0'),P,0.0309,0.0667
C_D_C4684400 (Rous Sarcoma Virus Positive),M,1,0.9733
C_D_C4684400 (Rous Sarcoma Virus Positive),N,0,0.0133
C_D_C4684400 (Rous Sarcoma Virus Positive),P,0,0.0133
C_D_C4698447 (Patient age),M,0.8956,0.6933
C_D_C4698447 (Patient age),N,0.0001,0.0267
C_D_C4698447 (Patient age),P,0.1043,0.28
C_D_C4722210 (Mild Hallucination),M,0.6925,0.6667
C_D_C4722210 (Mild Hallucination),N,0.0018,0.0133
C_D_C4722210 (Mild Hallucination),P,0.3057,0.32
C_D_C4747995 (Nasal secretions),M,0.9996,0.9733
C_D_C4747995 (Nasal secretions),N,0,0.0133
C_D_C4747995 (Nasal secretions),P,0.0004,0.0133
C_D_C4761314 (Epidermal cGVHD Score 2),M,0.6895,0.6667
C_D_C4761314 (Epidermal cGVHD Score 2),N,0.0018,0.0133
C_D_C4761314 (Epidermal cGVHD Score 2),P,0.3086,0.32
C_D_C4761380 (Poorly Marginated Nodule),M,0.9945,0.92
C_D_C4761380 (Poorly Marginated Nodule),N,0.0001,0.0133
C_D_C4761380 (Poorly Marginated Nodule),P,0.0054,0.0667
C_D_C4761387 (Well Marginated Nodule),M,0.4832,0.36
C_D_C4761387 (Well Marginated Nodule),N,0.0128,0.0267
C_D_C4761387 (Well Marginated Nodule),P,0.504,0.6133
C_D_C4761390 (Round Nodule),M,0.7799,0.8933
C_D_C4761390 (Round Nodule),N,0.0006,0.0133
C_D_C4761390 (Round Nodule),P,0.2195,0.0933
C_D_C4761489 (Epidermal cGVHD Score 0),M,0.1832,0.4
C_D_C4761489 (Epidermal cGVHD Score 0),N,0.0184,0.04
C_D_C4761489 (Epidermal cGVHD Score 0),P,0.7984,0.56
C_D_C5200925 (Normal Gait),M,0.1683,0.1333
C_D_C5200925 (Normal Gait),N,0.0113,0.0533
C_D_C5200925 (Normal Gait),P,0.8204,0.8133
C_D_C5200928 (High (finding)),M,0.9379,0.68
C_D_C5200928 (High (finding)),N,0.0017,0.0133
C_D_C5200928 (High (finding)),P,0.0604,0.3067
C_D_C5202633 (Normal Immune Presence),M,0.1696,0.1333
C_D_C5202633 (Normal Immune Presence),N,0.0117,0.0533
C_D_C5202633 (Normal Immune Presence),P,0.8186,0.8133
C_D_C5202919 (Residual Cancer Burden Class 0),M,0.9972,0.92
C_D_C5202919 (Residual Cancer Burden Class 0),N,0,0.0133
C_D_C5202919 (Residual Cancer Burden Class 0),P,0.0027,0.0667
C_D_C5202936 (IPSS-R Risk Category High),M,0.9351,0.68
C_D_C5202936 (IPSS-R Risk Category High),N,0.002,0.0133
C_D_C5202936 (IPSS-R Risk Category High),P,0.0629,0.3067
C_D_C5202937 (International Prognostic Index High Risk Group),M,0.9966,0.9467
C_D_C5202937 (International Prognostic Index High Risk Group),N,0.0003,0.0133
C_D_C5202937 (International Prognostic Index High Risk Group),P,0.0031,0.04
C_D_C5203106 (IPSS-R Risk Category Low),M,0.8886,0.7333
C_D_C5203106 (IPSS-R Risk Category Low),N,0.007,0.0133
C_D_C5203106 (IPSS-R Risk Category Low),P,0.1044,0.2533
N_D_PULSE (N/A),H,0.001,0.0132
N_D_PULSE (N/A),L,0.0006,0.0132
N_D_PULSE (N/A),M,0.9923,0.9211
N_D_PULSE (N/A),N,0.006,0.0526
N_D_TEMPERATURE (N/A),H,0.0004,0.0132
N_D_TEMPERATURE (N/A),L,0.0016,0.0263
N_D_TEMPERATURE (N/A),M,0.9926,0.9211
N_D_TEMPERATURE (N/A),N,0.0054,0.0395
L_D_11253-2 (Tacrolimus),H,0.0001,0.0263
L_D_11253-2 (Tacrolimus),L,0.0001,0.0132
L_D_11253-2 (Tacrolimus),M,0.9982,0.9079
L_D_11253-2 (Tacrolimus),N,0.0016,0.0526
L_D_11277-1 (Epithelial cells.squamous),H,0.0012,0.0132
L_D_11277-1 (Epithelial cells.squamous),L,0,0.0132
L_D_11277-1 (Epithelial cells.squamous),M,0.992,0.9079
L_D_11277-1 (Epithelial cells.squamous),N,0.0067,0.0658
L_D_13945-1 (Erythrocytes),H,0.0209,0.0789
L_D_13945-1 (Erythrocytes),L,0,0.0132
L_D_13945-1 (Erythrocytes),M,0.9659,0.8553
L_D_13945-1 (Erythrocytes),N,0.0132,0.0526
L_D_14627-4 (Bicarbonate),H,0.0027,0.0789
L_D_14627-4 (Bicarbonate),L,0.0027,0.0789
L_D_14627-4 (Bicarbonate),M,0.9908,0.7105
L_D_14627-4 (Bicarbonate),N,0.0039,0.1316
L_D_14979-9 (Coagulation surface induced),H,0.0136,0.0526
L_D_14979-9 (Coagulation surface induced),L,0.0025,0.0132
L_D_14979-9 (Coagulation surface induced),M,0.9322,0.7632
L_D_14979-9 (Coagulation surface induced),N,0.0517,0.1711
L_D_1742-6 (Alanine aminotransferase),H,0.0096,0.0395
L_D_1742-6 (Alanine aminotransferase),L,0.0244,0.1053
L_D_1742-6 (Alanine aminotransferase),M,0.8861,0.6447
L_D_1742-6 (Alanine aminotransferase),N,0.0799,0.2105
L_D_1751-7 (Albumin),H,0.0005,0.0132
L_D_1751-7 (Albumin),L,0.0299,0.2105
L_D_1751-7 (Albumin),M,0.8908,0.6579
L_D_1751-7 (Albumin),N,0.0787,0.1184
L_D_17861-6 (Calcium),H,0.0016,0.0132
L_D_17861-6 (Calcium),L,0.021,0.1447
L_D_17861-6 (Calcium),M,0.8316,0.4868
L_D_17861-6 (Calcium),N,0.1458,0.3553
L_D_19123-9 (Magnesium),H,0.0027,0.0395
L_D_19123-9 (Magnesium),L,0.0047,0.0395
L_D_19123-9 (Magnesium),M,0.944,0.5658
L_D_19123-9 (Magnesium),N,0.0486,0.3553
L_D_19161-9 (Urobilinogen),H,0.0008,0.0132
L_D_19161-9 (Urobilinogen),L,0,0.0132
L_D_19161-9 (Urobilinogen),M,0.9902,0.9605
L_D_19161-9 (Urobilinogen),N,0.009,0.0132
L_D_1920-8 (Aspartate aminotransferase),H,0.0184,0.0526
L_D_1920-8 (Aspartate aminotransferase),L,0.0174,0.0921
L_D_1920-8 (Aspartate aminotransferase),M,0.8884,0.6316
L_D_1920-8 (Aspartate aminotransferase),N,0.0757,0.2237
L_D_19220-3 (Oxygen content),H,0,0.0132
L_D_19220-3 (Oxygen content),L,0.0001,0.0132
L_D_19220-3 (Oxygen content),M,0.9999,0.9605
L_D_19220-3 (Oxygen content),N,0,0.0132
L_D_1924-0 (Base deficit),H,0.0011,0.0263
L_D_1924-0 (Base deficit),L,0,0.0132
L_D_1924-0 (Base deficit),M,0.9985,0.9342
L_D_1924-0 (Base deficit),N,0.0003,0.0263
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),H,0.0022,0.1053
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),L,0.0003,0.0263
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),M,0.9956,0.7632
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),N,0.0019,0.1053
L_D_1927-3 (Base excess),H,0.0005,0.0526
L_D_1927-3 (Base excess),L,0,0.0132
L_D_1927-3 (Base excess),M,0.9992,0.9079
L_D_1927-3 (Base excess),N,0.0003,0.0263
L_D_1960-4 (Bicarbonate),H,0.0006,0.0263
L_D_1960-4 (Bicarbonate),L,0.001,0.0132
L_D_1960-4 (Bicarbonate),M,0.9973,0.9211
L_D_1960-4 (Bicarbonate),N,0.001,0.0395
L_D_1963-8 (Bicarbonate),H,0.003,0.0263
L_D_1963-8 (Bicarbonate),L,0.0104,0.0658
L_D_1963-8 (Bicarbonate),M,0.8098,0.5526
L_D_1963-8 (Bicarbonate),N,0.1768,0.3553
L_D_1975-2 (Bilirubin),H,0.0083,0.0263
L_D_1975-2 (Bilirubin),L,0.0035,0.0263
L_D_1975-2 (Bilirubin),M,0.896,0.6579
L_D_1975-2 (Bilirubin),N,0.0922,0.2895
L_D_1988-5 (C reactive protein),H,0.0028,0.0658
L_D_1988-5 (C reactive protein),L,0.0008,0.0263
L_D_1988-5 (C reactive protein),M,0.9944,0.8026
L_D_1988-5 (C reactive protein),N,0.002,0.1053
L_D_1994-3 (Calcium.ionized),H,0.0005,0.0132
L_D_1994-3 (Calcium.ionized),L,0.0051,0.0395
L_D_1994-3 (Calcium.ionized),M,0.9823,0.6974
L_D_1994-3 (Calcium.ionized),N,0.0122,0.25
L_D_2019-8 (Carbon dioxide),H,0.0009,0.0789
L_D_2019-8 (Carbon dioxide),L,0.0007,0.0263
L_D_2019-8 (Carbon dioxide),M,0.9961,0.8553
L_D_2019-8 (Carbon dioxide),N,0.0023,0.0395
L_D_2021-4 (Carbon dioxide),H,0.0019,0.0789
L_D_2021-4 (Carbon dioxide),L,0.0048,0.0526
L_D_2021-4 (Carbon dioxide),M,0.9887,0.6974
L_D_2021-4 (Carbon dioxide),N,0.0046,0.1711
L_D_2028-9 (Carbon dioxide),H,0,0.0132
L_D_2028-9 (Carbon dioxide),L,0,0.0395
L_D_2028-9 (Carbon dioxide),M,0.9993,0.8553
L_D_2028-9 (Carbon dioxide),N,0.0007,0.0921
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),H,0.0035,0.0132
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),L,0,0.0132
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),M,0.9959,0.9474
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),N,0.0006,0.0263
L_D_20455-2 (Leukocytes),H,0,0.0132
L_D_20455-2 (Leukocytes),L,0,0.0132
L_D_20455-2 (Leukocytes),M,1,0.9605
L_D_20455-2 (Leukocytes),N,0,0.0132
L_D_20570-8 (Hematocrit),H,0.0001,0.0263
L_D_20570-8 (Hematocrit),L,0.0027,0.0789
L_D_20570-8 (Hematocrit),M,0.993,0.75
L_D_20570-8 (Hematocrit),N,0.0041,0.1447
L_D_2075-0 (Chloride),H,0.0265,0.1316
L_D_2075-0 (Chloride),L,0.0083,0.0132
L_D_2075-0 (Chloride),M,0.8169,0.4605
L_D_2075-0 (Chloride),N,0.1483,0.3947
L_D_2157-6 (Creatine kinase),H,0.0029,0.0132
L_D_2157-6 (Creatine kinase),L,0.0003,0.0263
L_D_2157-6 (Creatine kinase),M,0.9892,0.9079
L_D_2157-6 (Creatine kinase),N,0.0076,0.0526
L_D_2160-0 (Creatinine),H,0.0183,0.0921
L_D_2160-0 (Creatinine),L,0.0044,0.0132
L_D_2160-0 (Creatinine),M,0.8098,0.4474
L_D_2160-0 (Creatinine),N,0.1676,0.4474
L_D_2339-0 (Glucose),H,0.0337,0.1579
L_D_2339-0 (Glucose),L,0.0008,0.0132
L_D_2339-0 (Glucose),M,0.9364,0.5921
L_D_2339-0 (Glucose),N,0.0291,0.2368
L_D_2342-4 (Glucose),H,0.0003,0.0132
L_D_2342-4 (Glucose),L,0.0001,0.0132
L_D_2342-4 (Glucose),M,0.998,0.9474
L_D_2342-4 (Glucose),N,0.0017,0.0263
L_D_2345-7 (Glucose),H,0.0801,0.1579
L_D_2345-7 (Glucose),L,0.0021,0.0132
L_D_2345-7 (Glucose),M,0.8115,0.4605
L_D_2345-7 (Glucose),N,0.1063,0.3684
L_D_2524-7 (Lactate),H,0,0.0132
L_D_2524-7 (Lactate),L,0,0.0132
L_D_2524-7 (Lactate),M,1,0.9474
L_D_2524-7 (Lactate),N,0,0.0263
L_D_2614-6 (Methemoglobin/Hemoglobin.total),H,0.001,0.0132
L_D_2614-6 (Methemoglobin/Hemoglobin.total),L,0,0.0132
L_D_2614-6 (Methemoglobin/Hemoglobin.total),M,0.9987,0.9474
L_D_2614-6 (Methemoglobin/Hemoglobin.total),N,0.0003,0.0263
L_D_26450-7 (Eosinophils/100 leukocytes),H,0.0031,0.0263
L_D_26450-7 (Eosinophils/100 leukocytes),L,0.0033,0.0132
L_D_26450-7 (Eosinophils/100 leukocytes),M,0.9498,0.8816
L_D_26450-7 (Eosinophils/100 leukocytes),N,0.0438,0.0789
L_D_26485-3 (Monocytes/100 leukocytes),H,0.0037,0.0263
L_D_26485-3 (Monocytes/100 leukocytes),L,0.0022,0.0263
L_D_26485-3 (Monocytes/100 leukocytes),M,0.9452,0.8684
L_D_26485-3 (Monocytes/100 leukocytes),N,0.0489,0.0789
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),H,0.0085,0.0132
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),L,0.0026,0.0263
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),M,0.9511,0.8816
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),N,0.0378,0.0789
L_D_2703-7 (Oxygen),H,0.0013,0.0395
L_D_2703-7 (Oxygen),L,0.0004,0.0263
L_D_2703-7 (Oxygen),M,0.9971,0.9079
L_D_2703-7 (Oxygen),N,0.0011,0.0263
L_D_2705-2 (Oxygen),H,0.0041,0.0526
L_D_2705-2 (Oxygen),L,0.0002,0.0263
L_D_2705-2 (Oxygen),M,0.994,0.8816
L_D_2705-2 (Oxygen),N,0.0017,0.0395
L_D_2711-0 (Oxygen saturation),H,0.0002,0.0263
L_D_2711-0 (Oxygen saturation),L,0.0005,0.0263
L_D_2711-0 (Oxygen saturation),M,0.9989,0.9211
L_D_2711-0 (Oxygen saturation),N,0.0004,0.0263
L_D_2744-1 (pH),H,0.0007,0.0395
L_D_2744-1 (pH),L,0.0013,0.0658
L_D_2744-1 (pH),M,0.9959,0.8026
L_D_2744-1 (pH),N,0.002,0.0921
L_D_2746-6 (pH),H,0.0019,0.0263
L_D_2746-6 (pH),L,0.0021,0.0789
L_D_2746-6 (pH),M,0.9892,0.6974
L_D_2746-6 (pH),N,0.0068,0.1974
L_D_2777-1 (Phosphate),H,0.0022,0.0132
L_D_2777-1 (Phosphate),L,0.0051,0.1053
L_D_2777-1 (Phosphate),M,0.9618,0.5921
L_D_2777-1 (Phosphate),N,0.0309,0.2895
L_D_2823-3 (Potassium),H,0.0036,0.0395
L_D_2823-3 (Potassium),L,0.018,0.0263
L_D_2823-3 (Potassium),M,0.814,0.4605
L_D_2823-3 (Potassium),N,0.1644,0.4737
L_D_2885-2 (Protein),H,0.0127,0.0263
L_D_2885-2 (Protein),L,0.0136,0.2105
L_D_2885-2 (Protein),M,0.8924,0.6579
L_D_2885-2 (Protein),N,0.0813,0.1053
L_D_2947-0 (Sodium),H,0.0002,0.0263
L_D_2947-0 (Sodium),L,0.002,0.0263
L_D_2947-0 (Sodium),M,0.9883,0.7368
L_D_2947-0 (Sodium),N,0.0094,0.2105
L_D_2951-2 (Sodium),H,0.0007,0.0132
L_D_2951-2 (Sodium),L,0.0332,0.0263
L_D_2951-2 (Sodium),M,0.8159,0.4737
L_D_2951-2 (Sodium),N,0.1502,0.4868
L_D_2965-2 (Specific gravity),H,0.0033,0.0263
L_D_2965-2 (Specific gravity),L,0.0042,0.0132
L_D_2965-2 (Specific gravity),M,0.9241,0.6316
L_D_2965-2 (Specific gravity),N,0.0685,0.3289
L_D_30180-4 (Basophils/100 leukocytes),H,0.0042,0.0263
L_D_30180-4 (Basophils/100 leukocytes),L,0.0006,0.0263
L_D_30180-4 (Basophils/100 leukocytes),M,0.9515,0.8816
L_D_30180-4 (Basophils/100 leukocytes),N,0.0437,0.0658
L_D_30350-3 (Hemoglobin),H,0,0.0132
L_D_30350-3 (Hemoglobin),L,0.0001,0.0132
L_D_30350-3 (Hemoglobin),M,0.9999,0.9605
L_D_30350-3 (Hemoglobin),N,0,0.0132
L_D_3040-3 (Triacylglycerol lipase),H,0.0033,0.0132
L_D_3040-3 (Triacylglycerol lipase),L,0.0087,0.0132
L_D_3040-3 (Triacylglycerol lipase),M,0.9501,0.8947
L_D_3040-3 (Triacylglycerol lipase),N,0.0378,0.0789
L_D_3094-0 (Urea nitrogen),H,0.0163,0.0921
L_D_3094-0 (Urea nitrogen),L,0.013,0.0263
L_D_3094-0 (Urea nitrogen),M,0.8121,0.4474
L_D_3094-0 (Urea nitrogen),N,0.1587,0.4342
L_D_3097-3 (Urea nitrogen/Creatinine),H,0.0037,0.0263
L_D_3097-3 (Urea nitrogen/Creatinine),L,0.0009,0.0132
L_D_3097-3 (Urea nitrogen/Creatinine),M,0.9675,0.9474
L_D_3097-3 (Urea nitrogen/Creatinine),N,0.0279,0.0132
L_D_32623-1 (Platelet mean volume),H,0.0051,0.0263
L_D_32623-1 (Platelet mean volume),L,0.0053,0.0132
L_D_32623-1 (Platelet mean volume),M,0.806,0.4079
L_D_32623-1 (Platelet mean volume),N,0.1835,0.5526
L_D_32693-4 (Lactate),H,0.0034,0.0395
L_D_32693-4 (Lactate),L,0.0002,0.0132
L_D_32693-4 (Lactate),M,0.9783,0.7632
L_D_32693-4 (Lactate),N,0.0181,0.1842
L_D_33037-3 (Anion gap),H,0.0149,0.0658
L_D_33037-3 (Anion gap),L,0.0022,0.0263
L_D_33037-3 (Anion gap),M,0.8113,0.4737
L_D_33037-3 (Anion gap),N,0.1716,0.4342
L_D_4092-3 (Vancomycin^trough),H,0.0008,0.0395
L_D_4092-3 (Vancomycin^trough),L,0.0012,0.0658
L_D_4092-3 (Vancomycin^trough),M,0.9951,0.8289
L_D_4092-3 (Vancomycin^trough),N,0.003,0.0658
L_D_4544-3 (Hematocrit),H,0.0094,0.0395
L_D_4544-3 (Hematocrit),L,0.0525,0.2632
L_D_4544-3 (Hematocrit),M,0.8013,0.3947
L_D_4544-3 (Hematocrit),N,0.1368,0.3026
L_D_5803-2 (pH),H,0.002,0.0395
L_D_5803-2 (pH),L,0,0.0132
L_D_5803-2 (pH),M,0.9172,0.6316
L_D_5803-2 (pH),N,0.0809,0.3158
L_D_5808-1 (Erythrocytes),H,0,0.0132
L_D_5808-1 (Erythrocytes),L,0,0.0132
L_D_5808-1 (Erythrocytes),M,1,0.9605
L_D_5808-1 (Erythrocytes),N,0,0.0132
L_D_5811-5 (Specific gravity),H,0,0.0132
L_D_5811-5 (Specific gravity),L,0,0.0132
L_D_5811-5 (Specific gravity),M,0.9998,0.9605
L_D_5811-5 (Specific gravity),N,0.0002,0.0132
L_D_5821-4 (Leukocytes),H,0.0144,0.0395
L_D_5821-4 (Leukocytes),L,0,0.0132
L_D_5821-4 (Leukocytes),M,0.9638,0.8553
L_D_5821-4 (Leukocytes),N,0.0218,0.0921
L_D_5905-5 (Monocytes/100 leukocytes),H,0.011,0.1053
L_D_5905-5 (Monocytes/100 leukocytes),L,0.0018,0.0263
L_D_5905-5 (Monocytes/100 leukocytes),M,0.8921,0.5263
L_D_5905-5 (Monocytes/100 leukocytes),N,0.0951,0.3421
L_D_6298-4 (Potassium),H,0.0011,0.0395
L_D_6298-4 (Potassium),L,0.0019,0.0395
L_D_6298-4 (Potassium),M,0.9888,0.7237
L_D_6298-4 (Potassium),N,0.0082,0.1974
L_D_6690-2 (Leukocytes),H,0.0268,0.0263
L_D_6690-2 (Leukocytes),L,0.0064,0.0921
L_D_6690-2 (Leukocytes),M,0.8024,0.3947
L_D_6690-2 (Leukocytes),N,0.1644,0.4868
L_D_6768-6 (Alkaline phosphatase),H,0.0139,0.0263
L_D_6768-6 (Alkaline phosphatase),L,0.0025,0.0132
L_D_6768-6 (Alkaline phosphatase),M,0.8938,0.7632
L_D_6768-6 (Alkaline phosphatase),N,0.0899,0.1974
L_D_706-2 (Basophils/100 leukocytes),H,0.0021,0.0132
L_D_706-2 (Basophils/100 leukocytes),L,0,0.0132
L_D_706-2 (Basophils/100 leukocytes),M,0.9407,0.7632
L_D_706-2 (Basophils/100 leukocytes),N,0.0571,0.2105
L_D_711-2 (Eosinophils),H,0.006,0.0132
L_D_711-2 (Eosinophils),L,0.002,0.1316
L_D_711-2 (Eosinophils),M,0.8722,0.5921
L_D_711-2 (Eosinophils),N,0.1198,0.2632
L_D_713-8 (Eosinophils/100 leukocytes),H,0.0066,0.0132
L_D_713-8 (Eosinophils/100 leukocytes),L,0,0.0132
L_D_713-8 (Eosinophils/100 leukocytes),M,0.9042,0.7105
L_D_713-8 (Eosinophils/100 leukocytes),N,0.0892,0.2632
L_D_718-7 (Hemoglobin),H,0.0055,0.0263
L_D_718-7 (Hemoglobin),L,0.0622,0.2763
L_D_718-7 (Hemoglobin),M,0.8032,0.4079
L_D_718-7 (Hemoglobin),N,0.1291,0.2895
L_D_731-0 (Lymphocytes),H,0.0042,0.0132
L_D_731-0 (Lymphocytes),L,0.02,0.25
L_D_731-0 (Lymphocytes),M,0.8424,0.4079
L_D_731-0 (Lymphocytes),N,0.1334,0.3289
L_D_736-9 (Lymphocytes/100 leukocytes),H,0.0088,0.0526
L_D_736-9 (Lymphocytes/100 leukocytes),L,0.0371,0.2632
L_D_736-9 (Lymphocytes/100 leukocytes),M,0.8361,0.3947
L_D_736-9 (Lymphocytes/100 leukocytes),N,0.1179,0.2895
L_D_742-7 (Monocytes),H,0.0212,0.0789
L_D_742-7 (Monocytes),L,0.0042,0.0658
L_D_742-7 (Monocytes),M,0.8491,0.4079
L_D_742-7 (Monocytes),N,0.1255,0.4474
L_D_751-8 (Neutrophils),H,0.025,0.0658
L_D_751-8 (Neutrophils),L,0.0075,0.0658
L_D_751-8 (Neutrophils),M,0.8395,0.4079
L_D_751-8 (Neutrophils),N,0.1281,0.4605
L_D_764-1 (Neutrophils.band form/100 leukocytes),H,0.0019,0.0263
L_D_764-1 (Neutrophils.band form/100 leukocytes),L,0.0019,0.0789
L_D_764-1 (Neutrophils.band form/100 leukocytes),M,0.9897,0.7632
L_D_764-1 (Neutrophils.band form/100 leukocytes),N,0.0065,0.1316
L_D_770-8 (Neutrophils/100 leukocytes),H,0.0295,0.2895
L_D_770-8 (Neutrophils/100 leukocytes),L,0.006,0.0263
L_D_770-8 (Neutrophils/100 leukocytes),M,0.8832,0.4737
L_D_770-8 (Neutrophils/100 leukocytes),N,0.0813,0.2105
L_D_777-3 (Platelets),H,0.0111,0.0526
L_D_777-3 (Platelets),L,0.0222,0.1447
L_D_777-3 (Platelets),M,0.8015,0.3947
L_D_777-3 (Platelets),N,0.1652,0.4079
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),H,0.0108,0.0526
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),L,0.0376,0.1053
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),M,0.8028,0.3947
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),N,0.1488,0.4474
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),H,0.0021,0.0132
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),L,0.0539,0.1184
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),M,0.8053,0.4079
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),N,0.1387,0.4605
L_D_787-2 (Erythrocyte mean corpuscular volume),H,0.0134,0.0921
L_D_787-2 (Erythrocyte mean corpuscular volume),L,0.0219,0.0395
L_D_787-2 (Erythrocyte mean corpuscular volume),M,0.8013,0.3947
L_D_787-2 (Erythrocyte mean corpuscular volume),N,0.1634,0.4737
L_D_788-0 (Erythrocyte distribution width),H,0.0542,0.25
L_D_788-0 (Erythrocyte distribution width),L,0.0001,0.0132
L_D_788-0 (Erythrocyte distribution width),M,0.8033,0.3947
L_D_788-0 (Erythrocyte distribution width),N,0.1424,0.3421
L_D_789-8 (Erythrocytes),H,0.0115,0.0132
L_D_789-8 (Erythrocytes),L,0.0451,0.2368
L_D_789-8 (Erythrocytes),M,0.8016,0.3947
L_D_789-8 (Erythrocytes),N,0.1418,0.3553
