Feature (description),Attribute,M,T
C_D_C1550457 (Normal Observation Interpretation),M,0.2074,0.2742
C_D_C1550457 (Normal Observation Interpretation),N,0.0118,0.0065
C_D_C1550457 (Normal Observation Interpretation),P,0.7808,0.7193
C_D_C1551040 (Encounter Special Courtesy - staff),M,0.9732,0.9897
C_D_C1551040 (Encounter Special Courtesy - staff),N,0.0004,0.0001
C_D_C1551040 (Encounter Special Courtesy - staff),P,0.0263,0.0101
C_D_C1551394 (normal Device Alert Level),M,0.2074,0.2742
C_D_C1551394 (normal Device Alert Level),N,0.0118,0.0065
C_D_C1551394 (normal Device Alert Level),P,0.7808,0.7193
C_D_C1551396 (DeviceAlertLevel - Critical),M,0.992,0.9821
C_D_C1551396 (DeviceAlertLevel - Critical),N,0.0003,0.0001
C_D_C1551396 (DeviceAlertLevel - Critical),P,0.0077,0.0178
C_D_C1554187 (Gender Status - Intact),M,0.4074,0.4684
C_D_C1554187 (Gender Status - Intact),N,0.0016,0.0003
C_D_C1554187 (Gender Status - Intact),P,0.591,0.5313
C_D_C1555319 (discharge diagnosis),M,0.9723,0.9914
C_D_C1555319 (discharge diagnosis),N,0.0002,0.0001
C_D_C1555319 (discharge diagnosis),P,0.0275,0.0085
C_D_C1556120 (Unknown - Religion),M,0.9322,0.9498
C_D_C1556120 (Unknown - Religion),N,0.0002,0.0003
C_D_C1556120 (Unknown - Religion),P,0.0676,0.0499
C_D_C1556121 (Unknown - Event reason),M,0.9322,0.9498
C_D_C1556121 (Unknown - Event reason),N,0.0002,0.0003
C_D_C1556121 (Unknown - Event reason),P,0.0676,0.0499
C_D_C1556122 (Unknown - Relationship),M,0.9322,0.9498
C_D_C1556122 (Unknown - Relationship),N,0.0002,0.0003
C_D_C1556122 (Unknown - Relationship),P,0.0676,0.0499
C_D_C1556123 (Unknown - Employment Status),M,0.9322,0.9498
C_D_C1556123 (Unknown - Employment Status),N,0.0002,0.0003
C_D_C1556123 (Unknown - Employment Status),P,0.0676,0.0499
C_D_C1556124 (Unknown - Living Arrangement),M,0.9322,0.9498
C_D_C1556124 (Unknown - Living Arrangement),N,0.0002,0.0003
C_D_C1556124 (Unknown - Living Arrangement),P,0.0676,0.0499
C_D_C1556125 (Unknown - Transport Arranged),M,0.9322,0.9498
C_D_C1556125 (Unknown - Transport Arranged),N,0.0002,0.0003
C_D_C1556125 (Unknown - Transport Arranged),P,0.0676,0.0499
C_D_C1556126 (Unknown - Escort Required),M,0.9322,0.9498
C_D_C1556126 (Unknown - Escort Required),N,0.0002,0.0003
C_D_C1556126 (Unknown - Escort Required),P,0.0676,0.0499
C_D_C1556127 (Unknown - Patient Outcome),M,0.9322,0.9498
C_D_C1556127 (Unknown - Patient Outcome),N,0.0002,0.0003
C_D_C1556127 (Unknown - Patient Outcome),P,0.0676,0.0499
C_D_C1556128 (Unknown - Job Status),M,0.9322,0.9498
C_D_C1556128 (Unknown - Job Status),N,0.0002,0.0003
C_D_C1556128 (Unknown - Job Status),P,0.0676,0.0499
C_D_C1556129 (Unknown - Patient_s Relationship to Insured),M,0.9322,0.9498
C_D_C1556129 (Unknown - Patient_s Relationship to Insured),N,0.0002,0.0003
C_D_C1556129 (Unknown - Patient_s Relationship to Insured),P,0.0676,0.0499
C_D_C1556130 (Unknown - CWE statuses),M,0.9322,0.9498
C_D_C1556130 (Unknown - CWE statuses),N,0.0002,0.0003
C_D_C1556130 (Unknown - CWE statuses),P,0.0676,0.0499
C_D_C1556131 (Unknown - Container status),M,0.9322,0.9498
C_D_C1556131 (Unknown - Container status),N,0.0002,0.0003
C_D_C1556131 (Unknown - Container status),P,0.0676,0.0499
C_D_C1556132 (Unknown - Immunization Registry Status),M,0.9322,0.9498
C_D_C1556132 (Unknown - Immunization Registry Status),N,0.0002,0.0003
C_D_C1556132 (Unknown - Immunization Registry Status),P,0.0676,0.0499
C_D_C1556133 (Unknown - Expanded yes/no indicator),M,0.9322,0.9498
C_D_C1556133 (Unknown - Expanded yes/no indicator),N,0.0002,0.0003
C_D_C1556133 (Unknown - Expanded yes/no indicator),P,0.0676,0.0499
C_D_C1556134 (Unknown - Event Expected),M,0.9322,0.9498
C_D_C1556134 (Unknown - Event Expected),N,0.0002,0.0003
C_D_C1556134 (Unknown - Event Expected),P,0.0676,0.0499
C_D_C1556135 (Unknown - Patient Class),M,0.9322,0.9498
C_D_C1556135 (Unknown - Patient Class),N,0.0002,0.0003
C_D_C1556135 (Unknown - Patient Class),P,0.0676,0.0499
C_D_C1556136 (Unknown - Living Dependency),M,0.9322,0.9498
C_D_C1556136 (Unknown - Living Dependency),N,0.0002,0.0003
C_D_C1556136 (Unknown - Living Dependency),P,0.0676,0.0499
C_D_C1556137 (Unknown - Contact Role),M,0.9322,0.9498
C_D_C1556137 (Unknown - Contact Role),N,0.0002,0.0003
C_D_C1556137 (Unknown - Contact Role),P,0.0676,0.0499
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),M,0.8595,0.7397
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),N,0.0094,0.0054
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),P,0.1311,0.2549
C_D_C1556682 (Adverse Event Associated with Infection),M,0.8751,0.8938
C_D_C1556682 (Adverse Event Associated with Infection),N,0.0224,0.014
C_D_C1556682 (Adverse Event Associated with Infection),P,0.1025,0.0922
C_D_C1557119 (Adverse Event Associated with the Lymphatic System),M,0.8094,0.7964
C_D_C1557119 (Adverse Event Associated with the Lymphatic System),N,0.0001,0.0001
C_D_C1557119 (Adverse Event Associated with the Lymphatic System),P,0.1906,0.2035
C_D_C1557375 ('Blurred Vision  CTCAE'),M,0.9885,0.9953
C_D_C1557375 ('Blurred Vision  CTCAE'),N,0.0026,0.0013
C_D_C1557375 ('Blurred Vision  CTCAE'),P,0.0088,0.0034
C_D_C1557397 (Adverse Event Associated with Pain),M,0.5053,0.7868
C_D_C1557397 (Adverse Event Associated with Pain),N,0.1107,0.0646
C_D_C1557397 (Adverse Event Associated with Pain),P,0.384,0.1486
C_D_C1558141 ('Urinary Retention  CTCAE'),M,0.988,0.9961
C_D_C1558141 ('Urinary Retention  CTCAE'),N,0.0019,0.0005
C_D_C1558141 ('Urinary Retention  CTCAE'),P,0.0101,0.0034
C_D_C1559081 (Adverse Event Associated with Death),M,0.9906,0.9972
C_D_C1559081 (Adverse Event Associated with Death),N,0.0001,0.0001
C_D_C1559081 (Adverse Event Associated with Death),P,0.0093,0.0027
C_D_C1559138 ('Pruritus  CTCAE'),M,0.9669,0.9877
C_D_C1559138 ('Pruritus  CTCAE'),N,0.0182,0.0082
C_D_C1559138 ('Pruritus  CTCAE'),P,0.0148,0.004
C_D_C1559198 (Adverse Event Associated with Endocrine),M,0.7275,0.7862
C_D_C1559198 (Adverse Event Associated with Endocrine),N,0.0008,0.0004
C_D_C1559198 (Adverse Event Associated with Endocrine),P,0.2717,0.2134
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),M,0.2655,0.2976
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),N,0.0006,0.0004
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),P,0.7339,0.702
C_D_C1560331 ('Dysphagia  CTCAE'),M,0.9896,0.9926
C_D_C1560331 ('Dysphagia  CTCAE'),N,0.0037,0.0027
C_D_C1560331 ('Dysphagia  CTCAE'),P,0.0068,0.0047
C_D_C1560435 ('Gastritis  CTCAE'),M,0.9745,0.9926
C_D_C1560435 ('Gastritis  CTCAE'),N,0.0004,0.0003
C_D_C1560435 ('Gastritis  CTCAE'),P,0.025,0.0072
C_D_C1561270 (Adverse Event Associated with Neurology),M,0.973,0.9858
C_D_C1561270 (Adverse Event Associated with Neurology),N,0.0011,0.0001
C_D_C1561270 (Adverse Event Associated with Neurology),P,0.026,0.014
C_D_C1561534 ('Lipase  CTCAE'),M,0.9288,0.9638
C_D_C1561534 ('Lipase  CTCAE'),N,0.0004,0.0001
C_D_C1561534 ('Lipase  CTCAE'),P,0.0708,0.036
C_D_C1561535 ('Creatinine  CTCAE'),M,0.9648,0.9706
C_D_C1561535 ('Creatinine  CTCAE'),N,0.0002,0.0001
C_D_C1561535 ('Creatinine  CTCAE'),P,0.0349,0.0293
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),M,0.99,0.9792
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),N,0,0.0001
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),P,0.01,0.0206
C_D_C1561581 (Allergy Severity - Severe),M,0.914,0.9475
C_D_C1561581 (Allergy Severity - Severe),N,0.0031,0.0042
C_D_C1561581 (Allergy Severity - Severe),P,0.083,0.0483
C_D_C1578513 (Query Status Code - new),M,0.7654,0.8408
C_D_C1578513 (Query Status Code - new),N,0.0908,0.0537
C_D_C1578513 (Query Status Code - new),P,0.1439,0.1055
C_D_C1642390 (Pupil equal round and reacting to light),M,0.8735,0.9147
C_D_C1642390 (Pupil equal round and reacting to light),N,0,0.0001
C_D_C1642390 (Pupil equal round and reacting to light),P,0.1265,0.0852
C_D_C1659989 (Respiratory problem),M,0.9978,0.9923
C_D_C1659989 (Respiratory problem),N,0.0001,0.0004
C_D_C1659989 (Respiratory problem),P,0.0021,0.0073
C_D_C1704258 (Abnormality),M,0.9386,0.9611
C_D_C1704258 (Abnormality),N,0.0035,0.0024
C_D_C1704258 (Abnormality),P,0.058,0.0364
C_D_C1704632 (Disease Response),M,0.8982,0.8219
C_D_C1704632 (Disease Response),N,0.0021,0.0024
C_D_C1704632 (Disease Response),P,0.0997,0.1757
C_D_C1705108 (Yes (indicator)),M,0.839,0.8451
C_D_C1705108 (Yes (indicator)),N,0.0036,0.0062
C_D_C1705108 (Yes (indicator)),P,0.1574,0.1487
C_D_C1706277 (None Device),M,0.1329,0.2498
C_D_C1706277 (None Device),N,0.0018,0.0011
C_D_C1706277 (None Device),P,0.8653,0.7491
C_D_C1706307 (Irritation (finding)),M,0.9855,0.9958
C_D_C1706307 (Irritation (finding)),N,0.0005,0.0001
C_D_C1706307 (Irritation (finding)),P,0.014,0.004
C_D_C1706353 (Crack),M,0.9015,0.9389
C_D_C1706353 (Crack),N,0.0009,0.0011
C_D_C1706353 (Crack),P,0.0976,0.0601
C_D_C1709157 (Negative Surgical Margin),M,0.2347,0.3491
C_D_C1709157 (Negative Surgical Margin),N,0.02,0.0121
C_D_C1709157 (Negative Surgical Margin),P,0.7453,0.6387
C_D_C1834704 (Intact sensation),M,0.9891,0.9977
C_D_C1834704 (Intact sensation),N,0,0.0001
C_D_C1834704 (Intact sensation),P,0.0108,0.0022
C_D_C1846718 (CREATININE CLEARANCE QUANTITATIVE TRAIT LOCUS),M,0.9483,0.9227
C_D_C1846718 (CREATININE CLEARANCE QUANTITATIVE TRAIT LOCUS),N,0,0.0001
C_D_C1846718 (CREATININE CLEARANCE QUANTITATIVE TRAIT LOCUS),P,0.0517,0.0772
C_D_C1858724 (CARONTE),M,0.9729,0.9947
C_D_C1858724 (CARONTE),N,0.002,0.0001
C_D_C1858724 (CARONTE),P,0.0251,0.0051
C_D_C1866503 (ACUTE INSULIN RESPONSE),M,0.7234,0.8358
C_D_C1866503 (ACUTE INSULIN RESPONSE),N,0.0045,0.002
C_D_C1866503 (ACUTE INSULIN RESPONSE),P,0.2721,0.1622
C_D_C1873497 (Normal assessment finding),M,0.2074,0.2742
C_D_C1873497 (Normal assessment finding),N,0.0118,0.0065
C_D_C1873497 (Normal assessment finding),P,0.7808,0.7193
C_D_C1879646 (Affected Area),M,0.9934,0.9993
C_D_C1879646 (Affected Area),N,0,0.0001
C_D_C1879646 (Affected Area),P,0.0066,0.0005
C_D_C1880851 (Fracture of Medical Device Material),M,0.8766,0.9901
C_D_C1880851 (Fracture of Medical Device Material),N,0.0354,0.0023
C_D_C1880851 (Fracture of Medical Device Material),P,0.0881,0.0076
C_D_C1881674 (Medical Device Emits Smoke),M,0.6617,0.7807
C_D_C1881674 (Medical Device Emits Smoke),N,0.0287,0.0236
C_D_C1881674 (Medical Device Emits Smoke),P,0.3096,0.1957
C_D_C1881706 (Medical Device Material Crack),M,0.9019,0.939
C_D_C1881706 (Medical Device Material Crack),N,0.0009,0.0011
C_D_C1881706 (Medical Device Material Crack),P,0.0972,0.0599
C_D_C1882136 (Obstruction within Medical Device),M,0.9821,0.995
C_D_C1882136 (Obstruction within Medical Device),N,0.0035,0.0011
C_D_C1882136 (Obstruction within Medical Device),P,0.0144,0.0039
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),M,0.5053,0.7868
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),N,0.1107,0.0646
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),P,0.384,0.1486
C_D_C1959629 ('Seizure  CTCAE 3.0'),M,0.9488,0.959
C_D_C1959629 ('Seizure  CTCAE 3.0'),N,0.0132,0.0146
C_D_C1959629 ('Seizure  CTCAE 3.0'),P,0.038,0.0265
C_D_C1959630 ('Eye Pain  CTCAE 3.0'),M,0.9262,0.953
C_D_C1959630 ('Eye Pain  CTCAE 3.0'),N,0.0182,0.0115
C_D_C1959630 ('Eye Pain  CTCAE 3.0'),P,0.0557,0.0355
C_D_C1961028 (Oriented to place),M,0.6266,0.7545
C_D_C1961028 (Oriented to place),N,0.0008,0.0009
C_D_C1961028 (Oriented to place),P,0.3726,0.2445
C_D_C1961131 ('Cough  CTCAE'),M,0.6737,0.3893
C_D_C1961131 ('Cough  CTCAE'),N,0.1739,0.0567
C_D_C1961131 ('Cough  CTCAE'),P,0.1524,0.554
C_D_C1962958 ('Hematoma  CTCAE'),M,0.9666,0.9943
C_D_C1962958 ('Hematoma  CTCAE'),N,0.0037,0.0008
C_D_C1962958 ('Hematoma  CTCAE'),P,0.0297,0.0049
C_D_C1963056 ('Chest Wall Pain  CTCAE 3.0'),M,0.989,0.9958
C_D_C1963056 ('Chest Wall Pain  CTCAE 3.0'),N,0.0003,0.0001
C_D_C1963056 ('Chest Wall Pain  CTCAE 3.0'),P,0.0107,0.004
C_D_C1963060 ('Agitation  CTCAE 3.0'),M,0.9802,0.9885
C_D_C1963060 ('Agitation  CTCAE 3.0'),N,0.0002,0.0001
C_D_C1963060 ('Agitation  CTCAE 3.0'),P,0.0196,0.0113
C_D_C1963064 ('Anxiety  CTCAE 3.0'),M,0.8941,0.9505
C_D_C1963064 ('Anxiety  CTCAE 3.0'),N,0.0325,0.0179
C_D_C1963064 ('Anxiety  CTCAE 3.0'),P,0.0734,0.0316
C_D_C1963066 ('Joint Pain  CTCAE 3'),M,0.9155,0.9382
C_D_C1963066 ('Joint Pain  CTCAE 3'),N,0.0428,0.0325
C_D_C1963066 ('Joint Pain  CTCAE 3'),P,0.0417,0.0293
C_D_C1963071 ('Back Pain  CTCAE 3.0'),M,0.8068,0.8922
C_D_C1963071 ('Back Pain  CTCAE 3.0'),N,0.0547,0.0329
C_D_C1963071 ('Back Pain  CTCAE 3.0'),P,0.1385,0.0749
C_D_C1963076 ('Platelets  CTCAE'),M,0.7675,0.7561
C_D_C1963076 ('Platelets  CTCAE'),N,0.0001,0.0001
C_D_C1963076 ('Platelets  CTCAE'),P,0.2325,0.2437
C_D_C1963083 ('Cholecystitis  CTCAE 3.0'),M,0.9801,0.9919
C_D_C1963083 ('Cholecystitis  CTCAE 3.0'),N,0.0012,0.0003
C_D_C1963083 ('Cholecystitis  CTCAE 3.0'),P,0.0188,0.0078
C_D_C1963084 ('Colitis  CTCAE'),M,0.9872,0.9947
C_D_C1963084 ('Colitis  CTCAE'),N,0.0006,0.0001
C_D_C1963084 ('Colitis  CTCAE'),P,0.0122,0.0051
C_D_C1963086 ('Confusion  CTCAE 3.0'),M,0.9411,0.9661
C_D_C1963086 ('Confusion  CTCAE 3.0'),N,0.0436,0.0221
C_D_C1963086 ('Confusion  CTCAE 3.0'),P,0.0154,0.0117
C_D_C1963087 ('Constipation  CTCAE'),M,0.8776,0.9084
C_D_C1963087 ('Constipation  CTCAE'),N,0.0331,0.0337
C_D_C1963087 ('Constipation  CTCAE'),P,0.0892,0.0579
C_D_C1963090 ('Dehydration  CTCAE'),M,0.9552,0.8574
C_D_C1963090 ('Dehydration  CTCAE'),N,0.0014,0.0038
C_D_C1963090 ('Dehydration  CTCAE'),P,0.0434,0.1389
C_D_C1963091 ('Diarrhea  CTCAE'),M,0.6935,0.5883
C_D_C1963091 ('Diarrhea  CTCAE'),N,0.1219,0.1426
C_D_C1963091 ('Diarrhea  CTCAE'),P,0.1846,0.2691
C_D_C1963093 ('Dizziness  CTCAE 3.0'),M,0.898,0.9414
C_D_C1963093 ('Dizziness  CTCAE 3.0'),N,0.0157,0.0074
C_D_C1963093 ('Dizziness  CTCAE 3.0'),P,0.0863,0.0511
C_D_C1963100 ('Dyspnea  CTCAE'),M,0.9577,0.9587
C_D_C1963100 ('Dyspnea  CTCAE'),N,0.016,0.0067
C_D_C1963100 ('Dyspnea  CTCAE'),P,0.0263,0.0345
C_D_C1963113 ('Fracture  CTCAE'),M,0.8766,0.9901
C_D_C1963113 ('Fracture  CTCAE'),N,0.0354,0.0023
C_D_C1963113 ('Fracture  CTCAE'),P,0.0881,0.0076
C_D_C1963138 ('Hypertension  CTCAE'),M,0.8076,0.8769
C_D_C1963138 ('Hypertension  CTCAE'),N,0.0025,0.0022
C_D_C1963138 ('Hypertension  CTCAE'),P,0.1899,0.1209
C_D_C1963140 ('Hypoxia  CTCAE'),M,0.9867,0.9626
C_D_C1963140 ('Hypoxia  CTCAE'),N,0.0033,0.0059
C_D_C1963140 ('Hypoxia  CTCAE'),P,0.01,0.0314
C_D_C1963175 ('Sinus Bradycardia  CTCAE'),M,0.9852,0.9955
C_D_C1963175 ('Sinus Bradycardia  CTCAE'),N,0,0.0001
C_D_C1963175 ('Sinus Bradycardia  CTCAE'),P,0.0148,0.0043
C_D_C1963177 ('Muscle Pain  CTCAE 3'),M,0.9228,0.9171
C_D_C1963177 ('Muscle Pain  CTCAE 3'),N,0.0559,0.0238
C_D_C1963177 ('Muscle Pain  CTCAE 3'),P,0.0213,0.0591
C_D_C1963179 ('Nausea  CTCAE 3.0'),M,0.6225,0.6803
C_D_C1963179 ('Nausea  CTCAE 3.0'),N,0.1725,0.1202
C_D_C1963179 ('Nausea  CTCAE 3.0'),P,0.205,0.1995
C_D_C1963180 ('Neck Pain  CTCAE 3.0'),M,0.8751,0.8978
C_D_C1963180 ('Neck Pain  CTCAE 3.0'),N,0.0656,0.0702
C_D_C1963180 ('Neck Pain  CTCAE 3.0'),P,0.0593,0.032
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),M,0.9674,0.9907
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),N,0.0018,0.0004
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),P,0.0308,0.0089
C_D_C1963215 ('Pneumothorax  CTCAE'),M,0.9522,0.9046
C_D_C1963215 ('Pneumothorax  CTCAE'),N,0.0109,0.0174
C_D_C1963215 ('Pneumothorax  CTCAE'),P,0.0369,0.078
C_D_C1963221 ('Aspiration  CTCAE'),M,0.9905,0.9896
C_D_C1963221 ('Aspiration  CTCAE'),N,0.0005,0.0007
C_D_C1963221 ('Aspiration  CTCAE'),P,0.009,0.0097
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),M,0.966,0.9892
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),N,0.0128,0.0035
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),P,0.0211,0.0073
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),M,0.9783,0.9471
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),N,0.0001,0.0004
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),P,0.0216,0.0525
C_D_C1963281 ('Vomiting  CTCAE'),M,0.655,0.6097
C_D_C1963281 ('Vomiting  CTCAE'),N,0.2337,0.2273
C_D_C1963281 ('Vomiting  CTCAE'),P,0.1113,0.163
C_D_C1998827 (Respiratory Status),M,0.9974,0.9883
C_D_C1998827 (Respiratory Status),N,0,0.0001
C_D_C1998827 (Respiratory Status),P,0.0026,0.0116
C_D_C1999266 ('Depression  CTCAE'),M,0.9013,0.9532
C_D_C1999266 ('Depression  CTCAE'),N,0.0272,0.015
C_D_C1999266 ('Depression  CTCAE'),P,0.0714,0.0318
C_D_C2004062 (History of previous events),M,0.6552,0.5831
C_D_C2004062 (History of previous events),N,0.0325,0.0273
C_D_C2004062 (History of previous events),P,0.3123,0.3896
C_D_C2004284 ('Mental Status  CTCAE'),M,0.9511,0.9665
C_D_C2004284 ('Mental Status  CTCAE'),N,0.0006,0.0004
C_D_C2004284 ('Mental Status  CTCAE'),P,0.0483,0.0331
C_D_C2010848 (jaundice),M,0.9586,0.9289
C_D_C2010848 (jaundice),N,0.0359,0.0671
C_D_C2010848 (jaundice),P,0.0055,0.004
C_D_C2108107 (continuous electrocardiogram sinus bradycardia (finding)),M,0.9852,0.9955
C_D_C2108107 (continuous electrocardiogram sinus bradycardia (finding)),N,0,0.0001
C_D_C2108107 (continuous electrocardiogram sinus bradycardia (finding)),P,0.0148,0.0043
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),M,0.9783,0.9471
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),N,0.0001,0.0004
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),P,0.0216,0.0525
C_D_C2239101 ('Hemoglobin  CTCAE'),M,0.9758,0.9812
C_D_C2239101 ('Hemoglobin  CTCAE'),N,0.0004,0.0001
C_D_C2239101 ('Hemoglobin  CTCAE'),P,0.0238,0.0186
C_D_C2242996 (Has tingling sensation),M,0.9108,0.9538
C_D_C2242996 (Has tingling sensation),N,0.076,0.0436
C_D_C2242996 (Has tingling sensation),P,0.0132,0.0026
C_D_C2364135 (Discomfort),M,0.9211,0.9688
C_D_C2364135 (Discomfort),N,0.0038,0.0018
C_D_C2364135 (Discomfort),P,0.0751,0.0294
C_D_C2709070 (on room air),M,0.9384,0.9093
C_D_C2709070 (on room air),N,0.0007,0.0008
C_D_C2709070 (on room air),P,0.0609,0.0899
C_D_C2712089 (Able to walk (finding)),M,0.9872,0.9955
C_D_C2712089 (Able to walk (finding)),N,0.0004,0.0003
C_D_C2712089 (Able to walk (finding)),P,0.0124,0.0042
C_D_C2712334 (Actual Aspiration),M,0.9905,0.9896
C_D_C2712334 (Actual Aspiration),N,0.0005,0.0007
C_D_C2712334 (Actual Aspiration),P,0.009,0.0097
C_D_C2825142 (Experimental Result),M,0.9685,0.9386
C_D_C2825142 (Experimental Result),N,0.0004,0.0009
C_D_C2825142 (Experimental Result),P,0.0311,0.0605
C_D_C2826292 (Related to Cancer),M,0.9053,0.8417
C_D_C2826292 (Related to Cancer),N,0.0022,0.0008
C_D_C2826292 (Related to Cancer),P,0.0925,0.1575
C_D_C2826600 (Tissue Congestion),M,0.9525,0.8341
C_D_C2826600 (Tissue Congestion),N,0.0094,0.0099
C_D_C2826600 (Tissue Congestion),P,0.0382,0.156
C_D_C2827071 (Unintentional Material Aspiration),M,0.9905,0.9896
C_D_C2827071 (Unintentional Material Aspiration),N,0.0005,0.0007
C_D_C2827071 (Unintentional Material Aspiration),P,0.009,0.0097
C_D_C2911645 ('Weight Loss  CTCAE'),M,0.9722,0.9794
C_D_C2911645 ('Weight Loss  CTCAE'),N,0.0103,0.0034
C_D_C2911645 ('Weight Loss  CTCAE'),P,0.0176,0.0173
C_D_C2919015 (ANTICOAGULATION (finding)),M,0.9807,0.9911
C_D_C2919015 (ANTICOAGULATION (finding)),N,0.0022,0.0013
C_D_C2919015 (ANTICOAGULATION (finding)),P,0.0171,0.0076
C_D_C2926602 ('Discharge  body substance'),M,0.3902,0.4841
C_D_C2926602 ('Discharge  body substance'),N,0.1073,0.1881
C_D_C2926602 ('Discharge  body substance'),P,0.5025,0.3278
C_D_C2957312 (Head bobbing),M,0.9995,0.9988
C_D_C2957312 (Head bobbing),N,0.0002,0.0004
C_D_C2957312 (Head bobbing),P,0.0002,0.0008
C_D_C2984079 (Somewhat),M,0.9457,0.9532
C_D_C2984079 (Somewhat),N,0.0003,0.0004
C_D_C2984079 (Somewhat),P,0.054,0.0464
C_D_C2984081 (Very Much),M,0.8836,0.914
C_D_C2984081 (Very Much),N,0.0039,0.0026
C_D_C2984081 (Very Much),P,0.1126,0.0834
C_D_C3160712 ('Palpitations  CTCAE'),M,0.8177,0.8877
C_D_C3160712 ('Palpitations  CTCAE'),N,0.09,0.058
C_D_C3160712 ('Palpitations  CTCAE'),P,0.0923,0.0543
C_D_C3242635 (IV drug use),M,0.979,0.9908
C_D_C3242635 (IV drug use),N,0.0087,0.0038
C_D_C3242635 (IV drug use),P,0.0123,0.0054
C_D_C3266098 (Numbness of saddle area),M,0.9883,0.9977
C_D_C3266098 (Numbness of saddle area),N,0.0069,0.0008
C_D_C3266098 (Numbness of saddle area),P,0.0048,0.0015
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),M,0.996,0.9644
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),N,0.0005,0.0169
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),P,0.0035,0.0188
C_D_C3539909 (Allergic disposition),M,0.9523,0.9275
C_D_C3539909 (Allergic disposition),N,0.0014,0.0007
C_D_C3539909 (Allergic disposition),P,0.0463,0.0718
C_D_C3540840 (Sign or Symptom),M,0.9785,0.9692
C_D_C3540840 (Sign or Symptom),N,0.0084,0.0154
C_D_C3540840 (Sign or Symptom),P,0.0131,0.0154
C_D_C3641827 (Agree),M,0.8202,0.8768
C_D_C3641827 (Agree),N,0.0042,0.0023
C_D_C3641827 (Agree),P,0.1757,0.1209
C_D_C3665347 (Visual Impairment),M,0.9758,0.9838
C_D_C3665347 (Visual Impairment),N,0.0047,0.0011
C_D_C3665347 (Visual Impairment),P,0.0195,0.0151
C_D_C3714536 (Social History),M,0.143,0.2479
C_D_C3714536 (Social History),N,0.0295,0.0136
C_D_C3714536 (Social History),P,0.8275,0.7385
C_D_C3714552 (Weakness),M,0.6878,0.7777
C_D_C3714552 (Weakness),N,0.1,0.0391
C_D_C3714552 (Weakness),P,0.2122,0.1831
C_D_C3714614 (Distention),M,0.9884,0.9937
C_D_C3714614 (Distention),N,0.0049,0.0028
C_D_C3714614 (Distention),P,0.0067,0.0035
C_D_C3810851 (Center of town),M,0.9754,0.988
C_D_C3810851 (Center of town),N,0.0001,0.0004
C_D_C3810851 (Center of town),P,0.0245,0.0116
C_D_C3810854 (Close),M,0.9419,0.9412
C_D_C3810854 (Close),N,0.0012,0.0022
C_D_C3810854 (Close),P,0.0569,0.0567
C_D_C3812660 (Skin Bruise),M,0.9524,0.9918
C_D_C3812660 (Skin Bruise),N,0.0097,0.0012
C_D_C3812660 (Skin Bruise),P,0.0378,0.007
C_D_C3814420 (Full Term Birth),M,0.9842,0.9671
C_D_C3814420 (Full Term Birth),N,0.0001,0.0001
C_D_C3814420 (Full Term Birth),P,0.0157,0.0328
C_D_C3827868 (Tachycardia by ECG Finding),M,0.941,0.8451
C_D_C3827868 (Tachycardia by ECG Finding),N,0.0165,0.0112
C_D_C3827868 (Tachycardia by ECG Finding),P,0.0425,0.1437
C_D_C3829431 (Karnofsky Performance Status 100),M,0.6798,0.6904
C_D_C3829431 (Karnofsky Performance Status 100),N,0.0007,0.0009
C_D_C3829431 (Karnofsky Performance Status 100),P,0.3195,0.3086
C_D_C3835651 (Resident - answer to question),M,0.6273,0.7179
C_D_C3835651 (Resident - answer to question),N,0.0017,0.0011
