===== Class Prior Probabilities =====
P(RSV=False) = 0.9826990810320892
P(RSV=True) = 0.017300918967910695

===== Conditional Probabilities =====
P(AGE=Not Mentioned | RSV=False) = 8.171937566396992E-5
P(Generalized hypotonia=Not Mentioned | RSV=False) = 0.9991711126936502
P(Generalized hypotonia=Negated | RSV=False) = 1.1674469103517518E-5
P(Generalized hypotonia=Present | RSV=False) = 8.172128372462262E-4
P(Generalized hypotonia=Not Mentioned | RSV=True) = 0.9894039735099338
P(Generalized hypotonia=Negated | RSV=True) = 6.622516556291391E-4
P(Generalized hypotonia=Present | RSV=True) = 0.009933774834437087
P(CARONTE=Not Mentioned | RSV=False) = 0.970335174007962
P(CARONTE=Negated | RSV=False) = 0.0021130789077366706
P(CARONTE=Present | RSV=False) = 0.02755174708430134
P(CARONTE=Not Mentioned | RSV=True) = 0.9927152317880795
P(CARONTE=Negated | RSV=True) = 6.622516556291391E-4
P(CARONTE=Present | RSV=True) = 0.006622516556291391
P(ACUTE INSULIN RESPONSE=Not Mentioned | RSV=False) = 0.7086169256453063
P(ACUTE INSULIN RESPONSE=Negated | RSV=False) = 0.0048565791470632875
P(ACUTE INSULIN RESPONSE=Present | RSV=False) = 0.28652649520763046
P(ACUTE INSULIN RESPONSE=Not Mentioned | RSV=True) = 0.8735099337748344
P(ACUTE INSULIN RESPONSE=Negated | RSV=True) = 0.0026490066225165563
P(ACUTE INSULIN RESPONSE=Present | RSV=True) = 0.123841059602649
P(Normal assessment finding=Not Mentioned | RSV=False) = 0.1510092578539991
P(Normal assessment finding=Negated | RSV=False) = 0.01203637764572656
P(Normal assessment finding=Present | RSV=False) = 0.8369543645002744
P(Normal assessment finding=Not Mentioned | RSV=True) = 0.09536423841059603
P(Normal assessment finding=Negated | RSV=True) = 0.011920529801324504
P(Normal assessment finding=Present | RSV=True) = 0.8927152317880794
P(Fracture of Medical Device Material=Not Mentioned | RSV=False) = 0.8656385350876169
P(Fracture of Medical Device Material=Negated | RSV=False) = 0.039051099151266096
P(Fracture of Medical Device Material=Present | RSV=False) = 0.09531036576111701
P(Fracture of Medical Device Material=Not Mentioned | RSV=True) = 0.9927152317880795
P(Fracture of Medical Device Material=Negated | RSV=True) = 0.0013245033112582781
P(Fracture of Medical Device Material=Present | RSV=True) = 0.005960264900662252
P(Medical Device Emits Smoke=Not Mentioned | RSV=False) = 0.6658299963809146
P(Medical Device Emits Smoke=Negated | RSV=False) = 0.028987706784033996
P(Medical Device Emits Smoke=Present | RSV=False) = 0.30518229683505144
P(Medical Device Emits Smoke=Not Mentioned | RSV=True) = 0.8390728476821192
P(Medical Device Emits Smoke=Negated | RSV=True) = 0.016556291390728478
P(Medical Device Emits Smoke=Present | RSV=True) = 0.14437086092715232
P(Medical Device Material Crack=Not Mentioned | RSV=False) = 0.908390440944698
P(Medical Device Material Crack=Negated | RSV=False) = 4.086064186231131E-4
P(Medical Device Material Crack=Present | RSV=False) = 0.09120095263667885
P(Medical Device Material Crack=Not Mentioned | RSV=True) = 0.9549668874172186
P(Medical Device Material Crack=Negated | RSV=True) = 0.0013245033112582781
P(Medical Device Material Crack=Present | RSV=True) = 0.04370860927152318
P(Obstruction within Medical Device=Not Mentioned | RSV=False) = 0.9799666110183639
P(Obstruction within Medical Device=Negated | RSV=False) = 0.004074389717127614
P(Obstruction within Medical Device=Present | RSV=False) = 0.015958999264508448
P(Obstruction within Medical Device=Not Mentioned | RSV=True) = 0.9867549668874173
P(Obstruction within Medical Device=Negated | RSV=True) = 0.0013245033112582781
P(Obstruction within Medical Device=Present | RSV=True) = 0.011920529801324504
P(Pain by Anatomic Descriptor, CTCAE=Not Mentioned | RSV=False) = 0.4724657646193539
P(Pain by Anatomic Descriptor, CTCAE=Negated | RSV=False) = 0.11521533558261438
P(Pain by Anatomic Descriptor, CTCAE=Present | RSV=False) = 0.41231889979803166
P(Pain by Anatomic Descriptor, CTCAE=Not Mentioned | RSV=True) = 0.8920529801324504
P(Pain by Anatomic Descriptor, CTCAE=Negated | RSV=True) = 0.03774834437086093
P(Pain by Anatomic Descriptor, CTCAE=Present | RSV=True) = 0.07019867549668875
P(Seizure, CTCAE 3.0=Not Mentioned | RSV=False) = 0.9466593506660285
P(Seizure, CTCAE 3.0=Negated | RSV=False) = 0.014091084207945644
P(Seizure, CTCAE 3.0=Present | RSV=False) = 0.03924956512602589
P(Seizure, CTCAE 3.0=Not Mentioned | RSV=True) = 0.9165562913907285
P(Seizure, CTCAE 3.0=Negated | RSV=True) = 0.05695364238410596
P(Seizure, CTCAE 3.0=Present | RSV=True) = 0.026490066225165563
P(Eye Pain, CTCAE 3.0=Not Mentioned | RSV=False) = 0.9530219363274455
P(Eye Pain, CTCAE 3.0=Negated | RSV=False) = 0.008872596518673313
P(Eye Pain, CTCAE 3.0=Present | RSV=False) = 0.038105467153881176
P(Eye Pain, CTCAE 3.0=Not Mentioned | RSV=True) = 0.9781456953642385
P(Eye Pain, CTCAE 3.0=Negated | RSV=True) = 0.004635761589403974
P(Eye Pain, CTCAE 3.0=Present | RSV=True) = 0.017218543046357615
P(Oriented to place=Not Mentioned | RSV=False) = 0.6311568231434675
P(Oriented to place=Negated | RSV=False) = 7.588404917286386E-4
P(Oriented to place=Present | RSV=False) = 0.3680843363648038
P(Oriented to place=Not Mentioned | RSV=True) = 0.895364238410596
P(Oriented to place=Negated | RSV=True) = 6.622516556291391E-4
P(Oriented to place=Present | RSV=True) = 0.10397350993377484
P(Cough, CTCAE=Not Mentioned | RSV=False) = 0.6960084990135074
P(Cough, CTCAE=Negated | RSV=False) = 0.15650793280175584
P(Cough, CTCAE=Present | RSV=False) = 0.1474835681847368
P(Cough, CTCAE=Not Mentioned | RSV=True) = 0.2774834437086093
P(Cough, CTCAE=Negated | RSV=True) = 0.03245033112582781
P(Cough, CTCAE=Present | RSV=True) = 0.6900662251655629
P(Atelectasis, CTCAE=Not Mentioned | RSV=False) = 0.9904035863969086
P(Atelectasis, CTCAE=Negated | RSV=False) = 1.0507022193165766E-4
P(Atelectasis, CTCAE=Present | RSV=False) = 0.009491343381159742
P(Atelectasis, CTCAE=Not Mentioned | RSV=True) = 0.9370860927152318
P(Atelectasis, CTCAE=Negated | RSV=True) = 6.622516556291391E-4
P(Atelectasis, CTCAE=Present | RSV=True) = 0.06225165562913907
P(Hematoma, CTCAE=Not Mentioned | RSV=False) = 0.9647898011837912
P(Hematoma, CTCAE=Negated | RSV=False) = 0.0041444365317487184
P(Hematoma, CTCAE=Present | RSV=False) = 0.031065762284460115
P(Hematoma, CTCAE=Not Mentioned | RSV=True) = 0.9947019867549669
P(Hematoma, CTCAE=Negated | RSV=True) = 6.622516556291391E-4
P(Hematoma, CTCAE=Present | RSV=True) = 0.004635761589403974
P(Anxiety, CTCAE 3.0=Not Mentioned | RSV=False) = 0.8998914274373373
P(Anxiety, CTCAE 3.0=Negated | RSV=False) = 0.02439964042635161
P(Anxiety, CTCAE 3.0=Present | RSV=False) = 0.07570893213631111
P(Anxiety, CTCAE 3.0=Not Mentioned | RSV=True) = 0.971523178807947
P(Anxiety, CTCAE 3.0=Negated | RSV=True) = 0.009933774834437087
P(Anxiety, CTCAE 3.0=Present | RSV=True) = 0.018543046357615896
P(Apnea, CTCAE=Not Mentioned | RSV=False) = 0.9781220449000082
P(Apnea, CTCAE=Negated | RSV=False) = 0.0018445661183557679
P(Apnea, CTCAE=Present | RSV=False) = 0.02003338898163606
P(Apnea, CTCAE=Not Mentioned | RSV=True) = 0.9145695364238411
P(Apnea, CTCAE=Negated | RSV=True) = 0.018543046357615896
P(Apnea, CTCAE=Present | RSV=True) = 0.06688741721854305
P(Joint Pain, CTCAE 3=Not Mentioned | RSV=False) = 0.934015900626919
P(Joint Pain, CTCAE 3=Negated | RSV=False) = 0.03075055161866514
P(Joint Pain, CTCAE 3=Present | RSV=False) = 0.03523354775441587
P(Joint Pain, CTCAE 3=Not Mentioned | RSV=True) = 0.9754966887417219
P(Joint Pain, CTCAE 3=Negated | RSV=True) = 0.015894039735099338
P(Joint Pain, CTCAE 3=Present | RSV=True) = 0.008609271523178808
P(Back Pain, CTCAE 3.0=Not Mentioned | RSV=False) = 0.8181000968980936
P(Back Pain, CTCAE 3.0=Negated | RSV=False) = 0.0395180779154068
P(Back Pain, CTCAE 3.0=Present | RSV=False) = 0.14238182518649964
P(Back Pain, CTCAE 3.0=Not Mentioned | RSV=True) = 0.928476821192053
P(Back Pain, CTCAE 3.0=Negated | RSV=True) = 0.02384105960264901
P(Back Pain, CTCAE 3.0=Present | RSV=True) = 0.04768211920529802
P(Platelets, CTCAE=Not Mentioned | RSV=False) = 0.7777648061454405
P(Platelets, CTCAE=Negated | RSV=False) = 4.669787641407007E-5
P(Platelets, CTCAE=Present | RSV=False) = 0.22218849597814538
P(Platelets, CTCAE=Not Mentioned | RSV=True) = 0.6854304635761589
P(Platelets, CTCAE=Negated | RSV=True) = 6.622516556291391E-4
P(Platelets, CTCAE=Present | RSV=True) = 0.31390728476821195
P(Cholecystitis, CTCAE 3.0=Not Mentioned | RSV=False) = 0.9798148429200182
P(Cholecystitis, CTCAE 3.0=Negated | RSV=False) = 0.0011324235030411992
P(Cholecystitis, CTCAE 3.0=Present | RSV=False) = 0.019052733576940588
P(Cholecystitis, CTCAE 3.0=Not Mentioned | RSV=True) = 0.9973509933774835
P(Cholecystitis, CTCAE 3.0=Negated | RSV=True) = 6.622516556291391E-4
P(Cholecystitis, CTCAE 3.0=Present | RSV=True) = 0.001986754966887417
P(Confusion, CTCAE 3.0=Not Mentioned | RSV=False) = 0.9515159298130917
P(Confusion, CTCAE 3.0=Negated | RSV=False) = 0.03356409867261286
P(Confusion, CTCAE 3.0=Present | RSV=False) = 0.014919971514295388
P(Confusion, CTCAE 3.0=Not Mentioned | RSV=True) = 0.9794701986754967
P(Confusion, CTCAE 3.0=Negated | RSV=True) = 0.008609271523178808
P(Confusion, CTCAE 3.0=Present | RSV=True) = 0.011920529801324504
P(Constipation, CTCAE=Not Mentioned | RSV=False) = 0.8770211424635465
P(Constipation, CTCAE=Negated | RSV=False) = 0.030762226087768657
P(Constipation, CTCAE=Present | RSV=False) = 0.09221663144868487
P(Constipation, CTCAE=Not Mentioned | RSV=True) = 0.9337748344370861
P(Constipation, CTCAE=Negated | RSV=True) = 0.011258278145695364
P(Constipation, CTCAE=Present | RSV=True) = 0.05496688741721854
P(Dehydration, CTCAE=Not Mentioned | RSV=False) = 0.952403189464959
P(Dehydration, CTCAE=Negated | RSV=False) = 0.0014476341688361722
P(Dehydration, CTCAE=Present | RSV=False) = 0.04614917636620475
P(Dehydration, CTCAE=Not Mentioned | RSV=True) = 0.7986754966887417
P(Dehydration, CTCAE=Negated | RSV=True) = 0.00728476821192053
P(Dehydration, CTCAE=Present | RSV=True) = 0.19403973509933775
P(Diarrhea, CTCAE=Not Mentioned | RSV=False) = 0.7074027808585405
P(Diarrhea, CTCAE=Negated | RSV=False) = 0.1073000455304295
P(Diarrhea, CTCAE=Present | RSV=False) = 0.18529717361103004
P(Diarrhea, CTCAE=Not Mentioned | RSV=True) = 0.6549668874172185
P(Diarrhea, CTCAE=Negated | RSV=True) = 0.10132450331125828
P(Diarrhea, CTCAE=Present | RSV=True) = 0.24370860927152319
P(Dizziness, CTCAE 3.0=Not Mentioned | RSV=False) = 0.9041175852528106
P(Dizziness, CTCAE 3.0=Negated | RSV=False) = 0.013717501196633083
P(Dizziness, CTCAE 3.0=Present | RSV=False) = 0.08216491355055629
P(Dizziness, CTCAE 3.0=Not Mentioned | RSV=True) = 0.9754966887417219
P(Dizziness, CTCAE 3.0=Negated | RSV=True) = 0.005960264900662252
P(Dizziness, CTCAE 3.0=Present | RSV=True) = 0.018543046357615896
P(Fracture, CTCAE=Not Mentioned | RSV=False) = 0.8656385350876169
P(Fracture, CTCAE=Negated | RSV=False) = 0.039051099151266096
P(Fracture, CTCAE=Present | RSV=False) = 0.09531036576111701
P(Fracture, CTCAE=Not Mentioned | RSV=True) = 0.9927152317880795
P(Fracture, CTCAE=Negated | RSV=True) = 0.0013245033112582781
P(Fracture, CTCAE=Present | RSV=True) = 0.005960264900662252
P(Hypertension, CTCAE=Not Mentioned | RSV=False) = 0.8038689190609057
P(Hypertension, CTCAE=Negated | RSV=False) = 0.005451977071342681
P(Hypertension, CTCAE=Present | RSV=False) = 0.1906791038677516
P(Hypertension, CTCAE=Not Mentioned | RSV=True) = 0.895364238410596
P(Hypertension, CTCAE=Negated | RSV=True) = 0.001986754966887417
P(Hypertension, CTCAE=Present | RSV=True) = 0.10264900662251655
P(Hypoxia, CTCAE=Not Mentioned | RSV=False) = 0.9875900393429609
P(Hypoxia, CTCAE=Negated | RSV=False) = 0.003210479003467317
P(Hypoxia, CTCAE=Present | RSV=False) = 0.009199481653571803
P(Hypoxia, CTCAE=Not Mentioned | RSV=True) = 0.8847682119205298
P(Hypoxia, CTCAE=Negated | RSV=True) = 0.010596026490066225
P(Hypoxia, CTCAE=Present | RSV=True) = 0.10463576158940398
P(Sinus Bradycardia, CTCAE=Not Mentioned | RSV=False) = 0.9856637519408805
P(Sinus Bradycardia, CTCAE=Negated | RSV=False) = 2.3348938207035035E-5
P(Sinus Bradycardia, CTCAE=Present | RSV=False) = 0.014312899120912477
P(Sinus Bradycardia, CTCAE=Not Mentioned | RSV=True) = 0.9980132450331126
P(Sinus Bradycardia, CTCAE=Negated | RSV=True) = 6.622516556291391E-4
P(Sinus Bradycardia, CTCAE=Present | RSV=True) = 0.0013245033112582781
P(Muscle Pain, CTCAE 3=Not Mentioned | RSV=False) = 0.9424798907269691
P(Muscle Pain, CTCAE 3=Negated | RSV=False) = 0.03908612255857665
P(Muscle Pain, CTCAE 3=Present | RSV=False) = 0.018433986714454162
P(Muscle Pain, CTCAE 3=Not Mentioned | RSV=True) = 0.9748344370860927
P(Muscle Pain, CTCAE 3=Negated | RSV=True) = 0.019205298013245033
P(Muscle Pain, CTCAE 3=Present | RSV=True) = 0.005960264900662252
P(Nausea, CTCAE 3.0=Not Mentioned | RSV=False) = 0.6343322787396243
P(Nausea, CTCAE 3.0=Negated | RSV=False) = 0.1554922539897498
P(Nausea, CTCAE 3.0=Present | RSV=False) = 0.21017546727062586
P(Nausea, CTCAE 3.0=Not Mentioned | RSV=True) = 0.8748344370860928
P(Nausea, CTCAE 3.0=Negated | RSV=True) = 0.0576158940397351
P(Nausea, CTCAE 3.0=Present | RSV=True) = 0.06754966887417219
P(Neck Pain, CTCAE 3.0=Not Mentioned | RSV=False) = 0.8794961299134921
P(Neck Pain, CTCAE 3.0=Negated | RSV=False) = 0.05935300092228306
P(Neck Pain, CTCAE 3.0=Present | RSV=False) = 0.061150869164224755
P(Neck Pain, CTCAE 3.0=Not Mentioned | RSV=True) = 0.956953642384106
P(Neck Pain, CTCAE 3.0=Negated | RSV=True) = 0.03377483443708609
P(Neck Pain, CTCAE 3.0=Present | RSV=True) = 0.009271523178807948
P(Nystagmus, CTCAE 3.0=Not Mentioned | RSV=False) = 0.9856987753481911
P(Nystagmus, CTCAE 3.0=Negated | RSV=False) = 0.011300886092204957
P(Nystagmus, CTCAE 3.0=Present | RSV=False) = 0.003000338559604002
P(Nystagmus, CTCAE 3.0=Not Mentioned | RSV=True) = 0.9960264900662251
P(Nystagmus, CTCAE 3.0=Negated | RSV=True) = 0.0013245033112582781
P(Nystagmus, CTCAE 3.0=Present | RSV=True) = 0.0026490066225165563
P(Pancreatitis, CTCAE 3.0=Not Mentioned | RSV=False) = 0.9682804674457429
P(Pancreatitis, CTCAE 3.0=Negated | RSV=False) = 0.00173949589642411
P(Pancreatitis, CTCAE 3.0=Present | RSV=False) = 0.029980036657832984
P(Pancreatitis, CTCAE 3.0=Not Mentioned | RSV=True) = 0.9880794701986755
P(Pancreatitis, CTCAE 3.0=Negated | RSV=True) = 6.622516556291391E-4
P(Pancreatitis, CTCAE 3.0=Present | RSV=True) = 0.011258278145695364
P(Pneumothorax, CTCAE=Not Mentioned | RSV=False) = 0.953033610796549
P(Pneumothorax, CTCAE=Negated | RSV=False) = 0.010740511575236117
P(Pneumothorax, CTCAE=Present | RSV=False) = 0.03622587762821486
P(Pneumothorax, CTCAE=Not Mentioned | RSV=True) = 0.8874172185430463
P(Pneumothorax, CTCAE=Negated | RSV=True) = 0.029801324503311258
P(Pneumothorax, CTCAE=Present | RSV=True) = 0.08278145695364239
P(Aspiration, CTCAE=Not Mentioned | RSV=False) = 0.9901700970148383
P(Aspiration, CTCAE=Negated | RSV=False) = 5.253511096582883E-4
P(Aspiration, CTCAE=Present | RSV=False) = 0.00930455187550346
P(Aspiration, CTCAE=Not Mentioned | RSV=True) = 0.9622516556291391
P(Aspiration, CTCAE=Negated | RSV=True) = 0.0026490066225165563
P(Aspiration, CTCAE=Present | RSV=True) = 0.035099337748344374
P(Rash and Dermatitis Associated with Radiation Excluding Chemoradiation, CTCAE=Not Mentioned | RSV=False) = 0.96302695634916
P(Rash and Dermatitis Associated with Radiation Excluding Chemoradiation, CTCAE=Negated | RSV=False) = 0.01462810978670745
P(Rash and Dermatitis Associated with Radiation Excluding Chemoradiation, CTCAE=Present | RSV=False) = 0.02234493386413253
P(Rash and Dermatitis Associated with Radiation Excluding Chemoradiation, CTCAE=Not Mentioned | RSV=True) = 0.9940397350993377
P(Rash and Dermatitis Associated with Radiation Excluding Chemoradiation, CTCAE=Negated | RSV=True) = 0.0013245033112582781
P(Rash and Dermatitis Associated with Radiation Excluding Chemoradiation, CTCAE=Present | RSV=True) = 0.004635761589403974
P(Sinus Tachycardia, CTCAE 3.0=Not Mentioned | RSV=False) = 0.9797798195127077
P(Sinus Tachycardia, CTCAE 3.0=Negated | RSV=False) = 1.284191601386927E-4
P(Sinus Tachycardia, CTCAE 3.0=Present | RSV=False) = 0.020091761327153648
P(Sinus Tachycardia, CTCAE 3.0=Not Mentioned | RSV=True) = 0.9662251655629139
P(Sinus Tachycardia, CTCAE 3.0=Negated | RSV=True) = 6.622516556291391E-4
P(Sinus Tachycardia, CTCAE 3.0=Present | RSV=True) = 0.033112582781456956
P(Vomiting, CTCAE=Not Mentioned | RSV=False) = 0.6743290098882754
P(Vomiting, CTCAE=Negated | RSV=False) = 0.20675484782329523
P(Vomiting, CTCAE=Present | RSV=False) = 0.11891614228842944
P(Vomiting, CTCAE=Not Mentioned | RSV=True) = 0.633112582781457
P(Vomiting, CTCAE=Negated | RSV=True) = 0.21589403973509932
P(Vomiting, CTCAE=Present | RSV=True) = 0.1509933774834437
P(White sputum=Not Mentioned | RSV=False) = 0.9993345552610995
P(White sputum=Negated | RSV=False) = 2.3348938207035035E-5
P(White sputum=Present | RSV=False) = 6.420958006934634E-4
P(White sputum=Not Mentioned | RSV=True) = 0.9960264900662251
P(White sputum=Negated | RSV=True) = 6.622516556291391E-4
P(White sputum=Present | RSV=True) = 0.0033112582781456954
P(Respiratory Status=Not Mentioned | RSV=False) = 0.9969529635639819
P(Respiratory Status=Negated | RSV=False) = 3.5023407310552555E-5
P(Respiratory Status=Present | RSV=False) = 0.0030120130287075195
P(Respiratory Status=Not Mentioned | RSV=True) = 0.9119205298013245
P(Respiratory Status=Negated | RSV=True) = 0.001986754966887417
P(Respiratory Status=Present | RSV=True) = 0.08609271523178808
P(Depression, CTCAE=Not Mentioned | RSV=False) = 0.9086005813885614
P(Depression, CTCAE=Negated | RSV=False) = 0.02129423164481595
P(Depression, CTCAE=Present | RSV=False) = 0.0701051869666227
P(Depression, CTCAE=Not Mentioned | RSV=True) = 0.971523178807947
P(Depression, CTCAE=Negated | RSV=True) = 0.005298013245033113
P(Depression, CTCAE=Present | RSV=True) = 0.023178807947019868
P(History of previous events=Not Mentioned | RSV=False) = 0.6027294908764024
P(History of previous events=Negated | RSV=False) = 0.034498056200894266
P(History of previous events=Present | RSV=False) = 0.3627724529227033
P(History of previous events=Not Mentioned | RSV=True) = 0.24834437086092714
P(History of previous events=Negated | RSV=True) = 0.04437086092715232
P(History of previous events=Present | RSV=True) = 0.7072847682119205
P(jaundice=Not Mentioned | RSV=False) = 0.9517610936642656
P(jaundice=Negated | RSV=False) = 0.04382595701460476
P(jaundice=Present | RSV=False) = 0.004412949321129621
P(jaundice=Not Mentioned | RSV=True) = 0.8794701986754967
P(jaundice=Negated | RSV=True) = 0.1119205298013245
P(jaundice=Present | RSV=True) = 0.008609271523178808
P(continuous electrocardiogram sinus bradycardia (finding)=Not Mentioned | RSV=False) = 0.9856637519408805
P(continuous electrocardiogram sinus bradycardia (finding)=Negated | RSV=False) = 2.3348938207035035E-5
P(continuous electrocardiogram sinus bradycardia (finding)=Present | RSV=False) = 0.014312899120912477
P(continuous electrocardiogram sinus bradycardia (finding)=Not Mentioned | RSV=True) = 0.9980132450331126
P(continuous electrocardiogram sinus bradycardia (finding)=Negated | RSV=True) = 6.622516556291391E-4
P(continuous electrocardiogram sinus bradycardia (finding)=Present | RSV=True) = 0.0013245033112582781
P(continuous electrocardiogram sinus tachycardia=Not Mentioned | RSV=False) = 0.9797798195127077
P(continuous electrocardiogram sinus tachycardia=Negated | RSV=False) = 1.284191601386927E-4
P(continuous electrocardiogram sinus tachycardia=Present | RSV=False) = 0.020091761327153648
P(continuous electrocardiogram sinus tachycardia=Not Mentioned | RSV=True) = 0.9662251655629139
P(continuous electrocardiogram sinus tachycardia=Negated | RSV=True) = 6.622516556291391E-4
P(continuous electrocardiogram sinus tachycardia=Present | RSV=True) = 0.033112582781456956
P(Newborn (finding)=Not Mentioned | RSV=False) = 0.9972564997606734
P(Newborn (finding)=Negated | RSV=False) = 7.004681462110511E-5
P(Newborn (finding)=Present | RSV=False) = 0.0026734534247055113
P(Newborn (finding)=Not Mentioned | RSV=True) = 0.9754966887417219
P(Newborn (finding)=Negated | RSV=True) = 0.0013245033112582781
P(Newborn (finding)=Present | RSV=True) = 0.023178807947019868
P(Has tingling sensation=Not Mentioned | RSV=False) = 0.9281553171369532
P(Has tingling sensation=Negated | RSV=False) = 0.05922458176214437
P(Has tingling sensation=Present | RSV=False) = 0.012620101100902436
P(Has tingling sensation=Not Mentioned | RSV=True) = 0.9821192052980132
P(Has tingling sensation=Negated | RSV=True) = 0.017218543046357615
P(Has tingling sensation=Present | RSV=True) = 6.622516556291391E-4
P(Ready for discharge=Not Mentioned | RSV=False) = 0.9968011954656362
P(Ready for discharge=Negated | RSV=False) = 3.5023407310552555E-5
P(Ready for discharge=Present | RSV=False) = 0.0031637811270532473
P(Ready for discharge=Not Mentioned | RSV=True) = 0.9986754966887417
P(Ready for discharge=Negated | RSV=True) = 6.622516556291391E-4
P(Ready for discharge=Present | RSV=True) = 6.622516556291391E-4
P(Discomfort=Not Mentioned | RSV=False) = 0.9164458246261251
P(Discomfort=Negated | RSV=False) = 0.004261181222783894
P(Discomfort=Present | RSV=False) = 0.07929299415109098
P(Discomfort=Not Mentioned | RSV=True) = 0.9814569536423841
P(Discomfort=Negated | RSV=True) = 0.0013245033112582781
P(Discomfort=Present | RSV=True) = 0.017218543046357615
P(Oral mucosal lesions=Not Mentioned | RSV=False) = 0.9874382712446151
P(Oral mucosal lesions=Negated | RSV=False) = 0.012503356409867262
P(Oral mucosal lesions=Present | RSV=False) = 5.837234551758759E-5
P(Oral mucosal lesions=Not Mentioned | RSV=True) = 0.9973509933774835
P(Oral mucosal lesions=Negated | RSV=True) = 0.001986754966887417
P(Oral mucosal lesions=Present | RSV=True) = 6.622516556291391E-4
P(on room air=Not Mentioned | RSV=False) = 0.9359655369672064
P(on room air=Negated | RSV=False) = 6.77119208004016E-4
P(on room air=Present | RSV=False) = 0.06335734382478957
P(on room air=Not Mentioned | RSV=True) = 0.8397350993377484
P(on room air=Negated | RSV=True) = 0.001986754966887417
P(on room air=Present | RSV=True) = 0.15827814569536425
P(Actual Aspiration=Not Mentioned | RSV=False) = 0.9901584225457347
P(Actual Aspiration=Negated | RSV=False) = 5.370255787618058E-4
P(Actual Aspiration=Present | RSV=False) = 0.00930455187550346
P(Actual Aspiration=Not Mentioned | RSV=True) = 0.9622516556291391
P(Actual Aspiration=Negated | RSV=True) = 0.0026490066225165563
P(Actual Aspiration=Present | RSV=True) = 0.035099337748344374
P(Interstitial thickening=Not Mentioned | RSV=False) = 0.9997665106179296
P(Interstitial thickening=Negated | RSV=False) = 1.1674469103517518E-5
P(Interstitial thickening=Present | RSV=False) = 2.2181491296683283E-4
P(Interstitial thickening=Not Mentioned | RSV=True) = 0.9920529801324504
P(Interstitial thickening=Negated | RSV=True) = 6.622516556291391E-4
P(Interstitial thickening=Present | RSV=True) = 0.00728476821192053
P(Experimental Result=Not Mentioned | RSV=False) = 0.9654785948608987
P(Experimental Result=Negated | RSV=False) = 4.2028088772663063E-4
P(Experimental Result=Present | RSV=False) = 0.03410112425137467
P(Experimental Result=Not Mentioned | RSV=True) = 0.9211920529801324
P(Experimental Result=Negated | RSV=True) = 0.0013245033112582781
P(Experimental Result=Present | RSV=True) = 0.07748344370860927
P(Related to Cancer=Not Mentioned | RSV=False) = 0.8858937389822198
P(Related to Cancer=Negated | RSV=False) = 0.002486661919049231
P(Related to Cancer=Present | RSV=False) = 0.11161959909873098
P(Related to Cancer=Not Mentioned | RSV=True) = 0.8807947019867549
P(Related to Cancer=Negated | RSV=True) = 0.0013245033112582781
P(Related to Cancer=Present | RSV=True) = 0.11788079470198676
P(Tissue Congestion=Not Mentioned | RSV=False) = 0.9534071938078615
P(Tissue Congestion=Negated | RSV=False) = 0.006993006993006993
P(Tissue Congestion=Present | RSV=False) = 0.03959979919913142
P(Tissue Congestion=Not Mentioned | RSV=True) = 0.6907284768211921
P(Tissue Congestion=Negated | RSV=True) = 0.006622516556291391
P(Tissue Congestion=Present | RSV=True) = 0.30264900662251654
P(Unintentional Material Aspiration=Not Mentioned | RSV=False) = 0.9901700970148383
P(Unintentional Material Aspiration=Negated | RSV=False) = 5.253511096582883E-4
P(Unintentional Material Aspiration=Present | RSV=False) = 0.00930455187550346
P(Unintentional Material Aspiration=Not Mentioned | RSV=True) = 0.9622516556291391
P(Unintentional Material Aspiration=Negated | RSV=True) = 0.0026490066225165563
P(Unintentional Material Aspiration=Present | RSV=True) = 0.035099337748344374
P(Discharge, body substance=Not Mentioned | RSV=False) = 0.3630292912429807
P(Discharge, body substance=Negated | RSV=False) = 0.1291546516922143
P(Discharge, body substance=Present | RSV=False) = 0.5078160570648049
P(Discharge, body substance=Not Mentioned | RSV=True) = 0.4814569536423841
P(Discharge, body substance=Negated | RSV=True) = 0.31059602649006623
P(Discharge, body substance=Present | RSV=True) = 0.20794701986754968
P(Head bobbing=Not Mentioned | RSV=False) = 0.9994863233594452
P(Head bobbing=Negated | RSV=False) = 2.451638511738679E-4
P(Head bobbing=Present | RSV=False) = 2.685127893809029E-4
P(Head bobbing=Not Mentioned | RSV=True) = 0.9490066225165563
P(Head bobbing=Negated | RSV=True) = 0.015231788079470199
P(Head bobbing=Present | RSV=True) = 0.03576158940397351
P(Palpitations, CTCAE=Not Mentioned | RSV=False) = 0.8563573321503205
P(Palpitations, CTCAE=Negated | RSV=False) = 0.06912453156192722
P(Palpitations, CTCAE=Present | RSV=False) = 0.07451813628775232
P(Palpitations, CTCAE=Not Mentioned | RSV=True) = 0.9397350993377483
P(Palpitations, CTCAE=Negated | RSV=True) = 0.031125827814569535
P(Palpitations, CTCAE=Present | RSV=True) = 0.02913907284768212
P(IV drug use=Not Mentioned | RSV=False) = 0.9809355919539559
P(IV drug use=Negated | RSV=False) = 0.008382268816325578
P(IV drug use=Present | RSV=False) = 0.01068213922971853
P(IV drug use=Not Mentioned | RSV=True) = 0.9980132450331126
P(IV drug use=Negated | RSV=True) = 6.622516556291391E-4
P(IV drug use=Present | RSV=True) = 0.0013245033112582781
