===== Class Prior Probabilities =====
P(HMPV=False) = 0.9972732508256643
P(HMPV=True) = 0.002726749174335649

===== Conditional Probabilities =====
P(AGE=Not Mentioned | HMPV=False) = 1.1784809380708267E-4
P(Eye Pain, CTCAE 3.0=Not Mentioned | HMPV=False) = 0.9261664290007424
P(Eye Pain, CTCAE 3.0=Negated | HMPV=False) = 0.018160819299258717
P(Eye Pain, CTCAE 3.0=Present | HMPV=False) = 0.05567275169999882
P(Eye Pain, CTCAE 3.0=Not Mentioned | HMPV=True) = 0.9145299145299145
P(Eye Pain, CTCAE 3.0=Negated | HMPV=True) = 0.02564102564102564
P(Eye Pain, CTCAE 3.0=Present | HMPV=True) = 0.05982905982905983
P(Oriented to place=Not Mentioned | HMPV=False) = 0.6266366539780561
P(Oriented to place=Negated | HMPV=False) = 7.660306647967661E-4
P(Oriented to place=Present | HMPV=False) = 0.3725973153571471
P(Oriented to place=Not Mentioned | HMPV=True) = 0.7350427350427351
P(Oriented to place=Negated | HMPV=True) = 0.004273504273504274
P(Oriented to place=Present | HMPV=True) = 0.2606837606837607
P(Cough, CTCAE=Not Mentioned | HMPV=False) = 0.6737062920580298
P(Cough, CTCAE=Negated | HMPV=False) = 0.17391253108316737
P(Cough, CTCAE=Present | HMPV=False) = 0.15238117685880287
P(Cough, CTCAE=Not Mentioned | HMPV=True) = 0.2692307692307692
P(Cough, CTCAE=Negated | HMPV=True) = 0.038461538461538464
P(Cough, CTCAE=Present | HMPV=True) = 0.6923076923076923
P(Hematoma, CTCAE=Not Mentioned | HMPV=False) = 0.9665892779277103
P(Hematoma, CTCAE=Negated | HMPV=False) = 0.0036769471910244778
P(Hematoma, CTCAE=Present | HMPV=False) = 0.029733774881265246
P(Hematoma, CTCAE=Not Mentioned | HMPV=True) = 0.9871794871794872
P(Hematoma, CTCAE=Negated | HMPV=True) = 0.004273504273504274
P(Hematoma, CTCAE=Present | HMPV=True) = 0.008547008547008548
P(Chest Wall Pain, CTCAE 3.0=Not Mentioned | HMPV=False) = 0.9890280838626802
P(Chest Wall Pain, CTCAE 3.0=Negated | HMPV=False) = 2.5927191731582854E-4
P(Chest Wall Pain, CTCAE 3.0=Present | HMPV=False) = 0.010712644220004007
P(Chest Wall Pain, CTCAE 3.0=Not Mentioned | HMPV=True) = 0.9871794871794872
P(Chest Wall Pain, CTCAE 3.0=Negated | HMPV=True) = 0.004273504273504274
P(Chest Wall Pain, CTCAE 3.0=Present | HMPV=True) = 0.008547008547008548
P(Agitation, CTCAE 3.0=Not Mentioned | HMPV=False) = 0.9802246237610928
P(Agitation, CTCAE 3.0=Negated | HMPV=False) = 1.8856139441151168E-4
P(Agitation, CTCAE 3.0=Present | HMPV=False) = 0.019586814844495776
P(Agitation, CTCAE 3.0=Not Mentioned | HMPV=True) = 0.9829059829059829
P(Agitation, CTCAE 3.0=Negated | HMPV=True) = 0.004273504273504274
P(Agitation, CTCAE 3.0=Present | HMPV=True) = 0.01282051282051282
P(Anxiety, CTCAE 3.0=Not Mentioned | HMPV=False) = 0.8941463472122376
P(Anxiety, CTCAE 3.0=Negated | HMPV=False) = 0.032491485274533605
P(Anxiety, CTCAE 3.0=Present | HMPV=False) = 0.07336216751322876
P(Anxiety, CTCAE 3.0=Not Mentioned | HMPV=True) = 0.9487179487179487
P(Anxiety, CTCAE 3.0=Negated | HMPV=True) = 0.021367521367521368
P(Anxiety, CTCAE 3.0=Present | HMPV=True) = 0.029914529914529916
P(Joint Pain, CTCAE 3=Not Mentioned | HMPV=False) = 0.9155362803907935
P(Joint Pain, CTCAE 3=Negated | HMPV=False) = 0.04276808126996099
P(Joint Pain, CTCAE 3=Present | HMPV=False) = 0.04169563833924552
P(Joint Pain, CTCAE 3=Not Mentioned | HMPV=True) = 0.9017094017094017
P(Joint Pain, CTCAE 3=Negated | HMPV=True) = 0.05555555555555555
P(Joint Pain, CTCAE 3=Present | HMPV=True) = 0.042735042735042736
P(Back Pain, CTCAE 3.0=Not Mentioned | HMPV=False) = 0.8067952812511049
P(Back Pain, CTCAE 3.0=Negated | HMPV=False) = 0.054706374553639824
P(Back Pain, CTCAE 3.0=Present | HMPV=False) = 0.13849834419525534
P(Back Pain, CTCAE 3.0=Not Mentioned | HMPV=True) = 0.8547008547008547
P(Back Pain, CTCAE 3.0=Negated | HMPV=True) = 0.05128205128205128
P(Back Pain, CTCAE 3.0=Present | HMPV=True) = 0.09401709401709402
P(Platelets, CTCAE=Not Mentioned | HMPV=False) = 0.7674684454291539
P(Platelets, CTCAE=Negated | HMPV=False) = 5.89254357535974E-5
P(Platelets, CTCAE=Present | HMPV=False) = 0.23247262913509245
P(Platelets, CTCAE=Not Mentioned | HMPV=True) = 0.5
P(Platelets, CTCAE=Negated | HMPV=True) = 0.004273504273504274
P(Platelets, CTCAE=Present | HMPV=True) = 0.49572649572649574
P(Cholecystitis, CTCAE 3.0=Not Mentioned | HMPV=False) = 0.9800949878024348
P(Cholecystitis, CTCAE 3.0=Negated | HMPV=False) = 0.001154938540770509
P(Cholecystitis, CTCAE 3.0=Present | HMPV=False) = 0.01875007365679469
P(Cholecystitis, CTCAE 3.0=Not Mentioned | HMPV=True) = 0.9700854700854701
P(Cholecystitis, CTCAE 3.0=Negated | HMPV=True) = 0.004273504273504274
P(Cholecystitis, CTCAE 3.0=Present | HMPV=True) = 0.02564102564102564
P(Colitis, CTCAE=Not Mentioned | HMPV=False) = 0.9871778251800172
P(Colitis, CTCAE=Negated | HMPV=False) = 6.12824531837413E-4
P(Colitis, CTCAE=Present | HMPV=False) = 0.012209350288145382
P(Colitis, CTCAE=Not Mentioned | HMPV=True) = 0.9829059829059829
P(Colitis, CTCAE=Negated | HMPV=True) = 0.008547008547008548
P(Colitis, CTCAE=Present | HMPV=True) = 0.008547008547008548
P(Confusion, CTCAE 3.0=Not Mentioned | HMPV=False) = 0.9410509940721011
P(Confusion, CTCAE 3.0=Negated | HMPV=False) = 0.0435576821090592
P(Confusion, CTCAE 3.0=Present | HMPV=False) = 0.01539132381883964
P(Confusion, CTCAE 3.0=Not Mentioned | HMPV=True) = 0.9743589743589743
P(Confusion, CTCAE 3.0=Negated | HMPV=True) = 0.021367521367521368
P(Confusion, CTCAE 3.0=Present | HMPV=True) = 0.004273504273504274
P(Constipation, CTCAE=Not Mentioned | HMPV=False) = 0.8776354401140797
P(Constipation, CTCAE=Negated | HMPV=False) = 0.03312787998067246
P(Constipation, CTCAE=Present | HMPV=False) = 0.0892366799052479
P(Constipation, CTCAE=Not Mentioned | HMPV=True) = 0.8632478632478633
P(Constipation, CTCAE=Negated | HMPV=True) = 0.03418803418803419
P(Constipation, CTCAE=Present | HMPV=True) = 0.10256410256410256
P(Dehydration, CTCAE=Not Mentioned | HMPV=False) = 0.9552402390015674
P(Dehydration, CTCAE=Negated | HMPV=False) = 0.001378855196634179
P(Dehydration, CTCAE=Present | HMPV=False) = 0.0433809058017984
P(Dehydration, CTCAE=Not Mentioned | HMPV=True) = 0.8760683760683761
P(Dehydration, CTCAE=Negated | HMPV=True) = 0.004273504273504274
P(Dehydration, CTCAE=Present | HMPV=True) = 0.11965811965811966
P(Diarrhea, CTCAE=Not Mentioned | HMPV=False) = 0.6935405937326906
P(Diarrhea, CTCAE=Negated | HMPV=False) = 0.12186958622559013
P(Diarrhea, CTCAE=Present | HMPV=False) = 0.1845898200417192
P(Diarrhea, CTCAE=Not Mentioned | HMPV=True) = 0.6025641025641025
P(Diarrhea, CTCAE=Negated | HMPV=True) = 0.13675213675213677
P(Diarrhea, CTCAE=Present | HMPV=True) = 0.2606837606837607
P(Dizziness, CTCAE 3.0=Not Mentioned | HMPV=False) = 0.8980118557976736
P(Dizziness, CTCAE 3.0=Negated | HMPV=False) = 0.015662380823306187
P(Dizziness, CTCAE 3.0=Present | HMPV=False) = 0.08632576337902019
P(Dizziness, CTCAE 3.0=Not Mentioned | HMPV=True) = 0.9316239316239316
P(Dizziness, CTCAE 3.0=Negated | HMPV=True) = 0.01282051282051282
P(Dizziness, CTCAE 3.0=Present | HMPV=True) = 0.05555555555555555
P(Dyspnea, CTCAE=Not Mentioned | HMPV=False) = 0.9576797520417664
P(Dyspnea, CTCAE=Negated | HMPV=False) = 0.016039503612129212
P(Dyspnea, CTCAE=Present | HMPV=False) = 0.02628074434610444
P(Dyspnea, CTCAE=Not Mentioned | HMPV=True) = 0.8974358974358975
P(Dyspnea, CTCAE=Negated | HMPV=True) = 0.004273504273504274
P(Dyspnea, CTCAE=Present | HMPV=True) = 0.09829059829059829
P(Fracture, CTCAE=Not Mentioned | HMPV=False) = 0.8765512120962135
P(Fracture, CTCAE=Negated | HMPV=False) = 0.03535526145215844
P(Fracture, CTCAE=Present | HMPV=False) = 0.08809352645162812
P(Fracture, CTCAE=Not Mentioned | HMPV=True) = 0.9743589743589743
P(Fracture, CTCAE=Negated | HMPV=True) = 0.004273504273504274
P(Fracture, CTCAE=Present | HMPV=True) = 0.021367521367521368
P(Hypertension, CTCAE=Not Mentioned | HMPV=False) = 0.8076438075259567
P(Hypertension, CTCAE=Negated | HMPV=False) = 0.002451298127349652
P(Hypertension, CTCAE=Present | HMPV=False) = 0.1899048943466937
P(Hypertension, CTCAE=Not Mentioned | HMPV=True) = 0.7393162393162394
P(Hypertension, CTCAE=Negated | HMPV=True) = 0.004273504273504274
P(Hypertension, CTCAE=Present | HMPV=True) = 0.2564102564102564
P(Hypoxia, CTCAE=Not Mentioned | HMPV=False) = 0.9866710664325362
P(Hypoxia, CTCAE=Negated | HMPV=False) = 0.0033469647508043323
P(Hypoxia, CTCAE=Present | HMPV=False) = 0.009981968816659399
P(Hypoxia, CTCAE=Not Mentioned | HMPV=True) = 0.8418803418803419
P(Hypoxia, CTCAE=Negated | HMPV=True) = 0.021367521367521368
P(Hypoxia, CTCAE=Present | HMPV=True) = 0.13675213675213677
P(Sinus Bradycardia, CTCAE=Not Mentioned | HMPV=False) = 0.9851507901900934
P(Sinus Bradycardia, CTCAE=Negated | HMPV=False) = 2.357017430143896E-5
P(Sinus Bradycardia, CTCAE=Present | HMPV=False) = 0.014825639635605105
P(Sinus Bradycardia, CTCAE=Not Mentioned | HMPV=True) = 0.9914529914529915
P(Sinus Bradycardia, CTCAE=Negated | HMPV=True) = 0.004273504273504274
P(Sinus Bradycardia, CTCAE=Present | HMPV=True) = 0.004273504273504274
P(Muscle Pain, CTCAE 3=Not Mentioned | HMPV=False) = 0.9228076791627874
P(Muscle Pain, CTCAE 3=Negated | HMPV=False) = 0.055873098181561054
P(Muscle Pain, CTCAE 3=Present | HMPV=False) = 0.02131922265565154
P(Muscle Pain, CTCAE 3=Not Mentioned | HMPV=True) = 0.9316239316239316
P(Muscle Pain, CTCAE 3=Negated | HMPV=True) = 0.042735042735042736
P(Muscle Pain, CTCAE 3=Present | HMPV=True) = 0.02564102564102564
P(Nausea, CTCAE 3.0=Not Mentioned | HMPV=False) = 0.6224647331267015
P(Nausea, CTCAE 3.0=Negated | HMPV=False) = 0.17249832062508103
P(Nausea, CTCAE 3.0=Present | HMPV=False) = 0.2050369462482175
P(Nausea, CTCAE 3.0=Not Mentioned | HMPV=True) = 0.6837606837606838
P(Nausea, CTCAE 3.0=Negated | HMPV=True) = 0.12393162393162394
P(Nausea, CTCAE 3.0=Present | HMPV=True) = 0.19230769230769232
P(Neck Pain, CTCAE 3.0=Not Mentioned | HMPV=False) = 0.875101646376675
P(Neck Pain, CTCAE 3.0=Negated | HMPV=False) = 0.06556043981945246
P(Neck Pain, CTCAE 3.0=Present | HMPV=False) = 0.05933791380387258
P(Neck Pain, CTCAE 3.0=Not Mentioned | HMPV=True) = 0.9487179487179487
P(Neck Pain, CTCAE 3.0=Negated | HMPV=True) = 0.03418803418803419
P(Neck Pain, CTCAE 3.0=Present | HMPV=True) = 0.017094017094017096
P(Pancreatitis, CTCAE 3.0=Not Mentioned | HMPV=False) = 0.9674024489411099
P(Pancreatitis, CTCAE 3.0=Negated | HMPV=False) = 0.0018149034212107998
P(Pancreatitis, CTCAE 3.0=Present | HMPV=False) = 0.03078264763767928
P(Pancreatitis, CTCAE 3.0=Not Mentioned | HMPV=True) = 0.9786324786324786
P(Pancreatitis, CTCAE 3.0=Negated | HMPV=True) = 0.004273504273504274
P(Pancreatitis, CTCAE 3.0=Present | HMPV=True) = 0.017094017094017096
P(Pneumothorax, CTCAE=Not Mentioned | HMPV=False) = 0.9522232566909832
P(Pneumothorax, CTCAE=Negated | HMPV=False) = 0.0108894205272648
P(Pneumothorax, CTCAE=Present | HMPV=False) = 0.03688732278175197
P(Pneumothorax, CTCAE=Not Mentioned | HMPV=True) = 0.8034188034188035
P(Pneumothorax, CTCAE=Negated | HMPV=True) = 0.038461538461538464
P(Pneumothorax, CTCAE=Present | HMPV=True) = 0.1581196581196581
P(Aspiration, CTCAE=Not Mentioned | HMPV=False) = 0.9904776495822186
P(Aspiration, CTCAE=Negated | HMPV=False) = 4.949736603302181E-4
P(Aspiration, CTCAE=Present | HMPV=False) = 0.009027376757451121
P(Aspiration, CTCAE=Not Mentioned | HMPV=True) = 0.9358974358974359
P(Aspiration, CTCAE=Negated | HMPV=True) = 0.004273504273504274
P(Aspiration, CTCAE=Present | HMPV=True) = 0.05982905982905983
P(Rash and Dermatitis Associated with Radiation Excluding Chemoradiation, CTCAE=Not Mentioned | HMPV=False) = 0.9660471639187772
P(Rash and Dermatitis Associated with Radiation Excluding Chemoradiation, CTCAE=Negated | HMPV=False) = 0.012833959907133513
P(Rash and Dermatitis Associated with Radiation Excluding Chemoradiation, CTCAE=Present | HMPV=False) = 0.021118876174089307
P(Rash and Dermatitis Associated with Radiation Excluding Chemoradiation, CTCAE=Not Mentioned | HMPV=True) = 0.9700854700854701
P(Rash and Dermatitis Associated with Radiation Excluding Chemoradiation, CTCAE=Negated | HMPV=True) = 0.004273504273504274
P(Rash and Dermatitis Associated with Radiation Excluding Chemoradiation, CTCAE=Present | HMPV=True) = 0.02564102564102564
P(Sinus Tachycardia, CTCAE 3.0=Not Mentioned | HMPV=False) = 0.978280084381224
P(Sinus Tachycardia, CTCAE 3.0=Negated | HMPV=False) = 9.428069720575584E-5
P(Sinus Tachycardia, CTCAE 3.0=Present | HMPV=False) = 0.021625634921570245
P(Sinus Tachycardia, CTCAE 3.0=Not Mentioned | HMPV=True) = 0.8803418803418803
P(Sinus Tachycardia, CTCAE 3.0=Negated | HMPV=True) = 0.004273504273504274
P(Sinus Tachycardia, CTCAE 3.0=Present | HMPV=True) = 0.11538461538461539
P(Vomiting, CTCAE=Not Mentioned | HMPV=False) = 0.6549915736626872
P(Vomiting, CTCAE=Negated | HMPV=False) = 0.23367470802446585
P(Vomiting, CTCAE=Present | HMPV=False) = 0.11133371831284693
P(Vomiting, CTCAE=Not Mentioned | HMPV=True) = 0.6367521367521367
P(Vomiting, CTCAE=Negated | HMPV=True) = 0.23931623931623933
P(Vomiting, CTCAE=Present | HMPV=True) = 0.12393162393162394
P(Respiratory Status=Not Mentioned | HMPV=False) = 0.9974072808268417
P(Respiratory Status=Negated | HMPV=False) = 2.357017430143896E-5
P(Respiratory Status=Present | HMPV=False) = 0.0025691489988568465
P(Respiratory Status=Not Mentioned | HMPV=True) = 0.9444444444444444
P(Respiratory Status=Negated | HMPV=True) = 0.004273504273504274
P(Respiratory Status=Present | HMPV=True) = 0.05128205128205128
P(Depression, CTCAE=Not Mentioned | HMPV=False) = 0.9013470354613272
P(Depression, CTCAE=Negated | HMPV=False) = 0.027235336405312716
P(Depression, CTCAE=Present | HMPV=False) = 0.07141762813336004
P(Depression, CTCAE=Not Mentioned | HMPV=True) = 0.9401709401709402
P(Depression, CTCAE=Negated | HMPV=True) = 0.01282051282051282
P(Depression, CTCAE=Present | HMPV=True) = 0.04700854700854701
P(History of previous events=Not Mentioned | HMPV=False) = 0.6551565648827973
P(History of previous events=Negated | HMPV=False) = 0.032526840535985764
P(History of previous events=Present | HMPV=False) = 0.3123165945812169
P(History of previous events=Not Mentioned | HMPV=True) = 0.48717948717948717
P(History of previous events=Negated | HMPV=True) = 0.02564102564102564
P(History of previous events=Present | HMPV=True) = 0.48717948717948717
P(Mental Status, CTCAE=Not Mentioned | HMPV=False) = 0.9510918883245142
P(Mental Status, CTCAE=Negated | HMPV=False) = 6.481797932895713E-4
P(Mental Status, CTCAE=Present | HMPV=False) = 0.048259931882196266
P(Mental Status, CTCAE=Not Mentioned | HMPV=True) = 0.9529914529914529
P(Mental Status, CTCAE=Negated | HMPV=True) = 0.004273504273504274
P(Mental Status, CTCAE=Present | HMPV=True) = 0.042735042735042736
P(jaundice=Not Mentioned | HMPV=False) = 0.9586461291881253
P(jaundice=Negated | HMPV=False) = 0.035897375461091535
P(jaundice=Present | HMPV=False) = 0.005456495350783119
P(jaundice=Not Mentioned | HMPV=True) = 0.9487179487179487
P(jaundice=Negated | HMPV=True) = 0.042735042735042736
P(jaundice=Present | HMPV=True) = 0.008547008547008548
P(continuous electrocardiogram sinus bradycardia (finding)=Not Mentioned | HMPV=False) = 0.9851507901900934
P(continuous electrocardiogram sinus bradycardia (finding)=Negated | HMPV=False) = 2.357017430143896E-5
P(continuous electrocardiogram sinus bradycardia (finding)=Present | HMPV=False) = 0.014825639635605105
P(continuous electrocardiogram sinus bradycardia (finding)=Not Mentioned | HMPV=True) = 0.9914529914529915
P(continuous electrocardiogram sinus bradycardia (finding)=Negated | HMPV=True) = 0.004273504273504274
P(continuous electrocardiogram sinus bradycardia (finding)=Present | HMPV=True) = 0.004273504273504274
P(continuous electrocardiogram sinus tachycardia=Not Mentioned | HMPV=False) = 0.978280084381224
P(continuous electrocardiogram sinus tachycardia=Negated | HMPV=False) = 9.428069720575584E-5
P(continuous electrocardiogram sinus tachycardia=Present | HMPV=False) = 0.021625634921570245
P(continuous electrocardiogram sinus tachycardia=Not Mentioned | HMPV=True) = 0.8803418803418803
P(continuous electrocardiogram sinus tachycardia=Negated | HMPV=True) = 0.004273504273504274
P(continuous electrocardiogram sinus tachycardia=Present | HMPV=True) = 0.11538461538461539
P(Hemoglobin, CTCAE=Not Mentioned | HMPV=False) = 0.9758287862538744
P(Hemoglobin, CTCAE=Negated | HMPV=False) = 3.5355261452158437E-4
P(Hemoglobin, CTCAE=Present | HMPV=False) = 0.02381766113160407
P(Hemoglobin, CTCAE=Not Mentioned | HMPV=True) = 0.9358974358974359
P(Hemoglobin, CTCAE=Negated | HMPV=True) = 0.004273504273504274
P(Hemoglobin, CTCAE=Present | HMPV=True) = 0.05982905982905983
P(Has tingling sensation=Not Mentioned | HMPV=False) = 0.9108340306176564
P(Has tingling sensation=Negated | HMPV=False) = 0.07600202703498993
P(Has tingling sensation=Present | HMPV=False) = 0.01316394234735366
P(Has tingling sensation=Not Mentioned | HMPV=True) = 0.9529914529914529
P(Has tingling sensation=Negated | HMPV=True) = 0.042735042735042736
P(Has tingling sensation=Present | HMPV=True) = 0.004273504273504274
P(Discomfort=Not Mentioned | HMPV=False) = 0.9210988415259331
P(Discomfort=Negated | HMPV=False) = 0.003830153323983831
P(Discomfort=Present | HMPV=False) = 0.07507100515008308
P(Discomfort=Not Mentioned | HMPV=True) = 0.9572649572649573
P(Discomfort=Negated | HMPV=True) = 0.004273504273504274
P(Discomfort=Present | HMPV=True) = 0.038461538461538464
P(on room air=Not Mentioned | HMPV=False) = 0.9383875643760385
P(on room air=Negated | HMPV=False) = 6.953201418924493E-4
P(on room air=Present | HMPV=False) = 0.06091711548206899
P(on room air=Not Mentioned | HMPV=True) = 0.8376068376068376
P(on room air=Negated | HMPV=True) = 0.008547008547008548
P(on room air=Present | HMPV=True) = 0.15384615384615385
P(Able to walk (finding)=Not Mentioned | HMPV=False) = 0.9872131804414693
P(Able to walk (finding)=Negated | HMPV=False) = 4.360482245766207E-4
P(Able to walk (finding)=Present | HMPV=False) = 0.012350771333954015
P(Able to walk (finding)=Not Mentioned | HMPV=True) = 0.9914529914529915
P(Able to walk (finding)=Negated | HMPV=True) = 0.004273504273504274
P(Able to walk (finding)=Present | HMPV=True) = 0.004273504273504274
P(Actual Aspiration=Not Mentioned | HMPV=False) = 0.9904658644950679
P(Actual Aspiration=Negated | HMPV=False) = 5.067587474809377E-4
P(Actual Aspiration=Present | HMPV=False) = 0.009027376757451121
P(Actual Aspiration=Not Mentioned | HMPV=True) = 0.9358974358974359
P(Actual Aspiration=Negated | HMPV=True) = 0.004273504273504274
P(Actual Aspiration=Present | HMPV=True) = 0.05982905982905983
P(Experimental Result=Not Mentioned | HMPV=False) = 0.9684984620461269
P(Experimental Result=Negated | HMPV=False) = 4.360482245766207E-4
P(Experimental Result=Present | HMPV=False) = 0.03106548972929655
P(Experimental Result=Not Mentioned | HMPV=True) = 0.9358974358974359
P(Experimental Result=Negated | HMPV=True) = 0.004273504273504274
P(Experimental Result=Present | HMPV=True) = 0.05982905982905983
P(Related to Cancer=Not Mentioned | HMPV=False) = 0.905306824743969
P(Related to Cancer=Negated | HMPV=False) = 0.0022038112971845426
P(Related to Cancer=Present | HMPV=False) = 0.09248936395884648
P(Related to Cancer=Not Mentioned | HMPV=True) = 0.8675213675213675
P(Related to Cancer=Negated | HMPV=True) = 0.004273504273504274
P(Related to Cancer=Present | HMPV=True) = 0.1282051282051282
P(Tissue Congestion=Not Mentioned | HMPV=False) = 0.9524707435211484
P(Tissue Congestion=Negated | HMPV=False) = 0.009357359197671267
P(Tissue Congestion=Present | HMPV=False) = 0.038171897281180395
P(Tissue Congestion=Not Mentioned | HMPV=True) = 0.8290598290598291
P(Tissue Congestion=Negated | HMPV=True) = 0.008547008547008548
P(Tissue Congestion=Present | HMPV=True) = 0.1623931623931624
P(Unintentional Material Aspiration=Not Mentioned | HMPV=False) = 0.9904776495822186
P(Unintentional Material Aspiration=Negated | HMPV=False) = 4.949736603302181E-4
P(Unintentional Material Aspiration=Present | HMPV=False) = 0.009027376757451121
P(Unintentional Material Aspiration=Not Mentioned | HMPV=True) = 0.9358974358974359
P(Unintentional Material Aspiration=Negated | HMPV=True) = 0.004273504273504274
P(Unintentional Material Aspiration=Present | HMPV=True) = 0.05982905982905983
P(Weight Loss, CTCAE=Not Mentioned | HMPV=False) = 0.9721518390628499
P(Weight Loss, CTCAE=Negated | HMPV=False) = 0.010253025821125947
P(Weight Loss, CTCAE=Present | HMPV=False) = 0.017595135116024185
P(Weight Loss, CTCAE=Not Mentioned | HMPV=True) = 0.9658119658119658
P(Weight Loss, CTCAE=Negated | HMPV=True) = 0.004273504273504274
P(Weight Loss, CTCAE=Present | HMPV=True) = 0.029914529914529916
P(ANTICOAGULATION (finding)=Not Mentioned | HMPV=False) = 0.98067245707282
P(ANTICOAGULATION (finding)=Negated | HMPV=False) = 0.002215596384335262
P(ANTICOAGULATION (finding)=Present | HMPV=False) = 0.017111946542844685
P(ANTICOAGULATION (finding)=Not Mentioned | HMPV=True) = 0.9444444444444444
P(ANTICOAGULATION (finding)=Negated | HMPV=True) = 0.004273504273504274
P(ANTICOAGULATION (finding)=Present | HMPV=True) = 0.05128205128205128
P(Discharge, body substance=Not Mentioned | HMPV=False) = 0.3901688802988698
P(Discharge, body substance=Negated | HMPV=False) = 0.1073267886816023
P(Discharge, body substance=Present | HMPV=False) = 0.5025043310195279
P(Discharge, body substance=Not Mentioned | HMPV=True) = 0.5641025641025641
P(Discharge, body substance=Negated | HMPV=True) = 0.1452991452991453
P(Discharge, body substance=Present | HMPV=True) = 0.2905982905982906
P(Head bobbing=Not Mentioned | HMPV=False) = 0.9995285965139712
P(Head bobbing=Negated | HMPV=False) = 2.4748683016510907E-4
P(Head bobbing=Present | HMPV=False) = 2.2391665586367013E-4
P(Head bobbing=Not Mentioned | HMPV=True) = 0.9743589743589743
P(Head bobbing=Negated | HMPV=True) = 0.01282051282051282
P(Head bobbing=Present | HMPV=True) = 0.01282051282051282
P(Somewhat=Not Mentioned | HMPV=False) = 0.9457061034966353
P(Somewhat=Negated | HMPV=False) = 3.299824402201454E-4
P(Somewhat=Present | HMPV=False) = 0.0539639140631445
P(Somewhat=Not Mentioned | HMPV=True) = 0.9273504273504274
P(Somewhat=Negated | HMPV=True) = 0.004273504273504274
P(Somewhat=Present | HMPV=True) = 0.06837606837606838
P(Very Much=Not Mentioned | HMPV=False) = 0.883586909125193
P(Very Much=Negated | HMPV=False) = 0.0038537234982852697
P(Very Much=Present | HMPV=False) = 0.11255936737652175
P(Very Much=Not Mentioned | HMPV=True) = 0.8760683760683761
P(Very Much=Negated | HMPV=True) = 0.008547008547008548
P(Very Much=Present | HMPV=True) = 0.11538461538461539
P(Palpitations, CTCAE=Not Mentioned | HMPV=False) = 0.8177318421269725
P(Palpitations, CTCAE=Negated | HMPV=False) = 0.08997914039574323
P(Palpitations, CTCAE=Present | HMPV=False) = 0.09228901747728424
P(Palpitations, CTCAE=Not Mentioned | HMPV=True) = 0.8675213675213675
P(Palpitations, CTCAE=Negated | HMPV=True) = 0.05555555555555555
P(Palpitations, CTCAE=Present | HMPV=True) = 0.07692307692307693
P(IV drug use=Not Mentioned | HMPV=False) = 0.9789871896102672
P(IV drug use=Negated | HMPV=False) = 0.008685609230080256
P(IV drug use=Present | HMPV=False) = 0.012327201159652575
P(IV drug use=Not Mentioned | HMPV=True) = 0.9786324786324786
P(IV drug use=Negated | HMPV=True) = 0.008547008547008548
P(IV drug use=Present | HMPV=True) = 0.01282051282051282
P(Numbness of saddle area=Not Mentioned | HMPV=False) = 0.9883327637207877
P(Numbness of saddle area=Negated | HMPV=False) = 0.006870705808869456
P(Numbness of saddle area=Present | HMPV=False) = 0.004796530470342828
P(Numbness of saddle area=Not Mentioned | HMPV=True) = 0.9914529914529915
P(Numbness of saddle area=Negated | HMPV=True) = 0.004273504273504274
P(Numbness of saddle area=Present | HMPV=True) = 0.004273504273504274
P(American College of Cardiology/American Heart Association Lesion Complexity Score C=Not Mentioned | HMPV=False) = 0.9960166405430568
P(American College of Cardiology/American Heart Association Lesion Complexity Score C=Negated | HMPV=False) = 5.303289217823766E-4
P(American College of Cardiology/American Heart Association Lesion Complexity Score C=Present | HMPV=False) = 0.0034530305351608073
P(American College of Cardiology/American Heart Association Lesion Complexity Score C=Not Mentioned | HMPV=True) = 0.9743589743589743
P(American College of Cardiology/American Heart Association Lesion Complexity Score C=Negated | HMPV=True) = 0.004273504273504274
P(American College of Cardiology/American Heart Association Lesion Complexity Score C=Present | HMPV=True) = 0.021367521367521368
P(Allergic disposition=Not Mentioned | HMPV=False) = 0.952317537388189
P(Allergic disposition=Negated | HMPV=False) = 0.001402425370935618
P(Allergic disposition=Present | HMPV=False) = 0.0462800372408754
P(Allergic disposition=Not Mentioned | HMPV=True) = 0.8760683760683761
P(Allergic disposition=Negated | HMPV=True) = 0.004273504273504274
P(Allergic disposition=Present | HMPV=True) = 0.11965811965811966
P(Sign or Symptom=Not Mentioned | HMPV=False) = 0.9784568606884848
P(Sign or Symptom=Negated | HMPV=False) = 0.00840276713846299
P(Sign or Symptom=Present | HMPV=False) = 0.01314037217305222
P(Sign or Symptom=Not Mentioned | HMPV=True) = 0.9871794871794872
P(Sign or Symptom=Negated | HMPV=True) = 0.004273504273504274
P(Sign or Symptom=Present | HMPV=True) = 0.008547008547008548
P(Agree=Not Mentioned | HMPV=False) = 0.8201831402543222
P(Agree=Negated | HMPV=False) = 0.004160135764203977
P(Agree=Present | HMPV=False) = 0.17565672398147383
P(Agree=Not Mentioned | HMPV=True) = 0.8632478632478633
P(Agree=Negated | HMPV=True) = 0.004273504273504274
P(Agree=Present | HMPV=True) = 0.13247863247863248
P(Visual Impairment=Not Mentioned | HMPV=False) = 0.9758405713410251
P(Visual Impairment=Negated | HMPV=False) = 0.004702249773137072
P(Visual Impairment=Present | HMPV=False) = 0.01945717888583786
