Feature (description),Attribute,M,T
C_D_C4553197 ('Headache  CTCAE'),M,0.7638,0.6821
C_D_C4553197 ('Headache  CTCAE'),N,0.113,0.1091
C_D_C4553197 ('Headache  CTCAE'),P,0.1232,0.2088
C_D_C4553305 ('Conjunctivitis  CTCAE'),M,0.9908,0.9943
C_D_C4553305 ('Conjunctivitis  CTCAE'),N,0.0007,0.0013
C_D_C4553305 ('Conjunctivitis  CTCAE'),P,0.0085,0.0043
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),M,0.9816,0.9268
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),N,0.0001,0.0003
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),P,0.0183,0.0728
C_D_C4553726 ('Fall  CTCAE'),M,0.9244,0.9734
C_D_C4553726 ('Fall  CTCAE'),N,0.0056,0.0013
C_D_C4553726 ('Fall  CTCAE'),P,0.07,0.0253
C_D_C4553767 ('Nausea  CTCAE 5.0'),M,0.6674,0.6428
C_D_C4553767 ('Nausea  CTCAE 5.0'),N,0.1188,0.0981
C_D_C4553767 ('Nausea  CTCAE 5.0'),P,0.2138,0.2591
C_D_C4553830 ('Dizziness  CTCAE 5.0'),M,0.9176,0.9262
C_D_C4553830 ('Dizziness  CTCAE 5.0'),N,0.0117,0.0053
C_D_C4553830 ('Dizziness  CTCAE 5.0'),P,0.0708,0.0685
C_D_C4553925 ('Wheezing  CTCAE'),M,0.934,0.8108
C_D_C4553925 ('Wheezing  CTCAE'),N,0.0398,0.0801
C_D_C4553925 ('Wheezing  CTCAE'),P,0.0262,0.1091
C_D_C4553945 ('Back Pain  CTCAE 5.0'),M,0.833,0.8789
C_D_C4553945 ('Back Pain  CTCAE 5.0'),N,0.029,0.0203
C_D_C4553945 ('Back Pain  CTCAE 5.0'),P,0.138,0.1008
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),M,0.9997,0.9677
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),N,0,0.0003
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),P,0.0003,0.0319
C_D_C4554104 ('Suicidal Ideation  CTCAE'),M,0.9777,0.9953
C_D_C4554104 ('Suicidal Ideation  CTCAE'),N,0.0089,0.001
C_D_C4554104 ('Suicidal Ideation  CTCAE'),P,0.0134,0.0037
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),M,0.9713,0.9854
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),N,0.0017,0.0007
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),P,0.027,0.014
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),M,0.6584,0.6235
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),N,0.1251,0.1733
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),P,0.2165,0.2032
C_D_C4554407 ('Bruising  CTCAE'),M,0.9625,0.9844
C_D_C4554407 ('Bruising  CTCAE'),N,0.0222,0.009
C_D_C4554407 ('Bruising  CTCAE'),P,0.0153,0.0067
C_D_C4554464 (TM genotype),M,0.9912,0.9847
C_D_C4554464 (TM genotype),N,0,0.0003
C_D_C4554464 (TM genotype),P,0.0088,0.015
C_D_C4554631 ('Nasal Congestion  CTCAE'),M,0.9413,0.7622
C_D_C4554631 ('Nasal Congestion  CTCAE'),N,0.029,0.0253
C_D_C4554631 ('Nasal Congestion  CTCAE'),P,0.0296,0.2125
C_D_C4554645 ('Fatigue  CTCAE 5.0'),M,0.9577,0.8783
C_D_C4554645 ('Fatigue  CTCAE 5.0'),N,0.0114,0.0067
C_D_C4554645 ('Fatigue  CTCAE 5.0'),P,0.0309,0.1151
C_D_C4684400 (Rous Sarcoma Virus Positive),M,1,0.9977
C_D_C4684400 (Rous Sarcoma Virus Positive),N,0,0.0003
C_D_C4684400 (Rous Sarcoma Virus Positive),P,0,0.002
C_D_C4698447 (Patient age),M,0.8956,0.7888
C_D_C4698447 (Patient age),N,0.0001,0.0003
C_D_C4698447 (Patient age),P,0.1043,0.2108
C_D_C4722210 (Mild Hallucination),M,0.6925,0.6242
C_D_C4722210 (Mild Hallucination),N,0.0018,0.0007
C_D_C4722210 (Mild Hallucination),P,0.3057,0.3751
C_D_C4747995 (Nasal secretions),M,0.9996,0.9977
C_D_C4747995 (Nasal secretions),N,0,0.0003
C_D_C4747995 (Nasal secretions),P,0.0004,0.002
C_D_C4761314 (Epidermal cGVHD Score 2),M,0.6895,0.6225
C_D_C4761314 (Epidermal cGVHD Score 2),N,0.0018,0.0007
C_D_C4761314 (Epidermal cGVHD Score 2),P,0.3086,0.3768
C_D_C4761380 (Poorly Marginated Nodule),M,0.9945,0.9781
C_D_C4761380 (Poorly Marginated Nodule),N,0.0001,0.0003
C_D_C4761380 (Poorly Marginated Nodule),P,0.0054,0.0216
C_D_C4761387 (Well Marginated Nodule),M,0.4832,0.4403
C_D_C4761387 (Well Marginated Nodule),N,0.0128,0.0216
C_D_C4761387 (Well Marginated Nodule),P,0.504,0.5381
C_D_C4761390 (Round Nodule),M,0.7799,0.7985
C_D_C4761390 (Round Nodule),N,0.0006,0.0017
C_D_C4761390 (Round Nodule),P,0.2195,0.1999
C_D_C4761489 (Epidermal cGVHD Score 0),M,0.1832,0.2202
C_D_C4761489 (Epidermal cGVHD Score 0),N,0.0184,0.013
C_D_C4761489 (Epidermal cGVHD Score 0),P,0.7984,0.7669
C_D_C5200925 (Normal Gait),M,0.1683,0.1104
C_D_C5200925 (Normal Gait),N,0.0113,0.012
C_D_C5200925 (Normal Gait),P,0.8204,0.8776
C_D_C5200928 (High (finding)),M,0.9379,0.8434
C_D_C5200928 (High (finding)),N,0.0017,0.0033
C_D_C5200928 (High (finding)),P,0.0604,0.1533
C_D_C5202633 (Normal Immune Presence),M,0.1696,0.1107
C_D_C5202633 (Normal Immune Presence),N,0.0117,0.0123
C_D_C5202633 (Normal Immune Presence),P,0.8186,0.877
C_D_C5202919 (Residual Cancer Burden Class 0),M,0.9972,0.992
C_D_C5202919 (Residual Cancer Burden Class 0),N,0,0.0003
C_D_C5202919 (Residual Cancer Burden Class 0),P,0.0027,0.0076
C_D_C5202936 (IPSS-R Risk Category High),M,0.9351,0.8281
C_D_C5202936 (IPSS-R Risk Category High),N,0.002,0.0067
C_D_C5202936 (IPSS-R Risk Category High),P,0.0629,0.1653
C_D_C5202937 (International Prognostic Index High Risk Group),M,0.9966,0.98
C_D_C5202937 (International Prognostic Index High Risk Group),N,0.0003,0.004
C_D_C5202937 (International Prognostic Index High Risk Group),P,0.0031,0.016
C_D_C5203106 (IPSS-R Risk Category Low),M,0.8886,0.8284
C_D_C5203106 (IPSS-R Risk Category Low),N,0.007,0.0086
C_D_C5203106 (IPSS-R Risk Category Low),P,0.1044,0.163
N_D_PULSE (N/A),H,0.001,0.0066
N_D_PULSE (N/A),L,0.0006,0.0007
N_D_PULSE (N/A),M,0.9923,0.9741
N_D_PULSE (N/A),N,0.006,0.0186
N_D_TEMPERATURE (N/A),H,0.0004,0.0083
N_D_TEMPERATURE (N/A),L,0.0016,0.0047
N_D_TEMPERATURE (N/A),M,0.9926,0.9741
N_D_TEMPERATURE (N/A),N,0.0054,0.013
L_D_11253-2 (Tacrolimus),H,0.0001,0.0007
L_D_11253-2 (Tacrolimus),L,0.0001,0.002
L_D_11253-2 (Tacrolimus),M,0.9982,0.9877
L_D_11253-2 (Tacrolimus),N,0.0016,0.0096
L_D_11277-1 (Epithelial cells.squamous),H,0.0012,0.0057
L_D_11277-1 (Epithelial cells.squamous),L,0,0.0003
L_D_11277-1 (Epithelial cells.squamous),M,0.992,0.9614
L_D_11277-1 (Epithelial cells.squamous),N,0.0067,0.0326
L_D_13945-1 (Erythrocytes),H,0.0209,0.0522
L_D_13945-1 (Erythrocytes),L,0,0.0003
L_D_13945-1 (Erythrocytes),M,0.9659,0.9159
L_D_13945-1 (Erythrocytes),N,0.0132,0.0316
L_D_14627-4 (Bicarbonate),H,0.0027,0.0186
L_D_14627-4 (Bicarbonate),L,0.0027,0.016
L_D_14627-4 (Bicarbonate),M,0.9908,0.9378
L_D_14627-4 (Bicarbonate),N,0.0039,0.0276
L_D_14979-9 (Coagulation surface induced),H,0.0136,0.0382
L_D_14979-9 (Coagulation surface induced),L,0.0025,0.0037
L_D_14979-9 (Coagulation surface induced),M,0.9322,0.88
L_D_14979-9 (Coagulation surface induced),N,0.0517,0.0781
L_D_1742-6 (Alanine aminotransferase),H,0.0096,0.0213
L_D_1742-6 (Alanine aminotransferase),L,0.0244,0.0465
L_D_1742-6 (Alanine aminotransferase),M,0.8861,0.745
L_D_1742-6 (Alanine aminotransferase),N,0.0799,0.1872
L_D_1751-7 (Albumin),H,0.0005,0.0003
L_D_1751-7 (Albumin),L,0.0299,0.0951
L_D_1751-7 (Albumin),M,0.8908,0.7447
L_D_1751-7 (Albumin),N,0.0787,0.1599
L_D_17861-6 (Calcium),H,0.0016,0.0027
L_D_17861-6 (Calcium),L,0.021,0.1051
L_D_17861-6 (Calcium),M,0.8316,0.5615
L_D_17861-6 (Calcium),N,0.1458,0.3308
L_D_19123-9 (Magnesium),H,0.0027,0.011
L_D_19123-9 (Magnesium),L,0.0047,0.0103
L_D_19123-9 (Magnesium),M,0.944,0.8132
L_D_19123-9 (Magnesium),N,0.0486,0.1656
L_D_19161-9 (Urobilinogen),H,0.0008,0.0027
L_D_19161-9 (Urobilinogen),L,0,0.0003
L_D_19161-9 (Urobilinogen),M,0.9902,0.9884
L_D_19161-9 (Urobilinogen),N,0.009,0.0086
L_D_1920-8 (Aspartate aminotransferase),H,0.0184,0.0465
L_D_1920-8 (Aspartate aminotransferase),L,0.0174,0.0239
L_D_1920-8 (Aspartate aminotransferase),M,0.8884,0.746
L_D_1920-8 (Aspartate aminotransferase),N,0.0757,0.1835
L_D_19220-3 (Oxygen content),H,0,0.0007
L_D_19220-3 (Oxygen content),L,0.0001,0.0013
L_D_19220-3 (Oxygen content),M,0.9999,0.994
L_D_19220-3 (Oxygen content),N,0,0.004
L_D_1924-0 (Base deficit),H,0.0011,0.007
L_D_1924-0 (Base deficit),L,0,0.0003
L_D_1924-0 (Base deficit),M,0.9985,0.9914
L_D_1924-0 (Base deficit),N,0.0003,0.0013
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),H,0.0022,0.014
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),L,0.0003,0.0003
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),M,0.9956,0.9707
L_D_19258-3 (Oxygen^^adjusted to patient's actual temperature),N,0.0019,0.015
L_D_1927-3 (Base excess),H,0.0005,0.0053
L_D_1927-3 (Base excess),L,0,0.0003
L_D_1927-3 (Base excess),M,0.9992,0.992
L_D_1927-3 (Base excess),N,0.0003,0.0023
L_D_1960-4 (Bicarbonate),H,0.0006,0.008
L_D_1960-4 (Bicarbonate),L,0.001,0.0033
L_D_1960-4 (Bicarbonate),M,0.9973,0.9827
L_D_1960-4 (Bicarbonate),N,0.001,0.006
L_D_1963-8 (Bicarbonate),H,0.003,0.0066
L_D_1963-8 (Bicarbonate),L,0.0104,0.0196
L_D_1963-8 (Bicarbonate),M,0.8098,0.7473
L_D_1963-8 (Bicarbonate),N,0.1768,0.2264
L_D_1975-2 (Bilirubin),H,0.0083,0.0183
L_D_1975-2 (Bilirubin),L,0.0035,0.01
L_D_1975-2 (Bilirubin),M,0.896,0.7643
L_D_1975-2 (Bilirubin),N,0.0922,0.2074
L_D_1988-5 (C reactive protein),H,0.0028,0.0269
L_D_1988-5 (C reactive protein),L,0.0008,0.0037
L_D_1988-5 (C reactive protein),M,0.9944,0.9545
L_D_1988-5 (C reactive protein),N,0.002,0.015
L_D_1994-3 (Calcium.ionized),H,0.0005,0.001
L_D_1994-3 (Calcium.ionized),L,0.0051,0.0186
L_D_1994-3 (Calcium.ionized),M,0.9823,0.9362
L_D_1994-3 (Calcium.ionized),N,0.0122,0.0442
L_D_2019-8 (Carbon dioxide),H,0.0009,0.01
L_D_2019-8 (Carbon dioxide),L,0.0007,0.003
L_D_2019-8 (Carbon dioxide),M,0.9961,0.9761
L_D_2019-8 (Carbon dioxide),N,0.0023,0.011
L_D_2021-4 (Carbon dioxide),H,0.0019,0.014
L_D_2021-4 (Carbon dioxide),L,0.0048,0.0329
L_D_2021-4 (Carbon dioxide),M,0.9887,0.9272
L_D_2021-4 (Carbon dioxide),N,0.0046,0.0259
L_D_2028-9 (Carbon dioxide),H,0,0.003
L_D_2028-9 (Carbon dioxide),L,0,0.0186
L_D_2028-9 (Carbon dioxide),M,0.9993,0.7939
L_D_2028-9 (Carbon dioxide),N,0.0007,0.1845
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),H,0.0035,0.0189
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),L,0,0.0003
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),M,0.9959,0.9727
L_D_2032-1 (Carboxyhemoglobin/Hemoglobin.total),N,0.0006,0.008
L_D_20455-2 (Leukocytes),H,0,0.0023
L_D_20455-2 (Leukocytes),L,0,0.0003
L_D_20455-2 (Leukocytes),M,1,0.9887
L_D_20455-2 (Leukocytes),N,0,0.0086
L_D_20570-8 (Hematocrit),H,0.0001,0.0007
L_D_20570-8 (Hematocrit),L,0.0027,0.0136
L_D_20570-8 (Hematocrit),M,0.993,0.9651
L_D_20570-8 (Hematocrit),N,0.0041,0.0206
L_D_2075-0 (Chloride),H,0.0265,0.0522
L_D_2075-0 (Chloride),L,0.0083,0.0236
L_D_2075-0 (Chloride),M,0.8169,0.5442
L_D_2075-0 (Chloride),N,0.1483,0.38
L_D_2157-6 (Creatine kinase),H,0.0029,0.0193
L_D_2157-6 (Creatine kinase),L,0.0003,0.0003
L_D_2157-6 (Creatine kinase),M,0.9892,0.9564
L_D_2157-6 (Creatine kinase),N,0.0076,0.0239
L_D_2160-0 (Creatinine),H,0.0183,0.0445
L_D_2160-0 (Creatinine),L,0.0044,0.017
L_D_2160-0 (Creatinine),M,0.8098,0.5359
L_D_2160-0 (Creatinine),N,0.1676,0.4026
L_D_2339-0 (Glucose),H,0.0337,0.0961
L_D_2339-0 (Glucose),L,0.0008,0.0013
L_D_2339-0 (Glucose),M,0.9364,0.8238
L_D_2339-0 (Glucose),N,0.0291,0.0788
L_D_2342-4 (Glucose),H,0.0003,0.0017
L_D_2342-4 (Glucose),L,0.0001,0.0007
L_D_2342-4 (Glucose),M,0.998,0.987
L_D_2342-4 (Glucose),N,0.0017,0.0106
L_D_2345-7 (Glucose),H,0.0801,0.1762
L_D_2345-7 (Glucose),L,0.0021,0.0037
L_D_2345-7 (Glucose),M,0.8115,0.5359
L_D_2345-7 (Glucose),N,0.1063,0.2842
L_D_2524-7 (Lactate),H,0,0.001
L_D_2524-7 (Lactate),L,0,0.0003
L_D_2524-7 (Lactate),M,1,0.9917
L_D_2524-7 (Lactate),N,0,0.007
L_D_2614-6 (Methemoglobin/Hemoglobin.total),H,0.001,0.0076
L_D_2614-6 (Methemoglobin/Hemoglobin.total),L,0,0.0003
L_D_2614-6 (Methemoglobin/Hemoglobin.total),M,0.9987,0.9884
L_D_2614-6 (Methemoglobin/Hemoglobin.total),N,0.0003,0.0037
L_D_26450-7 (Eosinophils/100 leukocytes),H,0.0031,0.0023
L_D_26450-7 (Eosinophils/100 leukocytes),L,0.0033,0.0176
L_D_26450-7 (Eosinophils/100 leukocytes),M,0.9498,0.8866
L_D_26450-7 (Eosinophils/100 leukocytes),N,0.0438,0.0934
L_D_26485-3 (Monocytes/100 leukocytes),H,0.0037,0.0263
L_D_26485-3 (Monocytes/100 leukocytes),L,0.0022,0.0033
L_D_26485-3 (Monocytes/100 leukocytes),M,0.9452,0.8677
L_D_26485-3 (Monocytes/100 leukocytes),N,0.0489,0.1027
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),H,0.0085,0.0266
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),L,0.0026,0.0043
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),M,0.9511,0.8853
L_D_26505-8 (Neutrophils.segmented/100 leukocytes),N,0.0378,0.0838
L_D_2703-7 (Oxygen),H,0.0013,0.0063
L_D_2703-7 (Oxygen),L,0.0004,0.0037
L_D_2703-7 (Oxygen),M,0.9971,0.9814
L_D_2703-7 (Oxygen),N,0.0011,0.0086
L_D_2705-2 (Oxygen),H,0.0041,0.0229
L_D_2705-2 (Oxygen),L,0.0002,0.0023
L_D_2705-2 (Oxygen),M,0.994,0.9618
L_D_2705-2 (Oxygen),N,0.0017,0.013
L_D_2711-0 (Oxygen saturation),H,0.0002,0.0013
L_D_2711-0 (Oxygen saturation),L,0.0005,0.0013
L_D_2711-0 (Oxygen saturation),M,0.9989,0.991
L_D_2711-0 (Oxygen saturation),N,0.0004,0.0063
L_D_2744-1 (pH),H,0.0007,0.002
L_D_2744-1 (pH),L,0.0013,0.01
L_D_2744-1 (pH),M,0.9959,0.9721
L_D_2744-1 (pH),N,0.002,0.016
L_D_2746-6 (pH),H,0.0019,0.011
L_D_2746-6 (pH),L,0.0021,0.0113
L_D_2746-6 (pH),M,0.9892,0.9328
L_D_2746-6 (pH),N,0.0068,0.0449
L_D_2777-1 (Phosphate),H,0.0022,0.0083
L_D_2777-1 (Phosphate),L,0.0051,0.0316
L_D_2777-1 (Phosphate),M,0.9618,0.8587
L_D_2777-1 (Phosphate),N,0.0309,0.1014
L_D_2823-3 (Potassium),H,0.0036,0.01
L_D_2823-3 (Potassium),L,0.018,0.0419
L_D_2823-3 (Potassium),M,0.814,0.5502
L_D_2823-3 (Potassium),N,0.1644,0.3979
L_D_2885-2 (Protein),H,0.0127,0.0226
L_D_2885-2 (Protein),L,0.0136,0.0439
L_D_2885-2 (Protein),M,0.8924,0.7503
L_D_2885-2 (Protein),N,0.0813,0.1832
L_D_2947-0 (Sodium),H,0.0002,0.003
L_D_2947-0 (Sodium),L,0.002,0.0076
L_D_2947-0 (Sodium),M,0.9883,0.9551
L_D_2947-0 (Sodium),N,0.0094,0.0342
L_D_2951-2 (Sodium),H,0.0007,0.0007
L_D_2951-2 (Sodium),L,0.0332,0.0947
L_D_2951-2 (Sodium),M,0.8159,0.5515
L_D_2951-2 (Sodium),N,0.1502,0.3531
L_D_2965-2 (Specific gravity),H,0.0033,0.0083
L_D_2965-2 (Specific gravity),L,0.0042,0.0066
L_D_2965-2 (Specific gravity),M,0.9241,0.7916
L_D_2965-2 (Specific gravity),N,0.0685,0.1935
L_D_30180-4 (Basophils/100 leukocytes),H,0.0042,0.006
L_D_30180-4 (Basophils/100 leukocytes),L,0.0006,0.002
L_D_30180-4 (Basophils/100 leukocytes),M,0.9515,0.8866
L_D_30180-4 (Basophils/100 leukocytes),N,0.0437,0.1054
L_D_30350-3 (Hemoglobin),H,0,0.0007
L_D_30350-3 (Hemoglobin),L,0.0001,0.0023
L_D_30350-3 (Hemoglobin),M,0.9999,0.995
L_D_30350-3 (Hemoglobin),N,0,0.002
L_D_3040-3 (Triacylglycerol lipase),H,0.0033,0.004
L_D_3040-3 (Triacylglycerol lipase),L,0.0087,0.0103
L_D_3040-3 (Triacylglycerol lipase),M,0.9501,0.9335
L_D_3040-3 (Triacylglycerol lipase),N,0.0378,0.0522
L_D_3094-0 (Urea nitrogen),H,0.0163,0.0422
L_D_3094-0 (Urea nitrogen),L,0.013,0.0382
L_D_3094-0 (Urea nitrogen),M,0.8121,0.5452
L_D_3094-0 (Urea nitrogen),N,0.1587,0.3743
L_D_3097-3 (Urea nitrogen/Creatinine),H,0.0037,0.008
L_D_3097-3 (Urea nitrogen/Creatinine),L,0.0009,0.0023
L_D_3097-3 (Urea nitrogen/Creatinine),M,0.9675,0.9222
L_D_3097-3 (Urea nitrogen/Creatinine),N,0.0279,0.0675
L_D_32623-1 (Platelet mean volume),H,0.0051,0.015
L_D_32623-1 (Platelet mean volume),L,0.0053,0.009
L_D_32623-1 (Platelet mean volume),M,0.806,0.5389
L_D_32623-1 (Platelet mean volume),N,0.1835,0.4372
L_D_32693-4 (Lactate),H,0.0034,0.0153
L_D_32693-4 (Lactate),L,0.0002,0.0007
L_D_32693-4 (Lactate),M,0.9783,0.8963
L_D_32693-4 (Lactate),N,0.0181,0.0878
L_D_33037-3 (Anion gap),H,0.0149,0.0436
L_D_33037-3 (Anion gap),L,0.0022,0.0186
L_D_33037-3 (Anion gap),M,0.8113,0.5459
L_D_33037-3 (Anion gap),N,0.1716,0.392
L_D_4092-3 (Vancomycin^trough),H,0.0008,0.0037
L_D_4092-3 (Vancomycin^trough),L,0.0012,0.0103
L_D_4092-3 (Vancomycin^trough),M,0.9951,0.9638
L_D_4092-3 (Vancomycin^trough),N,0.003,0.0223
L_D_4544-3 (Hematocrit),H,0.0094,0.0146
L_D_4544-3 (Hematocrit),L,0.0525,0.1213
L_D_4544-3 (Hematocrit),M,0.8013,0.5276
L_D_4544-3 (Hematocrit),N,0.1368,0.3364
L_D_5803-2 (pH),H,0.002,0.0083
L_D_5803-2 (pH),L,0,0.0003
L_D_5803-2 (pH),M,0.9172,0.7703
L_D_5803-2 (pH),N,0.0809,0.2211
L_D_5808-1 (Erythrocytes),H,0,0.0057
L_D_5808-1 (Erythrocytes),L,0,0.0003
L_D_5808-1 (Erythrocytes),M,1,0.9887
L_D_5808-1 (Erythrocytes),N,0,0.0053
L_D_5811-5 (Specific gravity),H,0,0.0003
L_D_5811-5 (Specific gravity),L,0,0.0003
L_D_5811-5 (Specific gravity),M,0.9998,0.9867
L_D_5811-5 (Specific gravity),N,0.0002,0.0126
L_D_5821-4 (Leukocytes),H,0.0144,0.0246
L_D_5821-4 (Leukocytes),L,0,0.0003
L_D_5821-4 (Leukocytes),M,0.9638,0.8989
L_D_5821-4 (Leukocytes),N,0.0218,0.0761
L_D_5905-5 (Monocytes/100 leukocytes),H,0.011,0.0751
L_D_5905-5 (Monocytes/100 leukocytes),L,0.0018,0.0057
L_D_5905-5 (Monocytes/100 leukocytes),M,0.8921,0.7327
L_D_5905-5 (Monocytes/100 leukocytes),N,0.0951,0.1865
L_D_6298-4 (Potassium),H,0.0011,0.0053
L_D_6298-4 (Potassium),L,0.0019,0.0093
L_D_6298-4 (Potassium),M,0.9888,0.9558
L_D_6298-4 (Potassium),N,0.0082,0.0296
L_D_6690-2 (Leukocytes),H,0.0268,0.0416
L_D_6690-2 (Leukocytes),L,0.0064,0.0535
L_D_6690-2 (Leukocytes),M,0.8024,0.5289
L_D_6690-2 (Leukocytes),N,0.1644,0.376
L_D_6768-6 (Alkaline phosphatase),H,0.0139,0.0263
L_D_6768-6 (Alkaline phosphatase),L,0.0025,0.0063
L_D_6768-6 (Alkaline phosphatase),M,0.8938,0.7803
L_D_6768-6 (Alkaline phosphatase),N,0.0899,0.1872
L_D_706-2 (Basophils/100 leukocytes),H,0.0021,0.0083
L_D_706-2 (Basophils/100 leukocytes),L,0,0.0003
L_D_706-2 (Basophils/100 leukocytes),M,0.9407,0.8737
L_D_706-2 (Basophils/100 leukocytes),N,0.0571,0.1177
L_D_711-2 (Eosinophils),H,0.006,0.0057
L_D_711-2 (Eosinophils),L,0.002,0.0279
L_D_711-2 (Eosinophils),M,0.8722,0.7686
L_D_711-2 (Eosinophils),N,0.1198,0.1978
L_D_713-8 (Eosinophils/100 leukocytes),H,0.0066,0.013
L_D_713-8 (Eosinophils/100 leukocytes),L,0,0.0003
L_D_713-8 (Eosinophils/100 leukocytes),M,0.9042,0.8218
L_D_713-8 (Eosinophils/100 leukocytes),N,0.0892,0.1649
L_D_718-7 (Hemoglobin),H,0.0055,0.0096
L_D_718-7 (Hemoglobin),L,0.0622,0.1456
L_D_718-7 (Hemoglobin),M,0.8032,0.5319
L_D_718-7 (Hemoglobin),N,0.1291,0.3128
L_D_731-0 (Lymphocytes),H,0.0042,0.003
L_D_731-0 (Lymphocytes),L,0.02,0.1586
L_D_731-0 (Lymphocytes),M,0.8424,0.6174
L_D_731-0 (Lymphocytes),N,0.1334,0.2211
L_D_736-9 (Lymphocytes/100 leukocytes),H,0.0088,0.018
L_D_736-9 (Lymphocytes/100 leukocytes),L,0.0371,0.1666
L_D_736-9 (Lymphocytes/100 leukocytes),M,0.8361,0.5934
L_D_736-9 (Lymphocytes/100 leukocytes),N,0.1179,0.2221
L_D_742-7 (Monocytes),H,0.0212,0.0731
L_D_742-7 (Monocytes),L,0.0042,0.0123
L_D_742-7 (Monocytes),M,0.8491,0.622
L_D_742-7 (Monocytes),N,0.1255,0.2926
L_D_751-8 (Neutrophils),H,0.025,0.0529
L_D_751-8 (Neutrophils),L,0.0075,0.0336
L_D_751-8 (Neutrophils),M,0.8395,0.6077
L_D_751-8 (Neutrophils),N,0.1281,0.3059
L_D_764-1 (Neutrophils.band form/100 leukocytes),H,0.0019,0.0193
L_D_764-1 (Neutrophils.band form/100 leukocytes),L,0.0019,0.0173
L_D_764-1 (Neutrophils.band form/100 leukocytes),M,0.9897,0.9192
L_D_764-1 (Neutrophils.band form/100 leukocytes),N,0.0065,0.0442
L_D_770-8 (Neutrophils/100 leukocytes),H,0.0295,0.1287
L_D_770-8 (Neutrophils/100 leukocytes),L,0.006,0.0133
L_D_770-8 (Neutrophils/100 leukocytes),M,0.8832,0.7048
L_D_770-8 (Neutrophils/100 leukocytes),N,0.0813,0.1533
L_D_777-3 (Platelets),H,0.0111,0.0259
L_D_777-3 (Platelets),L,0.0222,0.1031
L_D_777-3 (Platelets),M,0.8015,0.5276
L_D_777-3 (Platelets),N,0.1652,0.3434
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),H,0.0108,0.0239
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),L,0.0376,0.1064
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),M,0.8028,0.5296
L_D_785-6 (Erythrocyte mean corpuscular hemoglobin),N,0.1488,0.3401
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),H,0.0021,0.0057
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),L,0.0539,0.0961
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),M,0.8053,0.5312
L_D_786-4 (Erythrocyte mean corpuscular hemoglobin concentration),N,0.1387,0.367
L_D_787-2 (Erythrocyte mean corpuscular volume),H,0.0134,0.0273
L_D_787-2 (Erythrocyte mean corpuscular volume),L,0.0219,0.0615
L_D_787-2 (Erythrocyte mean corpuscular volume),M,0.8013,0.5259
L_D_787-2 (Erythrocyte mean corpuscular volume),N,0.1634,0.3853
L_D_788-0 (Erythrocyte distribution width),H,0.0542,0.1293
L_D_788-0 (Erythrocyte distribution width),L,0.0001,0.0003
L_D_788-0 (Erythrocyte distribution width),M,0.8033,0.5299
L_D_788-0 (Erythrocyte distribution width),N,0.1424,0.3404
L_D_789-8 (Erythrocytes),H,0.0115,0.0309
L_D_789-8 (Erythrocytes),L,0.0451,0.0984
L_D_789-8 (Erythrocytes),M,0.8016,0.5276
L_D_789-8 (Erythrocytes),N,0.1418,0.3431
