Feature (description),Attribute,F,T
C_D_C1963215 ('Pneumothorax  CTCAE'),M,0.8804,0.95
C_D_C1963215 ('Pneumothorax  CTCAE'),N,0.0233,0.0119
C_D_C1963215 ('Pneumothorax  CTCAE'),P,0.0963,0.0381
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),M,0.9877,0.9645
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),N,0.0042,0.0142
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),P,0.0081,0.0214
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),M,0.9496,0.979
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),N,0.001,0.0001
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),P,0.0495,0.0208
C_D_C1963281 ('Vomiting  CTCAE'),M,0.5314,0.6225
C_D_C1963281 ('Vomiting  CTCAE'),N,0.2783,0.2556
C_D_C1963281 ('Vomiting  CTCAE'),P,0.1904,0.1218
C_D_C1998827 (Respiratory Status),M,0.9729,0.996
C_D_C1998827 (Respiratory Status),N,0.0003,0.0001
C_D_C1998827 (Respiratory Status),P,0.0268,0.0039
C_D_C1999266 ('Depression  CTCAE'),M,0.9577,0.9064
C_D_C1999266 ('Depression  CTCAE'),N,0.012,0.0181
C_D_C1999266 ('Depression  CTCAE'),P,0.0304,0.0755
C_D_C2004062 (History of previous events),M,0.403,0.5895
C_D_C2004062 (History of previous events),N,0.0414,0.0412
C_D_C2004062 (History of previous events),P,0.5556,0.3694
C_D_C2010848 (jaundice),M,0.893,0.9516
C_D_C2010848 (jaundice),N,0.1015,0.0433
C_D_C2010848 (jaundice),P,0.0055,0.0051
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),M,0.9496,0.979
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),N,0.001,0.0001
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),P,0.0495,0.0208
C_D_C2129214 (Loose stool),M,0.9709,0.9861
C_D_C2129214 (Loose stool),N,0.0003,0.0003
C_D_C2129214 (Loose stool),P,0.0288,0.0136
C_D_C2239178 (Newborn (finding)),M,0.9897,0.9977
C_D_C2239178 (Newborn (finding)),N,0.0006,0.0001
C_D_C2239178 (Newborn (finding)),P,0.0097,0.0021
C_D_C2242996 (Has tingling sensation),M,0.9525,0.9264
C_D_C2242996 (Has tingling sensation),N,0.0462,0.0608
C_D_C2242996 (Has tingling sensation),P,0.0013,0.0128
C_D_C2364135 (Discomfort),M,0.9661,0.9193
C_D_C2364135 (Discomfort),N,0.0006,0.0044
C_D_C2364135 (Discomfort),P,0.0333,0.0763
C_D_C2709070 (on room air),M,0.8882,0.9304
C_D_C2709070 (on room air),N,0.0013,0.0003
C_D_C2709070 (on room air),P,0.1105,0.0692
C_D_C2712179 (Actual Effective Skin Integrity),M,0.9703,0.985
C_D_C2712179 (Actual Effective Skin Integrity),N,0.0006,0.0014
C_D_C2712179 (Actual Effective Skin Integrity),P,0.0291,0.0136
C_D_C2825142 (Experimental Result),M,0.9008,0.9698
C_D_C2825142 (Experimental Result),N,0.0016,0.0005
C_D_C2825142 (Experimental Result),P,0.0976,0.0297
C_D_C2826292 (Related to Cancer),M,0.7818,0.8729
C_D_C2826292 (Related to Cancer),N,0.001,0.0017
C_D_C2826292 (Related to Cancer),P,0.2172,0.1254
C_D_C2826600 (Tissue Congestion),M,0.7844,0.9473
C_D_C2826600 (Tissue Congestion),N,0.0113,0.0055
C_D_C2826600 (Tissue Congestion),P,0.2043,0.0471
C_D_C2926602 ('Discharge  body substance'),M,0.383,0.3478
C_D_C2926602 ('Discharge  body substance'),N,0.2715,0.1265
C_D_C2926602 ('Discharge  body substance'),P,0.3455,0.5258
C_D_C2957312 (Head bobbing),M,0.9903,0.9994
C_D_C2957312 (Head bobbing),N,0.0036,0.0002
C_D_C2957312 (Head bobbing),P,0.0061,0.0004
C_D_C3160712 ('Palpitations  CTCAE'),M,0.8739,0.8171
C_D_C3160712 ('Palpitations  CTCAE'),N,0.0663,0.0696
C_D_C3160712 ('Palpitations  CTCAE'),P,0.0598,0.1133
C_D_C3266098 (Numbness of saddle area),M,0.9977,0.988
C_D_C3266098 (Numbness of saddle area),N,0.001,0.0069
C_D_C3266098 (Numbness of saddle area),P,0.0013,0.0051
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),M,0.9499,0.9952
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),N,0.0262,0.0006
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),P,0.0239,0.0042
C_D_C3472705 (Mild dehydration),M,0.9835,0.9948
C_D_C3472705 (Mild dehydration),N,0.0003,0.0001
C_D_C3472705 (Mild dehydration),P,0.0162,0.0052
C_D_C3482667 (Additional concerns),M,0.9952,0.9926
C_D_C3482667 (Additional concerns),N,0.0032,0.0004
C_D_C3482667 (Additional concerns),P,0.0016,0.007
C_D_C3539909 (Allergic disposition),M,0.8778,0.9414
C_D_C3539909 (Allergic disposition),N,0.0013,0.0011
C_D_C3539909 (Allergic disposition),P,0.1209,0.0574
C_D_C3540840 (Sign or Symptom),M,0.9557,0.9777
C_D_C3540840 (Sign or Symptom),N,0.0249,0.0084
C_D_C3540840 (Sign or Symptom),P,0.0194,0.0139
C_D_C3641827 (Agree),M,0.8714,0.8162
C_D_C3641827 (Agree),N,0.0042,0.0036
C_D_C3641827 (Agree),P,0.1244,0.1802
C_D_C3714536 (Social History),M,0.0611,0.0741
C_D_C3714536 (Social History),N,0.0129,0.0374
C_D_C3714536 (Social History),P,0.926,0.8885
C_D_C3714552 (Weakness),M,0.7689,0.6753
C_D_C3714552 (Weakness),N,0.0449,0.0983
C_D_C3714552 (Weakness),P,0.1862,0.2264
C_D_C3812660 (Skin Bruise),M,0.991,0.951
C_D_C3812660 (Skin Bruise),N,0.001,0.0116
C_D_C3812660 (Skin Bruise),P,0.0081,0.0374
C_D_C3813276 (Labor After Cesarean),M,0.9994,0.9912
C_D_C3813276 (Labor After Cesarean),N,0.0003,0.0005
C_D_C3813276 (Labor After Cesarean),P,0.0003,0.0083
C_D_C3814420 (Full Term Birth),M,0.9173,0.9782
C_D_C3814420 (Full Term Birth),N,0.0003,0
C_D_C3814420 (Full Term Birth),P,0.0824,0.0218
C_D_C3827868 (Tachycardia by ECG Finding),M,0.8222,0.9386
C_D_C3827868 (Tachycardia by ECG Finding),N,0.0081,0.0138
C_D_C3827868 (Tachycardia by ECG Finding),P,0.1697,0.0476
C_D_C3829431 (Karnofsky Performance Status 100),M,0.6157,0.6748
C_D_C3829431 (Karnofsky Performance Status 100),N,0.0016,0.0008
C_D_C3829431 (Karnofsky Performance Status 100),P,0.3827,0.3244
C_D_C3835651 (Resident - answer to question),M,0.5575,0.5815
C_D_C3835651 (Resident - answer to question),N,0.0003,0.0009
C_D_C3835651 (Resident - answer to question),P,0.4421,0.4176
C_D_C3842633 (At work),M,0.9916,0.9782
C_D_C3842633 (At work),N,0.0006,0.0002
C_D_C3842633 (At work),P,0.0078,0.0216
C_D_C3842674 (Day 5),M,0.9922,0.9991
C_D_C3842674 (Day 5),N,0.001,0
C_D_C3842674 (Day 5),P,0.0068,0.0009
C_D_C3842982 (Numbness or tingling),M,0.9893,0.958
C_D_C3842982 (Numbness or tingling),N,0.0078,0.0232
C_D_C3842982 (Numbness or tingling),P,0.0029,0.0188
C_D_C3843066 (2 to 3 days),M,0.9528,0.9753
C_D_C3843066 (2 to 3 days),N,0.0003,0.0002
C_D_C3843066 (2 to 3 days),P,0.0469,0.0244
C_D_C3843946 (Nausea or vomiting),M,0.958,0.9306
C_D_C3843946 (Nausea or vomiting),N,0.0294,0.0398
C_D_C3843946 (Nausea or vomiting),P,0.0126,0.0296
C_D_C3845665 (UTD),M,0.9745,0.9908
C_D_C3845665 (UTD),N,0.001,0.0002
C_D_C3845665 (UTD),P,0.0246,0.009
C_D_C3846697 (Verbal response),M,0.9628,0.9811
C_D_C3846697 (Verbal response),N,0.0003,0
C_D_C3846697 (Verbal response),P,0.0368,0.0189
C_D_C4018905 (Too early),M,0.9716,0.993
C_D_C4018905 (Too early),N,0.0006,0.0003
C_D_C4018905 (Too early),P,0.0278,0.0067
C_D_C4018909 (Overdose),M,0.9981,0.9876
C_D_C4018909 (Overdose),N,0.0003,0.0007
C_D_C4018909 (Overdose),P,0.0016,0.0117
C_D_C4035626 (3 times),M,0.9047,0.8654
C_D_C4035626 (3 times),N,0.0003,0
C_D_C4035626 (3 times),P,0.095,0.1346
C_D_C4035627 (2 times),M,0.8387,0.8154
C_D_C4035627 (2 times),N,0.0003,0.0002
C_D_C4035627 (2 times),P,0.161,0.1844
C_D_C4049863 (Radiologic Impression),M,0.0737,0.1324
C_D_C4049863 (Radiologic Impression),N,0.0026,0.003
C_D_C4049863 (Radiologic Impression),P,0.9237,0.8647
C_D_C4050242 (Pathologic Complete Response),M,0.9851,0.9972
C_D_C4050242 (Pathologic Complete Response),N,0.0003,0.0001
C_D_C4050242 (Pathologic Complete Response),P,0.0145,0.0027
C_D_C4050465 (Severe Extremity Pain),M,0.9315,0.901
C_D_C4050465 (Severe Extremity Pain),N,0.0039,0.0033
C_D_C4050465 (Severe Extremity Pain),P,0.0646,0.0957
C_D_C4050568 (High Risk Acute Leukemia),M,0.9499,0.9952
C_D_C4050568 (High Risk Acute Leukemia),N,0.0262,0.0006
C_D_C4050568 (High Risk Acute Leukemia),P,0.0239,0.0042
C_D_C4054315 (Organomegaly),M,0.6697,0.7412
C_D_C4054315 (Organomegaly),N,0.329,0.2563
C_D_C4054315 (Organomegaly),P,0.0013,0.0025
C_D_C4061338 (Oxygen desaturation),M,0.9939,0.9994
C_D_C4061338 (Oxygen desaturation),N,0.0003,0.0001
C_D_C4061338 (Oxygen desaturation),P,0.0058,0.0004
C_D_C4068735 (Rambling),M,0.9994,0.9931
C_D_C4068735 (Rambling),N,0.0003,0
C_D_C4068735 (Rambling),P,0.0003,0.0068
C_D_C4068744 (Reactive to light),M,0.8546,0.7873
C_D_C4068744 (Reactive to light),N,0.0003,0.0001
C_D_C4068744 (Reactive to light),P,0.1451,0.2126
C_D_C4068833 (Vascularity),M,0.9874,0.9978
C_D_C4068833 (Vascularity),N,0.0003,0
C_D_C4068833 (Vascularity),P,0.0123,0.0021
C_D_C4084203 (Improved - answer to question),M,0.8497,0.8897
C_D_C4084203 (Improved - answer to question),N,0.011,0.0063
C_D_C4084203 (Improved - answer to question),P,0.1393,0.104
C_D_C4084859 (Peribronchial Cuffing),M,0.9674,0.9974
C_D_C4084859 (Peribronchial Cuffing),N,0.0003,0.0001
C_D_C4084859 (Peribronchial Cuffing),P,0.0323,0.0025
C_D_C4264325 (Well-hydrated),M,0.9551,0.9872
C_D_C4264325 (Well-hydrated),N,0.0003,0
C_D_C4264325 (Well-hydrated),P,0.0446,0.0128
C_D_C4282165 (Swollen Lymph Node),M,0.5126,0.6547
C_D_C4282165 (Swollen Lymph Node),N,0.4577,0.3198
C_D_C4282165 (Swollen Lymph Node),P,0.0297,0.0255
C_D_C4283785 (Complete Pharyngeal Contraction),M,0.9034,0.919
C_D_C4283785 (Complete Pharyngeal Contraction),N,0.0029,0.003
C_D_C4283785 (Complete Pharyngeal Contraction),P,0.0937,0.078
C_D_C4283904 (Laboratory observation),M,0.7938,0.9013
C_D_C4283904 (Laboratory observation),N,0.0023,0.0015
C_D_C4283904 (Laboratory observation),P,0.2039,0.0972
C_D_C4318482 (Crutches Usually Used),M,0.999,0.9824
C_D_C4318482 (Crutches Usually Used),N,0.0003,0.0008
C_D_C4318482 (Crutches Usually Used),P,0.0006,0.0168
C_D_C4319571 (High risk),M,0.9499,0.9952
C_D_C4319571 (High risk),N,0.0262,0.0006
C_D_C4319571 (High risk),P,0.0239,0.0042
C_D_C4319730 (Completely Able),M,0.98,0.9498
C_D_C4319730 (Completely Able),N,0.0016,0.0061
C_D_C4319730 (Completely Able),P,0.0184,0.0441
C_D_C4319731 (Complete Agreement),M,0.98,0.9498
C_D_C4319731 (Complete Agreement),N,0.0016,0.0061
C_D_C4319731 (Complete Agreement),P,0.0184,0.0441
C_D_C4321237 (High Level),M,0.8339,0.9284
C_D_C4321237 (High Level),N,0.011,0.0022
C_D_C4321237 (High Level),P,0.1551,0.0694
C_D_C4321238 (Cane Usually Used),M,0.9981,0.9898
C_D_C4321238 (Cane Usually Used),N,0.0003,0.0001
C_D_C4321238 (Cane Usually Used),P,0.0016,0.0101
C_D_C4321351 (Low Level),M,0.8135,0.8546
C_D_C4321351 (Low Level),N,0.0074,0.0068
C_D_C4321351 (Low Level),P,0.1791,0.1386
C_D_C4321408 (Wheelchair Usually Used),M,0.9758,0.953
C_D_C4321408 (Wheelchair Usually Used),N,0.0003,0.0002
C_D_C4321408 (Wheelchair Usually Used),P,0.0239,0.0468
C_D_C4520890 (Nasal (intended site)),M,0.9337,0.9626
C_D_C4520890 (Nasal (intended site)),N,0.0087,0.007
C_D_C4520890 (Nasal (intended site)),P,0.0575,0.0304
C_D_C4521229 (Neck Pain Score 6),M,0.9961,0.9838
C_D_C4521229 (Neck Pain Score 6),N,0.0003,0.0003
C_D_C4521229 (Neck Pain Score 6),P,0.0036,0.0159
C_D_C4521903 (Rectal (intended site)),M,0.8038,0.9379
C_D_C4521903 (Rectal (intended site)),N,0.0006,0.0016
C_D_C4521903 (Rectal (intended site)),P,0.1955,0.0605
C_D_C4521986 (Oral (intended site)),M,0.7292,0.8196
C_D_C4521986 (Oral (intended site)),N,0.0094,0.0074
C_D_C4521986 (Oral (intended site)),P,0.2615,0.1729
C_D_C4522216 (Influenza B (result)),M,0.9421,0.9999
C_D_C4522216 (Influenza B (result)),N,0.0097,0
C_D_C4522216 (Influenza B (result)),P,0.0482,0
C_D_C4534306 (Supplemental oxygen),M,0.9822,0.9969
C_D_C4534306 (Supplemental oxygen),N,0.0013,0.0004
C_D_C4534306 (Supplemental oxygen),P,0.0165,0.0027
C_D_C4534363 (At home),M,0.5976,0.7688
C_D_C4534363 (At home),N,0.0226,0.0045
C_D_C4534363 (At home),P,0.3798,0.2267
C_D_C4551516 (Hip pain),M,0.9961,0.9865
C_D_C4551516 (Hip pain),N,0.001,0.0009
C_D_C4551516 (Hip pain),P,0.0029,0.0126
C_D_C4551932 ('Otitis Media  CTCAE'),M,0.9667,0.9873
C_D_C4551932 ('Otitis Media  CTCAE'),N,0.001,0.0008
C_D_C4551932 ('Otitis Media  CTCAE'),P,0.0323,0.012
C_D_C4552646 ('Myalgia  CTCAE 5'),M,0.9722,0.9969
C_D_C4552646 ('Myalgia  CTCAE 5'),N,0.0061,0.0011
C_D_C4552646 ('Myalgia  CTCAE 5'),P,0.0217,0.002
C_D_C4552651 ('Respiratory Failure  CTCAE'),M,0.9848,0.9956
C_D_C4552651 ('Respiratory Failure  CTCAE'),N,0.001,0.0001
C_D_C4552651 ('Respiratory Failure  CTCAE'),P,0.0142,0.0043
C_D_C4552662 ('Rhinorrhea  CTCAE'),M,0.7899,0.896
C_D_C4552662 ('Rhinorrhea  CTCAE'),N,0.0339,0.0533
C_D_C4552662 ('Rhinorrhea  CTCAE'),P,0.1761,0.0507
C_D_C4552735 ('Anxiety  CTCAE 5.0'),M,0.9606,0.9026
C_D_C4552735 ('Anxiety  CTCAE 5.0'),N,0.0103,0.0216
C_D_C4552735 ('Anxiety  CTCAE 5.0'),P,0.0291,0.0758
C_D_C4552740 ('Fever  CTCAE'),M,0.2081,0.5182
C_D_C4552740 ('Fever  CTCAE'),N,0.1597,0.3622
C_D_C4552740 ('Fever  CTCAE'),P,0.6322,0.1197
C_D_C4552746 ('Sore Throat  CTCAE'),M,0.6739,0.7862
C_D_C4552746 ('Sore Throat  CTCAE'),N,0.0963,0.1126
C_D_C4552746 ('Sore Throat  CTCAE'),P,0.2298,0.1011
C_D_C4552777 ('Pleural Effusion  CTCAE'),M,0.9263,0.9828
C_D_C4552777 ('Pleural Effusion  CTCAE'),N,0.0284,0.0041
C_D_C4552777 ('Pleural Effusion  CTCAE'),P,0.0452,0.0131
C_D_C4552837 ('Sepsis  CTCAE'),M,0.936,0.9791
C_D_C4552837 ('Sepsis  CTCAE'),N,0.0042,0.0018
C_D_C4552837 ('Sepsis  CTCAE'),P,0.0598,0.0191
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),M,0.98,0.9929
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),N,0.0003,0.0004
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),P,0.0197,0.0067
C_D_C4552844 ('Meningitis  CTCAE'),M,0.9215,0.9769
C_D_C4552844 ('Meningitis  CTCAE'),N,0.0048,0.002
C_D_C4552844 ('Meningitis  CTCAE'),P,0.0737,0.0212
C_D_C4552845 ('Arthritis  CTCAE'),M,0.946,0.9066
C_D_C4552845 ('Arthritis  CTCAE'),N,0.0013,0.001
C_D_C4552845 ('Arthritis  CTCAE'),P,0.0527,0.0924
C_D_C4552880 ('Myocarditis  CTCAE 5.0'),M,0.99,0.998
C_D_C4552880 ('Myocarditis  CTCAE 5.0'),N,0.0013,0
C_D_C4552880 ('Myocarditis  CTCAE 5.0'),P,0.0087,0.0019
C_D_C4552901 ('Bronchospasm  CTCAE'),M,0.9858,0.9971
C_D_C4552901 ('Bronchospasm  CTCAE'),N,0.0003,0.0001
C_D_C4552901 ('Bronchospasm  CTCAE'),P,0.0139,0.0028
C_D_C4552938 ('Productive Cough  CTCAE'),M,0.9373,0.981
C_D_C4552938 ('Productive Cough  CTCAE'),N,0.0055,0.0021
C_D_C4552938 ('Productive Cough  CTCAE'),P,0.0572,0.0169
C_D_C4552982 ('Stridor  CTCAE'),M,0.9176,0.9568
C_D_C4552982 ('Stridor  CTCAE'),N,0.0643,0.0375
C_D_C4552982 ('Stridor  CTCAE'),P,0.0181,0.0057
C_D_C4552989 ('Malaise  CTCAE'),M,0.9415,0.9729
C_D_C4552989 ('Malaise  CTCAE'),N,0.0084,0.0099
C_D_C4552989 ('Malaise  CTCAE'),P,0.0501,0.0172
C_D_C4553004 ('Pain  CTCAE'),M,0.7414,0.4683
C_D_C4553004 ('Pain  CTCAE'),N,0.0821,0.1206
C_D_C4553004 ('Pain  CTCAE'),P,0.1765,0.4111
C_D_C4553119 ('Flank Pain  CTCAE'),M,0.9942,0.9795
C_D_C4553119 ('Flank Pain  CTCAE'),N,0.0006,0.0039
C_D_C4553119 ('Flank Pain  CTCAE'),P,0.0052,0.0166
C_D_C4553185 ('Chills  CTCAE'),M,0.7078,0.6052
C_D_C4553185 ('Chills  CTCAE'),N,0.0682,0.1355
C_D_C4553185 ('Chills  CTCAE'),P,0.224,0.2594
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),M,0.9926,0.9795
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),N,0.0003,0.0009
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),P,0.0071,0.0197
C_D_C4553197 ('Headache  CTCAE'),M,0.7007,0.7002
C_D_C4553197 ('Headache  CTCAE'),N,0.1341,0.1737
C_D_C4553197 ('Headache  CTCAE'),P,0.1652,0.1261
C_D_C4553305 ('Conjunctivitis  CTCAE'),M,0.9874,0.9892
C_D_C4553305 ('Conjunctivitis  CTCAE'),N,0.0036,0.0008
C_D_C4553305 ('Conjunctivitis  CTCAE'),P,0.009,0.01
C_D_C4553308 ('Pharyngitis  CTCAE'),M,0.9538,0.9772
C_D_C4553308 ('Pharyngitis  CTCAE'),N,0.0039,0.0009
C_D_C4553308 ('Pharyngitis  CTCAE'),P,0.0423,0.0219
C_D_C4553526 ('Appendicitis  CTCAE'),M,0.9858,0.9692
C_D_C4553526 ('Appendicitis  CTCAE'),N,0.0042,0.0037
C_D_C4553526 ('Appendicitis  CTCAE'),P,0.01,0.027
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),M,0.9496,0.979
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),N,0.001,0.0001
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),P,0.0495,0.0208
C_D_C4553646 ('Cyanosis  CTCAE'),M,0.9496,0.9627
C_D_C4553646 ('Cyanosis  CTCAE'),N,0.0213,0.0222
C_D_C4553646 ('Cyanosis  CTCAE'),P,0.0291,0.0151
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),M,0.9528,0.9171
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),N,0.0142,0.022
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),P,0.033,0.0609
C_D_C4553726 ('Fall  CTCAE'),M,0.9809,0.9177
C_D_C4553726 ('Fall  CTCAE'),N,0.0013,0.0075
C_D_C4553726 ('Fall  CTCAE'),P,0.0178,0.0748
C_D_C4553736 ('Meningismus  CTCAE'),M,0.9473,0.9793
C_D_C4553736 ('Meningismus  CTCAE'),N,0.0462,0.0194
C_D_C4553736 ('Meningismus  CTCAE'),P,0.0065,0.0013
C_D_C4553767 ('Nausea  CTCAE 5.0'),M,0.6619,0.6136
C_D_C4553767 ('Nausea  CTCAE 5.0'),N,0.1345,0.1743
C_D_C4553767 ('Nausea  CTCAE 5.0'),P,0.2036,0.2122
C_D_C4553830 ('Dizziness  CTCAE 5.0'),M,0.9324,0.8955
C_D_C4553830 ('Dizziness  CTCAE 5.0'),N,0.0078,0.0137
C_D_C4553830 ('Dizziness  CTCAE 5.0'),P,0.0598,0.0908
C_D_C4553903 ('Dysarthria  CTCAE'),M,0.9961,0.985
C_D_C4553903 ('Dysarthria  CTCAE'),N,0.0019,0.0101
C_D_C4553903 ('Dysarthria  CTCAE'),P,0.0019,0.0049
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),M,0.8953,0.8768
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),N,0.0743,0.0641
C_D_C4553909 ('Neck Pain  CTCAE 5.0'),P,0.0304,0.0591
C_D_C4553925 ('Wheezing  CTCAE'),M,0.7922,0.9101
C_D_C4553925 ('Wheezing  CTCAE'),N,0.0973,0.0662
C_D_C4553925 ('Wheezing  CTCAE'),P,0.1105,0.0237
C_D_C4553945 ('Back Pain  CTCAE 5.0'),M,0.8856,0.8162
C_D_C4553945 ('Back Pain  CTCAE 5.0'),N,0.033,0.0381
C_D_C4553945 ('Back Pain  CTCAE 5.0'),P,0.0814,0.1456
C_D_C4553946 ('Bacteremia  CTCAE'),M,0.9738,0.993
C_D_C4553946 ('Bacteremia  CTCAE'),N,0.0019,0.0001
C_D_C4553946 ('Bacteremia  CTCAE'),P,0.0242,0.0069
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),M,0.9641,0.9996
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),N,0.0003,0
C_D_C4553950 ('Flu Like Symptoms  CTCAE'),P,0.0356,0.0003
C_D_C4553955 ('Dysuria  CTCAE'),M,0.7246,0.7199
C_D_C4553955 ('Dysuria  CTCAE'),N,0.2285,0.2098
C_D_C4553955 ('Dysuria  CTCAE'),P,0.0469,0.0703
C_D_C4554002 ('Vertigo  CTCAE'),M,0.9942,0.9807
C_D_C4554002 ('Vertigo  CTCAE'),N,0.001,0.0075
C_D_C4554002 ('Vertigo  CTCAE'),P,0.0048,0.0118
C_D_C4554036 ('Nystagmus  CTCAE 5.0'),M,0.9932,0.9807
C_D_C4554036 ('Nystagmus  CTCAE 5.0'),N,0.0048,0.0151
C_D_C4554036 ('Nystagmus  CTCAE 5.0'),P,0.0019,0.0042
C_D_C4554100 ('Stroke  CTCAE'),M,0.9903,0.9704
C_D_C4554100 ('Stroke  CTCAE'),N,0.0003,0.0028
C_D_C4554100 ('Stroke  CTCAE'),P,0.0094,0.0268
C_D_C4554104 ('Suicidal Ideation  CTCAE'),M,0.9968,0.9764
C_D_C4554104 ('Suicidal Ideation  CTCAE'),N,0.001,0.008
C_D_C4554104 ('Suicidal Ideation  CTCAE'),P,0.0023,0.0156
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),M,0.9932,0.9715
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),N,0.0016,0.0085
C_D_C4554169 ('Intracranial Hemorrhage  CTCAE'),P,0.0052,0.0199
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),M,0.9887,0.9647
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),N,0.0003,0.0017
C_D_C4554179 ('Pancreatitis  CTCAE 5.0'),P,0.011,0.0335
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),M,0.6357,0.5945
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),N,0.2172,0.1747
C_D_C4554323 ('Abdominal Pain  CTCAE 5'),P,0.1471,0.2308
C_D_C4554335 ('Joint Effusion  CTCAE 5.0'),M,0.999,0.9903
C_D_C4554335 ('Joint Effusion  CTCAE 5.0'),N,0.0003,0.0033
C_D_C4554335 ('Joint Effusion  CTCAE 5.0'),P,0.0006,0.0064
C_D_C4554407 ('Bruising  CTCAE'),M,0.9635,0.9315
C_D_C4554407 ('Bruising  CTCAE'),N,0.0262,0.0503
C_D_C4554407 ('Bruising  CTCAE'),P,0.0103,0.0181
C_D_C4554464 (TM genotype),M,0.9819,0.9936
C_D_C4554464 (TM genotype),N,0.0003,0
C_D_C4554464 (TM genotype),P,0.0178,0.0063
C_D_C4554554 (Faint - appearance),M,0.9777,0.9923
C_D_C4554554 (Faint - appearance),N,0.0003,0.0001
C_D_C4554554 (Faint - appearance),P,0.022,0.0076
C_D_C4554627 ('Epistaxis  CTCAE'),M,0.9932,0.9799
C_D_C4554627 ('Epistaxis  CTCAE'),N,0.0019,0.0079
C_D_C4554627 ('Epistaxis  CTCAE'),P,0.0048,0.0123
C_D_C4554630 ('Hematuria  CTCAE'),M,0.8814,0.8595
C_D_C4554630 ('Hematuria  CTCAE'),N,0.0808,0.0722
C_D_C4554630 ('Hematuria  CTCAE'),P,0.0378,0.0683
C_D_C4554631 ('Nasal Congestion  CTCAE'),M,0.6784,0.8999
C_D_C4554631 ('Nasal Congestion  CTCAE'),N,0.0404,0.0621
C_D_C4554631 ('Nasal Congestion  CTCAE'),P,0.2812,0.0381
C_D_C4554645 ('Fatigue  CTCAE 5.0'),M,0.8882,0.9558
C_D_C4554645 ('Fatigue  CTCAE 5.0'),N,0.0058,0.0093
C_D_C4554645 ('Fatigue  CTCAE 5.0'),P,0.106,0.035
C_D_C4554648 ('Vaginal Discharge  CTCAE'),M,0.9932,0.9702
C_D_C4554648 ('Vaginal Discharge  CTCAE'),N,0.0023,0.0113
C_D_C4554648 ('Vaginal Discharge  CTCAE'),P,0.0045,0.0186
C_D_C4554822 (Accession - answer to question),M,0.989,0.9979
C_D_C4554822 (Accession - answer to question),N,0.0003,0
C_D_C4554822 (Accession - answer to question),P,0.0107,0.002
C_D_C4682912 (Bladder Cancer pTa TNM Finding v8),M,0.9554,0.9802
C_D_C4682912 (Bladder Cancer pTa TNM Finding v8),N,0.001,0.0003
C_D_C4682912 (Bladder Cancer pTa TNM Finding v8),P,0.0436,0.0196
C_D_C4684400 (Rous Sarcoma Virus Positive),M,0.9858,0.9999
C_D_C4684400 (Rous Sarcoma Virus Positive),N,0.0006,0
C_D_C4684400 (Rous Sarcoma Virus Positive),P,0.0136,0
C_D_C4698447 (Patient age),M,0.6645,0.8325
C_D_C4698447 (Patient age),N,0.0003,0.0001
C_D_C4698447 (Patient age),P,0.3352,0.1674
C_D_C4700169 (Results pending),M,0.9858,0.9981
C_D_C4700169 (Results pending),N,0.0003,0
C_D_C4700169 (Results pending),P,0.0139,0.0019
C_D_C4722210 (Mild Hallucination),M,0.6306,0.6865
C_D_C4722210 (Mild Hallucination),N,0.0023,0.0016
