Feature (description),Attribute,M,T
C_D_C1961131 ('Cough  CTCAE'),N,0.1565,0.0476
C_D_C1961131 ('Cough  CTCAE'),P,0.1475,0.6667
C_D_C1962948 ('Atelectasis  CTCAE'),M,0.9904,0.8571
C_D_C1962948 ('Atelectasis  CTCAE'),N,0.0001,0.0159
C_D_C1962948 ('Atelectasis  CTCAE'),P,0.0095,0.127
C_D_C1962958 ('Hematoma  CTCAE'),M,0.9648,0.9683
C_D_C1962958 ('Hematoma  CTCAE'),N,0.0041,0.0159
C_D_C1962958 ('Hematoma  CTCAE'),P,0.0311,0.0159
C_D_C1963064 ('Anxiety  CTCAE 3.0'),M,0.8999,0.873
C_D_C1963064 ('Anxiety  CTCAE 3.0'),N,0.0244,0.0476
C_D_C1963064 ('Anxiety  CTCAE 3.0'),P,0.0757,0.0794
C_D_C1963065 ('Apnea  CTCAE'),M,0.9781,0.9524
C_D_C1963065 ('Apnea  CTCAE'),N,0.0018,0.0159
C_D_C1963065 ('Apnea  CTCAE'),P,0.02,0.0317
C_D_C1963066 ('Joint Pain  CTCAE 3'),M,0.934,0.873
C_D_C1963066 ('Joint Pain  CTCAE 3'),N,0.0308,0.0794
C_D_C1963066 ('Joint Pain  CTCAE 3'),P,0.0352,0.0476
C_D_C1963071 ('Back Pain  CTCAE 3.0'),M,0.8181,0.7143
C_D_C1963071 ('Back Pain  CTCAE 3.0'),N,0.0395,0.0794
C_D_C1963071 ('Back Pain  CTCAE 3.0'),P,0.1424,0.2063
C_D_C1963076 ('Platelets  CTCAE'),M,0.7778,0.3651
C_D_C1963076 ('Platelets  CTCAE'),N,0,0.0159
C_D_C1963076 ('Platelets  CTCAE'),P,0.2222,0.619
C_D_C1963083 ('Cholecystitis  CTCAE 3.0'),M,0.9798,0.9524
C_D_C1963083 ('Cholecystitis  CTCAE 3.0'),N,0.0011,0.0159
C_D_C1963083 ('Cholecystitis  CTCAE 3.0'),P,0.0191,0.0317
C_D_C1963086 ('Confusion  CTCAE 3.0'),M,0.9515,0.873
C_D_C1963086 ('Confusion  CTCAE 3.0'),N,0.0336,0.0952
C_D_C1963086 ('Confusion  CTCAE 3.0'),P,0.0149,0.0317
C_D_C1963087 ('Constipation  CTCAE'),M,0.877,0.7778
C_D_C1963087 ('Constipation  CTCAE'),N,0.0308,0.0476
C_D_C1963087 ('Constipation  CTCAE'),P,0.0922,0.1746
C_D_C1963090 ('Dehydration  CTCAE'),M,0.9524,0.8889
C_D_C1963090 ('Dehydration  CTCAE'),N,0.0014,0.0159
C_D_C1963090 ('Dehydration  CTCAE'),P,0.0461,0.0952
C_D_C1963091 ('Diarrhea  CTCAE'),M,0.7074,0.5397
C_D_C1963091 ('Diarrhea  CTCAE'),N,0.1073,0.1429
C_D_C1963091 ('Diarrhea  CTCAE'),P,0.1853,0.3175
C_D_C1963093 ('Dizziness  CTCAE 3.0'),M,0.9041,0.8571
C_D_C1963093 ('Dizziness  CTCAE 3.0'),N,0.0137,0.0159
C_D_C1963093 ('Dizziness  CTCAE 3.0'),P,0.0822,0.127
C_D_C1963113 ('Fracture  CTCAE'),M,0.8656,0.9683
C_D_C1963113 ('Fracture  CTCAE'),N,0.0391,0.0159
C_D_C1963113 ('Fracture  CTCAE'),P,0.0953,0.0159
C_D_C1963138 ('Hypertension  CTCAE'),M,0.8039,0.619
C_D_C1963138 ('Hypertension  CTCAE'),N,0.0055,0.0159
C_D_C1963138 ('Hypertension  CTCAE'),P,0.1907,0.3651
C_D_C1963140 ('Hypoxia  CTCAE'),M,0.9876,0.8095
C_D_C1963140 ('Hypoxia  CTCAE'),N,0.0032,0.0159
C_D_C1963140 ('Hypoxia  CTCAE'),P,0.0092,0.1746
C_D_C1963175 ('Sinus Bradycardia  CTCAE'),M,0.9857,0.9365
C_D_C1963175 ('Sinus Bradycardia  CTCAE'),N,0,0.0159
C_D_C1963175 ('Sinus Bradycardia  CTCAE'),P,0.0143,0.0476
C_D_C1963177 ('Muscle Pain  CTCAE 3'),M,0.9425,0.873
C_D_C1963177 ('Muscle Pain  CTCAE 3'),N,0.0391,0.0952
C_D_C1963177 ('Muscle Pain  CTCAE 3'),P,0.0184,0.0317
C_D_C1963179 ('Nausea  CTCAE 3.0'),M,0.6343,0.6508
C_D_C1963179 ('Nausea  CTCAE 3.0'),N,0.1555,0.2222
C_D_C1963179 ('Nausea  CTCAE 3.0'),P,0.2102,0.127
C_D_C1963180 ('Neck Pain  CTCAE 3.0'),M,0.8795,0.9206
C_D_C1963180 ('Neck Pain  CTCAE 3.0'),N,0.0594,0.0476
C_D_C1963180 ('Neck Pain  CTCAE 3.0'),P,0.0612,0.0317
C_D_C1963184 ('Nystagmus  CTCAE 3.0'),M,0.9857,0.9683
C_D_C1963184 ('Nystagmus  CTCAE 3.0'),N,0.0113,0.0159
C_D_C1963184 ('Nystagmus  CTCAE 3.0'),P,0.003,0.0159
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),M,0.9683,0.9365
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),N,0.0017,0.0159
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),P,0.03,0.0476
C_D_C1963215 ('Pneumothorax  CTCAE'),M,0.953,0.7937
C_D_C1963215 ('Pneumothorax  CTCAE'),N,0.0107,0.0635
C_D_C1963215 ('Pneumothorax  CTCAE'),P,0.0362,0.1429
C_D_C1963221 ('Aspiration  CTCAE'),M,0.9902,0.8571
C_D_C1963221 ('Aspiration  CTCAE'),N,0.0005,0.0317
C_D_C1963221 ('Aspiration  CTCAE'),P,0.0093,0.1111
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),M,0.963,0.9524
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),N,0.0146,0.0159
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),P,0.0223,0.0317
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),M,0.9798,0.8095
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),N,0.0001,0.0159
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),P,0.0201,0.1746
C_D_C1963281 ('Vomiting  CTCAE'),M,0.6743,0.5714
C_D_C1963281 ('Vomiting  CTCAE'),N,0.2068,0.3651
C_D_C1963281 ('Vomiting  CTCAE'),P,0.1189,0.0635
C_D_C1997237 (White sputum),M,0.9993,0.9524
C_D_C1997237 (White sputum),N,0,0.0159
C_D_C1997237 (White sputum),P,0.0006,0.0317
C_D_C1998827 (Respiratory Status),M,0.997,0.9048
C_D_C1998827 (Respiratory Status),N,0,0.0159
C_D_C1998827 (Respiratory Status),P,0.003,0.0794
C_D_C1999266 ('Depression  CTCAE'),M,0.9086,0.8889
C_D_C1999266 ('Depression  CTCAE'),N,0.0213,0.0476
C_D_C1999266 ('Depression  CTCAE'),P,0.0701,0.0635
C_D_C2004062 (History of previous events),M,0.6027,0.4603
C_D_C2004062 (History of previous events),N,0.0345,0.0476
C_D_C2004062 (History of previous events),P,0.3628,0.4921
C_D_C2010848 (jaundice),M,0.9518,0.873
C_D_C2010848 (jaundice),N,0.0438,0.0952
C_D_C2010848 (jaundice),P,0.0044,0.0317
C_D_C2108107 (continuous electrocardiogram sinus bradycardia (finding)),M,0.9857,0.9365
C_D_C2108107 (continuous electrocardiogram sinus bradycardia (finding)),N,0,0.0159
C_D_C2108107 (continuous electrocardiogram sinus bradycardia (finding)),P,0.0143,0.0476
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),M,0.9798,0.8095
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),N,0.0001,0.0159
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),P,0.0201,0.1746
C_D_C2239178 (Newborn (finding)),M,0.9973,0.9683
C_D_C2239178 (Newborn (finding)),N,0.0001,0.0159
C_D_C2239178 (Newborn (finding)),P,0.0027,0.0159
C_D_C2242996 (Has tingling sensation),M,0.9282,0.8571
C_D_C2242996 (Has tingling sensation),N,0.0592,0.127
C_D_C2242996 (Has tingling sensation),P,0.0126,0.0159
C_D_C2314972 (Ready for discharge),M,0.9968,0.9683
C_D_C2314972 (Ready for discharge),N,0,0.0159
C_D_C2314972 (Ready for discharge),P,0.0032,0.0159
C_D_C2364135 (Discomfort),M,0.9164,0.9683
C_D_C2364135 (Discomfort),N,0.0043,0.0159
C_D_C2364135 (Discomfort),P,0.0793,0.0159
C_D_C2673594 (Oral mucosal lesions),M,0.9874,0.9683
C_D_C2673594 (Oral mucosal lesions),N,0.0125,0.0159
C_D_C2673594 (Oral mucosal lesions),P,0.0001,0.0159
C_D_C2709070 (on room air),M,0.936,0.8095
C_D_C2709070 (on room air),N,0.0007,0.0159
C_D_C2709070 (on room air),P,0.0634,0.1746
C_D_C2712334 (Actual Aspiration),M,0.9902,0.8571
C_D_C2712334 (Actual Aspiration),N,0.0005,0.0317
C_D_C2712334 (Actual Aspiration),P,0.0093,0.1111
C_D_C2750120 (Interstitial thickening),M,0.9998,0.9683
C_D_C2750120 (Interstitial thickening),N,0,0.0159
C_D_C2750120 (Interstitial thickening),P,0.0002,0.0159
C_D_C2825142 (Experimental Result),M,0.9655,0.9048
C_D_C2825142 (Experimental Result),N,0.0004,0.0159
C_D_C2825142 (Experimental Result),P,0.0341,0.0794
C_D_C2826292 (Related to Cancer),M,0.8859,0.8889
C_D_C2826292 (Related to Cancer),N,0.0025,0.0159
C_D_C2826292 (Related to Cancer),P,0.1116,0.0952
C_D_C2826600 (Tissue Congestion),M,0.9534,0.7302
C_D_C2826600 (Tissue Congestion),N,0.007,0.0476
C_D_C2826600 (Tissue Congestion),P,0.0396,0.2222
C_D_C2827071 (Unintentional Material Aspiration),M,0.9902,0.8571
C_D_C2827071 (Unintentional Material Aspiration),N,0.0005,0.0317
C_D_C2827071 (Unintentional Material Aspiration),P,0.0093,0.1111
C_D_C2926602 ('Discharge  body substance'),M,0.363,0.5079
C_D_C2926602 ('Discharge  body substance'),N,0.1292,0.0794
C_D_C2926602 ('Discharge  body substance'),P,0.5078,0.4127
C_D_C2957312 (Head bobbing),M,0.9995,0.9683
C_D_C2957312 (Head bobbing),N,0.0002,0.0159
C_D_C2957312 (Head bobbing),P,0.0003,0.0159
C_D_C3160712 ('Palpitations  CTCAE'),M,0.8564,0.6984
C_D_C3160712 ('Palpitations  CTCAE'),N,0.0691,0.1746
C_D_C3160712 ('Palpitations  CTCAE'),P,0.0745,0.127
C_D_C3242635 (IV drug use),M,0.9809,0.9524
C_D_C3242635 (IV drug use),N,0.0084,0.0159
C_D_C3242635 (IV drug use),P,0.0107,0.0317
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),M,0.996,0.9524
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),N,0.0005,0.0159
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),P,0.0035,0.0317
C_D_C3472705 (Mild dehydration),M,0.9947,0.9683
C_D_C3472705 (Mild dehydration),N,0.0001,0.0159
C_D_C3472705 (Mild dehydration),P,0.0053,0.0159
C_D_C3539909 (Allergic disposition),M,0.9374,0.8889
C_D_C3539909 (Allergic disposition),N,0.0038,0.0159
C_D_C3539909 (Allergic disposition),P,0.0589,0.0952
C_D_C3641827 (Agree),M,0.837,0.8889
C_D_C3641827 (Agree),N,0.0036,0.0159
C_D_C3641827 (Agree),P,0.1594,0.0952
C_D_C3714536 (Social History),M,0.0808,0.1111
C_D_C3714536 (Social History),N,0.0302,0.0317
C_D_C3714536 (Social History),P,0.8891,0.8571
C_D_C3714552 (Weakness),M,0.7209,0.5556
C_D_C3714552 (Weakness),N,0.0821,0.0794
C_D_C3714552 (Weakness),P,0.197,0.3651
C_D_C3714772 (Recurrent fevers),M,0.9875,0.9524
C_D_C3714772 (Recurrent fevers),N,0.0109,0.0159
C_D_C3714772 (Recurrent fevers),P,0.0016,0.0317
C_D_C3810851 (Center of town),M,0.9734,0.9683
C_D_C3810851 (Center of town),N,0.0001,0.0159
C_D_C3810851 (Center of town),P,0.0264,0.0159
C_D_C3812660 (Skin Bruise),M,0.9523,0.9683
C_D_C3812660 (Skin Bruise),N,0.0107,0.0159
C_D_C3812660 (Skin Bruise),P,0.037,0.0159
C_D_C3813276 (Labor After Cesarean),M,0.9913,0.9683
C_D_C3813276 (Labor After Cesarean),N,0.0003,0.0159
C_D_C3813276 (Labor After Cesarean),P,0.0084,0.0159
C_D_C3814420 (Full Term Birth),M,0.9803,0.9524
C_D_C3814420 (Full Term Birth),N,0.0001,0.0159
C_D_C3814420 (Full Term Birth),P,0.0197,0.0317
C_D_C3827868 (Tachycardia by ECG Finding),M,0.9406,0.6508
C_D_C3827868 (Tachycardia by ECG Finding),N,0.0156,0.0635
C_D_C3827868 (Tachycardia by ECG Finding),P,0.0438,0.2857
C_D_C3835651 (Resident - answer to question),M,0.5823,0.3492
C_D_C3835651 (Resident - answer to question),N,0.0012,0.0159
C_D_C3835651 (Resident - answer to question),P,0.4166,0.6349
C_D_C3842633 (At work),M,0.9779,0.9524
C_D_C3842633 (At work),N,0.0002,0.0159
C_D_C3842633 (At work),P,0.0218,0.0317
C_D_C3842674 (Day 5),M,0.9991,0.9683
C_D_C3842674 (Day 5),N,0,0.0159
C_D_C3842674 (Day 5),P,0.0008,0.0159
C_D_C3842982 (Numbness or tingling),M,0.9626,0.9683
C_D_C3842982 (Numbness or tingling),N,0.0182,0.0159
C_D_C3842982 (Numbness or tingling),P,0.0192,0.0159
C_D_C3843197 (One or Two Days),M,0.9881,0.9683
C_D_C3843197 (One or Two Days),N,0.0002,0.0159
C_D_C3843197 (One or Two Days),P,0.0117,0.0159
C_D_C3843946 (Nausea or vomiting),M,0.931,0.9206
C_D_C3843946 (Nausea or vomiting),N,0.0379,0.0476
C_D_C3843946 (Nausea or vomiting),P,0.0312,0.0317
C_D_C3890735 (Complete Response with Incomplete Platelet Recovery),M,0.9855,0.9206
C_D_C3890735 (Complete Response with Incomplete Platelet Recovery),N,0.0002,0.0159
C_D_C3890735 (Complete Response with Incomplete Platelet Recovery),P,0.0144,0.0635
C_D_C3898139 (New or Worsening Symptom),M,0.9664,0.9683
C_D_C3898139 (New or Worsening Symptom),N,0.0003,0.0159
C_D_C3898139 (New or Worsening Symptom),P,0.0334,0.0159
C_D_C4018905 (Too early),M,0.993,0.9524
C_D_C4018905 (Too early),N,0.0001,0.0159
C_D_C4018905 (Too early),P,0.0069,0.0317
C_D_C4018909 (Overdose),M,0.9888,0.9683
C_D_C4018909 (Overdose),N,0.0005,0.0159
C_D_C4018909 (Overdose),P,0.0106,0.0159
C_D_C4035626 (3 times),M,0.8675,0.7302
C_D_C4035626 (3 times),N,0.0001,0.0159
C_D_C4035626 (3 times),P,0.1324,0.254
C_D_C4035627 (2 times),M,0.8122,0.6032
C_D_C4035627 (2 times),N,0.0001,0.0159
C_D_C4035627 (2 times),P,0.1878,0.381
C_D_C4049863 (Radiologic Impression),M,0.138,0.127
C_D_C4049863 (Radiologic Impression),N,0.0025,0.0159
C_D_C4049863 (Radiologic Impression),P,0.8595,0.8571
C_D_C4050223 (Progressive Metabolic Disease),M,0.9876,0.9683
C_D_C4050223 (Progressive Metabolic Disease),N,0.0001,0.0159
C_D_C4050223 (Progressive Metabolic Disease),P,0.0123,0.0159
C_D_C4050242 (Pathologic Complete Response),M,0.9974,0.9683
C_D_C4050242 (Pathologic Complete Response),N,0,0.0159
C_D_C4050242 (Pathologic Complete Response),P,0.0026,0.0159
C_D_C4050568 (High Risk Acute Leukemia),M,0.996,0.9524
C_D_C4050568 (High Risk Acute Leukemia),N,0.0005,0.0159
C_D_C4050568 (High Risk Acute Leukemia),P,0.0035,0.0317
C_D_C4054315 (Organomegaly),M,0.753,0.6508
C_D_C4054315 (Organomegaly),N,0.2447,0.3333
C_D_C4054315 (Organomegaly),P,0.0023,0.0159
C_D_C4061338 (Oxygen desaturation),M,0.9995,0.9683
C_D_C4061338 (Oxygen desaturation),N,0,0.0159
C_D_C4061338 (Oxygen desaturation),P,0.0005,0.0159
C_D_C4068744 (Reactive to light),M,0.7942,0.8254
C_D_C4068744 (Reactive to light),N,0.0001,0.0159
C_D_C4068744 (Reactive to light),P,0.2057,0.1587
C_D_C4068782 (Labored),M,0.9692,0.9206
C_D_C4068782 (Labored),N,0,0.0159
C_D_C4068782 (Labored),P,0.0308,0.0635
C_D_C4068789 (Numbness and Tingling),M,0.9914,0.9683
C_D_C4068789 (Numbness and Tingling),N,0.0011,0.0159
C_D_C4068789 (Numbness and Tingling),P,0.0074,0.0159
C_D_C4068833 (Vascularity),M,0.997,0.9365
C_D_C4068833 (Vascularity),N,0,0.0159
C_D_C4068833 (Vascularity),P,0.003,0.0476
C_D_C4084203 (Improved - answer to question),M,0.8956,0.873
C_D_C4084203 (Improved - answer to question),N,0.0056,0.0159
C_D_C4084203 (Improved - answer to question),P,0.0988,0.1111
C_D_C4084859 (Peribronchial Cuffing),M,0.9984,0.9206
C_D_C4084859 (Peribronchial Cuffing),N,0,0.0159
C_D_C4084859 (Peribronchial Cuffing),P,0.0015,0.0635
C_D_C4255036 (Sips),M,0.9977,0.9683
C_D_C4255036 (Sips),N,0,0.0159
C_D_C4255036 (Sips),P,0.0023,0.0159
C_D_C4264325 (Well-hydrated),M,0.9888,0.9683
C_D_C4264325 (Well-hydrated),N,0,0.0159
C_D_C4264325 (Well-hydrated),P,0.0111,0.0159
C_D_C4264428 (Mildly dehydrated),M,0.9986,0.9683
C_D_C4264428 (Mildly dehydrated),N,0,0.0159
C_D_C4264428 (Mildly dehydrated),P,0.0014,0.0159
C_D_C4264481 (4 times),M,0.9216,0.7302
C_D_C4264481 (4 times),N,0,0.0159
C_D_C4264481 (4 times),P,0.0784,0.254
C_D_C4281574 (Much),M,0.8354,0.7778
C_D_C4281574 (Much),N,0.008,0.0159
C_D_C4281574 (Much),P,0.1566,0.2063
C_D_C4282165 (Swollen Lymph Node),M,0.6543,0.6984
C_D_C4282165 (Swollen Lymph Node),N,0.3203,0.254
C_D_C4282165 (Swollen Lymph Node),P,0.0254,0.0476
C_D_C4283785 (Complete Pharyngeal Contraction),M,0.9189,0.8571
C_D_C4283785 (Complete Pharyngeal Contraction),N,0.0028,0.0159
C_D_C4283785 (Complete Pharyngeal Contraction),P,0.0783,0.127
C_D_C4283904 (Laboratory observation),M,0.8862,0.7143
C_D_C4283904 (Laboratory observation),N,0.0014,0.0159
C_D_C4283904 (Laboratory observation),P,0.1125,0.2698
C_D_C4314218 (Abnormal balance),M,0.9835,0.9524
C_D_C4314218 (Abnormal balance),N,0.0139,0.0317
C_D_C4314218 (Abnormal balance),P,0.0026,0.0159
C_D_C4318482 (Crutches Usually Used),M,0.982,0.9683
C_D_C4318482 (Crutches Usually Used),N,0.0005,0.0159
C_D_C4318482 (Crutches Usually Used),P,0.0175,0.0159
C_D_C4319571 (High risk),M,0.996,0.9524
C_D_C4319571 (High risk),N,0.0005,0.0159
C_D_C4319571 (High risk),P,0.0035,0.0317
C_D_C4319730 (Completely Able),M,0.955,0.9524
C_D_C4319730 (Completely Able),N,0.0058,0.0159
C_D_C4319730 (Completely Able),P,0.0392,0.0317
C_D_C4319731 (Complete Agreement),M,0.955,0.9524
C_D_C4319731 (Complete Agreement),N,0.0058,0.0159
C_D_C4319731 (Complete Agreement),P,0.0392,0.0317
C_D_C4321237 (High Level),M,0.9323,0.8254
C_D_C4321237 (High Level),N,0.0021,0.0159
C_D_C4321237 (High Level),P,0.0656,0.1587
C_D_C4321351 (Low Level),M,0.8679,0.7143
C_D_C4321351 (Low Level),N,0.008,0.0159
C_D_C4321351 (Low Level),P,0.1241,0.2698
C_D_C4520890 (Nasal (intended site)),M,0.9663,0.873
C_D_C4520890 (Nasal (intended site)),N,0.006,0.0159
C_D_C4520890 (Nasal (intended site)),P,0.0277,0.1111
C_D_C4521229 (Neck Pain Score 6),M,0.9839,0.9683
C_D_C4521229 (Neck Pain Score 6),N,0.0008,0.0159
C_D_C4521229 (Neck Pain Score 6),P,0.0153,0.0159
C_D_C4521903 (Rectal (intended site)),M,0.9369,0.9048
C_D_C4521903 (Rectal (intended site)),N,0.0015,0.0159
C_D_C4521903 (Rectal (intended site)),P,0.0616,0.0794
C_D_C4521986 (Oral (intended site)),M,0.8153,0.6984
C_D_C4521986 (Oral (intended site)),N,0.0063,0.0159
C_D_C4521986 (Oral (intended site)),P,0.1784,0.2857
C_D_C4522216 (Influenza B (result)),M,1,0.9683
C_D_C4522216 (Influenza B (result)),N,0,0.0159
C_D_C4522216 (Influenza B (result)),P,0,0.0159
C_D_C4534306 (Supplemental oxygen),M,0.997,0.9365
C_D_C4534306 (Supplemental oxygen),N,0.0002,0.0159
C_D_C4534306 (Supplemental oxygen),P,0.0028,0.0476
C_D_C4534363 (At home),M,0.7608,0.6825
C_D_C4534363 (At home),N,0.0045,0.0159
C_D_C4534363 (At home),P,0.2347,0.3016
C_D_C4551932 ('Otitis Media  CTCAE'),M,0.9867,0.9524
C_D_C4551932 ('Otitis Media  CTCAE'),N,0.0007,0.0159
C_D_C4551932 ('Otitis Media  CTCAE'),P,0.0126,0.0317
C_D_C4552646 ('Myalgia  CTCAE 5'),M,0.9973,0.9683
C_D_C4552646 ('Myalgia  CTCAE 5'),N,0.0005,0.0159
C_D_C4552646 ('Myalgia  CTCAE 5'),P,0.0021,0.0159
C_D_C4552651 ('Respiratory Failure  CTCAE'),M,0.9962,0.8571
C_D_C4552651 ('Respiratory Failure  CTCAE'),N,0.0001,0.0317
C_D_C4552651 ('Respiratory Failure  CTCAE'),P,0.0037,0.1111
C_D_C4552662 ('Rhinorrhea  CTCAE'),M,0.9244,0.8254
C_D_C4552662 ('Rhinorrhea  CTCAE'),N,0.0322,0.0317
C_D_C4552662 ('Rhinorrhea  CTCAE'),P,0.0434,0.1429
C_D_C4552735 ('Anxiety  CTCAE 5.0'),M,0.8999,0.873
C_D_C4552735 ('Anxiety  CTCAE 5.0'),N,0.0244,0.0476
C_D_C4552735 ('Anxiety  CTCAE 5.0'),P,0.0757,0.0794
C_D_C4552740 ('Fever  CTCAE'),M,0.5593,0.381
C_D_C4552740 ('Fever  CTCAE'),N,0.3125,0.2857
C_D_C4552740 ('Fever  CTCAE'),P,0.1281,0.3333
C_D_C4552746 ('Sore Throat  CTCAE'),M,0.8259,0.7302
C_D_C4552746 ('Sore Throat  CTCAE'),N,0.0941,0.127
C_D_C4552746 ('Sore Throat  CTCAE'),P,0.0799,0.1429
C_D_C4552777 ('Pleural Effusion  CTCAE'),M,0.9855,0.8254
C_D_C4552777 ('Pleural Effusion  CTCAE'),N,0.0032,0.0635
C_D_C4552777 ('Pleural Effusion  CTCAE'),P,0.0113,0.1111
C_D_C4552837 ('Sepsis  CTCAE'),M,0.9827,0.746
C_D_C4552837 ('Sepsis  CTCAE'),N,0.0013,0.0159
C_D_C4552837 ('Sepsis  CTCAE'),P,0.016,0.2381
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),M,0.9937,0.9524
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),N,0.0001,0.0159
C_D_C4552842 ('Upper Respiratory Infection  CTCAE'),P,0.0061,0.0317
C_D_C4552844 ('Meningitis  CTCAE'),M,0.9759,0.9365
C_D_C4552844 ('Meningitis  CTCAE'),N,0.0018,0.0159
C_D_C4552844 ('Meningitis  CTCAE'),P,0.0224,0.0476
C_D_C4552845 ('Arthritis  CTCAE'),M,0.912,0.8413
C_D_C4552845 ('Arthritis  CTCAE'),N,0.0006,0.0159
C_D_C4552845 ('Arthritis  CTCAE'),P,0.0873,0.1429
C_D_C4552901 ('Bronchospasm  CTCAE'),M,0.9965,0.9524
C_D_C4552901 ('Bronchospasm  CTCAE'),N,0.0001,0.0159
C_D_C4552901 ('Bronchospasm  CTCAE'),P,0.0034,0.0317
C_D_C4552903 ('Lethargy  CTCAE'),M,0.9904,0.9048
C_D_C4552903 ('Lethargy  CTCAE'),N,0.003,0.0159
C_D_C4552903 ('Lethargy  CTCAE'),P,0.0066,0.0794
C_D_C4552938 ('Productive Cough  CTCAE'),M,0.9842,0.8254
C_D_C4552938 ('Productive Cough  CTCAE'),N,0.0016,0.0159
C_D_C4552938 ('Productive Cough  CTCAE'),P,0.0142,0.1587
C_D_C4552984 ('Tracheitis  CTCAE'),M,0.9992,0.9206
C_D_C4552984 ('Tracheitis  CTCAE'),N,0,0.0159
C_D_C4552984 ('Tracheitis  CTCAE'),P,0.0007,0.0635
C_D_C4552989 ('Malaise  CTCAE'),M,0.9756,0.9206
C_D_C4552989 ('Malaise  CTCAE'),N,0.0073,0.0159
C_D_C4552989 ('Malaise  CTCAE'),P,0.0171,0.0635
C_D_C4553004 ('Pain  CTCAE'),M,0.4725,0.8254
C_D_C4553004 ('Pain  CTCAE'),N,0.1152,0.0635
C_D_C4553004 ('Pain  CTCAE'),P,0.4123,0.1111
C_D_C4553119 ('Flank Pain  CTCAE'),M,0.9778,0.9683
C_D_C4553119 ('Flank Pain  CTCAE'),N,0.0031,0.0159
C_D_C4553119 ('Flank Pain  CTCAE'),P,0.0191,0.0159
C_D_C4553185 ('Chills  CTCAE'),M,0.6272,0.5556
C_D_C4553185 ('Chills  CTCAE'),N,0.1275,0.0952
C_D_C4553185 ('Chills  CTCAE'),P,0.2454,0.3492
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),M,0.9798,0.9524
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),N,0.0011,0.0159
C_D_C4553186 ('Cholecystitis  CTCAE 5.0'),P,0.0191,0.0317
C_D_C4553197 ('Headache  CTCAE'),M,0.7253,0.7778
C_D_C4553197 ('Headache  CTCAE'),N,0.1523,0.127
C_D_C4553197 ('Headache  CTCAE'),P,0.1224,0.0952
C_D_C4553305 ('Conjunctivitis  CTCAE'),M,0.9899,0.9683
C_D_C4553305 ('Conjunctivitis  CTCAE'),N,0.0007,0.0159
C_D_C4553305 ('Conjunctivitis  CTCAE'),P,0.0094,0.0159
C_D_C4553308 ('Pharyngitis  CTCAE'),M,0.9802,0.9365
C_D_C4553308 ('Pharyngitis  CTCAE'),N,0.0006,0.0159
C_D_C4553308 ('Pharyngitis  CTCAE'),P,0.0192,0.0476
C_D_C4553314 ('Hallucinations  CTCAE'),M,0.9893,0.9683
C_D_C4553314 ('Hallucinations  CTCAE'),N,0.0047,0.0159
C_D_C4553314 ('Hallucinations  CTCAE'),P,0.0059,0.0159
C_D_C4553401 ('Seizure  CTCAE 5.0'),M,0.9467,0.9524
C_D_C4553401 ('Seizure  CTCAE 5.0'),N,0.0141,0.0159
C_D_C4553401 ('Seizure  CTCAE 5.0'),P,0.0392,0.0317
C_D_C4553526 ('Appendicitis  CTCAE'),M,0.97,0.9683
C_D_C4553526 ('Appendicitis  CTCAE'),N,0.0034,0.0159
C_D_C4553526 ('Appendicitis  CTCAE'),P,0.0265,0.0159
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),M,0.9798,0.8095
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),N,0.0001,0.0159
C_D_C4553554 ('Sinus Tachycardia  CTCAE 5.0'),P,0.0201,0.1746
C_D_C4553646 ('Cyanosis  CTCAE'),M,0.9559,0.9524
C_D_C4553646 ('Cyanosis  CTCAE'),N,0.0271,0.0317
C_D_C4553646 ('Cyanosis  CTCAE'),P,0.017,0.0159
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),M,0.953,0.873
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),N,0.0089,0.0476
C_D_C4553722 ('Eye Pain  CTCAE 5.0'),P,0.0381,0.0794
