Feature (description),Attribute,F,T
C_D_C1550457 (Normal Observation Interpretation),N,0.0053,0.0109
C_D_C1550457 (Normal Observation Interpretation),P,0.3072,0.6025
C_D_C1551040 (Encounter Special Courtesy - staff),M,0.9911,0.973
C_D_C1551040 (Encounter Special Courtesy - staff),N,0.0003,0.0003
C_D_C1551040 (Encounter Special Courtesy - staff),P,0.0087,0.0267
C_D_C1551394 (normal Device Alert Level),M,0.6875,0.3866
C_D_C1551394 (normal Device Alert Level),N,0.0053,0.0109
C_D_C1551394 (normal Device Alert Level),P,0.3072,0.6025
C_D_C1551396 (DeviceAlertLevel - Critical),M,0.9942,0.9958
C_D_C1551396 (DeviceAlertLevel - Critical),N,0.0003,0.0003
C_D_C1551396 (DeviceAlertLevel - Critical),P,0.0055,0.0039
C_D_C1554187 (Gender Status - Intact),M,0.8278,0.5703
C_D_C1554187 (Gender Status - Intact),N,0.0003,0.0006
C_D_C1554187 (Gender Status - Intact),P,0.1719,0.4291
C_D_C1555319 (discharge diagnosis),M,0.9937,0.9762
C_D_C1555319 (discharge diagnosis),N,0.0003,0.0001
C_D_C1555319 (discharge diagnosis),P,0.0061,0.0237
C_D_C1556120 (Unknown - Religion),M,0.9855,0.9634
C_D_C1556120 (Unknown - Religion),N,0.0005,0.0001
C_D_C1556120 (Unknown - Religion),P,0.014,0.0365
C_D_C1556121 (Unknown - Event reason),M,0.9855,0.9634
C_D_C1556121 (Unknown - Event reason),N,0.0005,0.0001
C_D_C1556121 (Unknown - Event reason),P,0.014,0.0365
C_D_C1556122 (Unknown - Relationship),M,0.9855,0.9634
C_D_C1556122 (Unknown - Relationship),N,0.0005,0.0001
C_D_C1556122 (Unknown - Relationship),P,0.014,0.0365
C_D_C1556123 (Unknown - Employment Status),M,0.9855,0.9634
C_D_C1556123 (Unknown - Employment Status),N,0.0005,0.0001
C_D_C1556123 (Unknown - Employment Status),P,0.014,0.0365
C_D_C1556124 (Unknown - Living Arrangement),M,0.9855,0.9634
C_D_C1556124 (Unknown - Living Arrangement),N,0.0005,0.0001
C_D_C1556124 (Unknown - Living Arrangement),P,0.014,0.0365
C_D_C1556125 (Unknown - Transport Arranged),M,0.9855,0.9634
C_D_C1556125 (Unknown - Transport Arranged),N,0.0005,0.0001
C_D_C1556125 (Unknown - Transport Arranged),P,0.014,0.0365
C_D_C1556126 (Unknown - Escort Required),M,0.9855,0.9634
C_D_C1556126 (Unknown - Escort Required),N,0.0005,0.0001
C_D_C1556126 (Unknown - Escort Required),P,0.014,0.0365
C_D_C1556127 (Unknown - Patient Outcome),M,0.9855,0.9634
C_D_C1556127 (Unknown - Patient Outcome),N,0.0005,0.0001
C_D_C1556127 (Unknown - Patient Outcome),P,0.014,0.0365
C_D_C1556128 (Unknown - Job Status),M,0.9855,0.9634
C_D_C1556128 (Unknown - Job Status),N,0.0005,0.0001
C_D_C1556128 (Unknown - Job Status),P,0.014,0.0365
C_D_C1556129 (Unknown - Patient_s Relationship to Insured),M,0.9855,0.9634
C_D_C1556129 (Unknown - Patient_s Relationship to Insured),N,0.0005,0.0001
C_D_C1556129 (Unknown - Patient_s Relationship to Insured),P,0.014,0.0365
C_D_C1556130 (Unknown - CWE statuses),M,0.9855,0.9634
C_D_C1556130 (Unknown - CWE statuses),N,0.0005,0.0001
C_D_C1556130 (Unknown - CWE statuses),P,0.014,0.0365
C_D_C1556131 (Unknown - Container status),M,0.9855,0.9634
C_D_C1556131 (Unknown - Container status),N,0.0005,0.0001
C_D_C1556131 (Unknown - Container status),P,0.014,0.0365
C_D_C1556132 (Unknown - Immunization Registry Status),M,0.9855,0.9634
C_D_C1556132 (Unknown - Immunization Registry Status),N,0.0005,0.0001
C_D_C1556132 (Unknown - Immunization Registry Status),P,0.014,0.0365
C_D_C1556133 (Unknown - Expanded yes/no indicator),M,0.9855,0.9634
C_D_C1556133 (Unknown - Expanded yes/no indicator),N,0.0005,0.0001
C_D_C1556133 (Unknown - Expanded yes/no indicator),P,0.014,0.0365
C_D_C1556134 (Unknown - Event Expected),M,0.9855,0.9634
C_D_C1556134 (Unknown - Event Expected),N,0.0005,0.0001
C_D_C1556134 (Unknown - Event Expected),P,0.014,0.0365
C_D_C1556135 (Unknown - Patient Class),M,0.9855,0.9634
C_D_C1556135 (Unknown - Patient Class),N,0.0005,0.0001
C_D_C1556135 (Unknown - Patient Class),P,0.014,0.0365
C_D_C1556136 (Unknown - Living Dependency),M,0.9855,0.9634
C_D_C1556136 (Unknown - Living Dependency),N,0.0005,0.0001
C_D_C1556136 (Unknown - Living Dependency),P,0.014,0.0365
C_D_C1556137 (Unknown - Contact Role),M,0.9855,0.9634
C_D_C1556137 (Unknown - Contact Role),N,0.0005,0.0001
C_D_C1556137 (Unknown - Contact Role),P,0.014,0.0365
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),M,0.99,0.989
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),N,0.0016,0.0097
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),P,0.0084,0.0013
C_D_C1556682 (Adverse Event Associated with Infection),M,0.9531,0.9041
C_D_C1556682 (Adverse Event Associated with Infection),N,0.0063,0.0168
C_D_C1556682 (Adverse Event Associated with Infection),P,0.0405,0.0791
C_D_C1557119 (Adverse Event Associated with the Lymphatic System),M,0.9324,0.8697
C_D_C1557119 (Adverse Event Associated with the Lymphatic System),N,0.0003,0
C_D_C1557119 (Adverse Event Associated with the Lymphatic System),P,0.0674,0.1302
C_D_C1557375 ('Blurred Vision  CTCAE'),M,0.9963,0.9865
C_D_C1557375 ('Blurred Vision  CTCAE'),N,0.0008,0.0024
C_D_C1557375 ('Blurred Vision  CTCAE'),P,0.0029,0.0111
C_D_C1557397 (Adverse Event Associated with Pain),M,0.9163,0.6086
C_D_C1557397 (Adverse Event Associated with Pain),N,0.0184,0.0823
C_D_C1557397 (Adverse Event Associated with Pain),P,0.0653,0.3091
C_D_C1558141 ('Urinary Retention  CTCAE'),M,0.9984,0.987
C_D_C1558141 ('Urinary Retention  CTCAE'),N,0.0003,0.002
C_D_C1558141 ('Urinary Retention  CTCAE'),P,0.0013,0.011
C_D_C1559081 (Adverse Event Associated with Death),M,0.9968,0.9882
C_D_C1559081 (Adverse Event Associated with Death),N,0.0003,0.0001
C_D_C1559081 (Adverse Event Associated with Death),P,0.0029,0.0117
C_D_C1559138 ('Pruritus  CTCAE'),M,0.9892,0.9587
C_D_C1559138 ('Pruritus  CTCAE'),N,0.0076,0.0297
C_D_C1559138 ('Pruritus  CTCAE'),P,0.0032,0.0116
C_D_C1559198 (Adverse Event Associated with Endocrine),M,0.8826,0.7731
C_D_C1559198 (Adverse Event Associated with Endocrine),N,0.0005,0.0001
C_D_C1559198 (Adverse Event Associated with Endocrine),P,0.1169,0.2268
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),M,0.7165,0.4447
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),N,0.0003,0.0003
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),P,0.2832,0.5549
C_D_C1560331 ('Dysphagia  CTCAE'),M,0.9953,0.9848
C_D_C1560331 ('Dysphagia  CTCAE'),N,0.0013,0.0069
C_D_C1560331 ('Dysphagia  CTCAE'),P,0.0034,0.0083
C_D_C1560435 ('Gastritis  CTCAE'),M,0.9926,0.9748
C_D_C1560435 ('Gastritis  CTCAE'),N,0.0005,0.001
C_D_C1560435 ('Gastritis  CTCAE'),P,0.0068,0.0242
C_D_C1561270 (Adverse Event Associated with Neurology),M,0.9953,0.9809
C_D_C1561270 (Adverse Event Associated with Neurology),N,0.0003,0.0003
C_D_C1561270 (Adverse Event Associated with Neurology),P,0.0045,0.0188
C_D_C1561534 ('Lipase  CTCAE'),M,0.9755,0.9359
C_D_C1561534 ('Lipase  CTCAE'),N,0.0005,0.0004
C_D_C1561534 ('Lipase  CTCAE'),P,0.024,0.0637
C_D_C1561535 ('Creatinine  CTCAE'),M,0.9684,0.9607
C_D_C1561535 ('Creatinine  CTCAE'),N,0.0003,0.0003
C_D_C1561535 ('Creatinine  CTCAE'),P,0.0313,0.039
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),M,0.9995,0.9999
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),N,0.0003,0
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),P,0.0003,0
C_D_C1561581 (Allergy Severity - Severe),M,0.9645,0.9204
C_D_C1561581 (Allergy Severity - Severe),N,0.0039,0.0033
C_D_C1561581 (Allergy Severity - Severe),P,0.0316,0.0763
C_D_C1578513 (Query Status Code - new),M,0.8921,0.7693
C_D_C1578513 (Query Status Code - new),N,0.0497,0.1021
C_D_C1578513 (Query Status Code - new),P,0.0582,0.1286
C_D_C1642390 (Pupil equal round and reacting to light),M,0.9484,0.8922
C_D_C1642390 (Pupil equal round and reacting to light),N,0.0003,0
C_D_C1642390 (Pupil equal round and reacting to light),P,0.0513,0.1078
C_D_C1659989 (Respiratory problem),M,0.9987,0.9998
C_D_C1659989 (Respiratory problem),N,0.0003,0
C_D_C1659989 (Respiratory problem),P,0.0011,0.0002
C_D_C1704258 (Abnormality),M,0.9774,0.9421
C_D_C1704258 (Abnormality),N,0.0008,0.0029
C_D_C1704258 (Abnormality),P,0.0218,0.055
C_D_C1704632 (Disease Response),M,0.9903,0.9877
C_D_C1704632 (Disease Response),N,0.0008,0.0012
C_D_C1704632 (Disease Response),P,0.0089,0.011
C_D_C1705108 (Yes (indicator)),M,0.9355,0.8841
C_D_C1705108 (Yes (indicator)),N,0.0013,0.0028
C_D_C1705108 (Yes (indicator)),P,0.0632,0.1131
C_D_C1706277 (None Device),M,0.6678,0.3191
C_D_C1706277 (None Device),N,0.0008,0.0012
C_D_C1706277 (None Device),P,0.3314,0.6797
C_D_C1706307 (Irritation (finding)),M,0.9984,0.9873
C_D_C1706307 (Irritation (finding)),N,0.0003,0.0003
C_D_C1706307 (Irritation (finding)),P,0.0013,0.0124
C_D_C1706353 (Crack),M,0.9402,0.8906
C_D_C1706353 (Crack),N,0.0016,0.0022
C_D_C1706353 (Crack),P,0.0582,0.1072
C_D_C1709157 (Negative Surgical Margin),M,0.7365,0.4103
C_D_C1709157 (Negative Surgical Margin),N,0.0097,0.0204
C_D_C1709157 (Negative Surgical Margin),P,0.2538,0.5693
C_D_C1834704 (Intact sensation),M,0.9989,0.9874
C_D_C1834704 (Intact sensation),N,0.0003,0
C_D_C1834704 (Intact sensation),P,0.0008,0.0125
C_D_C1846718 (CREATININE CLEARANCE QUANTITATIVE TRAIT LOCUS),M,0.9342,0.8947
C_D_C1846718 (CREATININE CLEARANCE QUANTITATIVE TRAIT LOCUS),N,0.0003,0
C_D_C1846718 (CREATININE CLEARANCE QUANTITATIVE TRAIT LOCUS),P,0.0655,0.1052
C_D_C1858724 (CARONTE),M,0.9963,0.9781
C_D_C1858724 (CARONTE),N,0.0003,0.0019
C_D_C1858724 (CARONTE),P,0.0034,0.0201
C_D_C1866503 (ACUTE INSULIN RESPONSE),M,0.8966,0.7607
C_D_C1866503 (ACUTE INSULIN RESPONSE),N,0.0005,0.0028
C_D_C1866503 (ACUTE INSULIN RESPONSE),P,0.1029,0.2364
C_D_C1873497 (Normal assessment finding),M,0.6875,0.3866
C_D_C1873497 (Normal assessment finding),N,0.0053,0.0109
C_D_C1873497 (Normal assessment finding),P,0.3072,0.6025
C_D_C1879646 (Affected Area),M,0.9995,0.9942
C_D_C1879646 (Affected Area),N,0.0003,0
C_D_C1879646 (Affected Area),P,0.0003,0.0058
C_D_C1880851 (Fracture of Medical Device Material),M,0.9945,0.9101
C_D_C1880851 (Fracture of Medical Device Material),N,0.0013,0.0248
C_D_C1880851 (Fracture of Medical Device Material),P,0.0042,0.0651
C_D_C1881674 (Medical Device Emits Smoke),M,0.8318,0.6626
C_D_C1881674 (Medical Device Emits Smoke),N,0.014,0.0253
C_D_C1881674 (Medical Device Emits Smoke),P,0.1543,0.3122
C_D_C1881706 (Medical Device Material Crack),M,0.9402,0.8911
C_D_C1881706 (Medical Device Material Crack),N,0.0016,0.0021
C_D_C1881706 (Medical Device Material Crack),P,0.0582,0.1068
C_D_C1882136 (Obstruction within Medical Device),M,0.9982,0.9873
C_D_C1882136 (Obstruction within Medical Device),N,0.0008,0.0018
C_D_C1882136 (Obstruction within Medical Device),P,0.0011,0.0109
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),M,0.9163,0.6086
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),N,0.0184,0.0823
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),P,0.0653,0.3091
C_D_C1959629 ('Seizure  CTCAE 3.0'),M,0.9887,0.9636
C_D_C1959629 ('Seizure  CTCAE 3.0'),N,0.0021,0.0057
C_D_C1959629 ('Seizure  CTCAE 3.0'),P,0.0092,0.0307
C_D_C1959630 ('Eye Pain  CTCAE 3.0'),M,0.9431,0.8693
C_D_C1959630 ('Eye Pain  CTCAE 3.0'),N,0.0137,0.0414
C_D_C1959630 ('Eye Pain  CTCAE 3.0'),P,0.0432,0.0894
C_D_C1961028 (Oriented to place),M,0.8302,0.6327
C_D_C1961028 (Oriented to place),N,0.0008,0.0007
C_D_C1961028 (Oriented to place),P,0.169,0.3666
C_D_C1961131 ('Cough  CTCAE'),M,0.7131,0.6835
C_D_C1961131 ('Cough  CTCAE'),N,0.0397,0.1786
C_D_C1961131 ('Cough  CTCAE'),P,0.2472,0.1379
C_D_C1962958 ('Hematoma  CTCAE'),M,0.9968,0.9741
C_D_C1962958 ('Hematoma  CTCAE'),N,0.0003,0.002
C_D_C1962958 ('Hematoma  CTCAE'),P,0.0029,0.0238
C_D_C1963056 ('Chest Wall Pain  CTCAE 3.0'),M,0.9968,0.9873
C_D_C1963056 ('Chest Wall Pain  CTCAE 3.0'),N,0.0003,0.0002
C_D_C1963056 ('Chest Wall Pain  CTCAE 3.0'),P,0.0029,0.0124
C_D_C1963060 ('Agitation  CTCAE 3.0'),M,0.9921,0.9787
C_D_C1963060 ('Agitation  CTCAE 3.0'),N,0.0003,0.0003
C_D_C1963060 ('Agitation  CTCAE 3.0'),P,0.0076,0.021
C_D_C1963064 ('Anxiety  CTCAE 3.0'),M,0.9613,0.8899
C_D_C1963064 ('Anxiety  CTCAE 3.0'),N,0.0218,0.0408
C_D_C1963064 ('Anxiety  CTCAE 3.0'),P,0.0168,0.0692
C_D_C1963066 ('Joint Pain  CTCAE 3'),M,0.9558,0.9021
C_D_C1963066 ('Joint Pain  CTCAE 3'),N,0.0232,0.0551
C_D_C1963066 ('Joint Pain  CTCAE 3'),P,0.0211,0.0428
C_D_C1963071 ('Back Pain  CTCAE 3.0'),M,0.9205,0.7882
C_D_C1963071 ('Back Pain  CTCAE 3.0'),N,0.0308,0.0829
C_D_C1963071 ('Back Pain  CTCAE 3.0'),P,0.0487,0.1289
C_D_C1963076 ('Platelets  CTCAE'),M,0.8492,0.7669
C_D_C1963076 ('Platelets  CTCAE'),N,0.0003,0.0001
C_D_C1963076 ('Platelets  CTCAE'),P,0.1506,0.233
C_D_C1963083 ('Cholecystitis  CTCAE 3.0'),M,0.9937,0.9806
C_D_C1963083 ('Cholecystitis  CTCAE 3.0'),N,0.0003,0.0014
C_D_C1963083 ('Cholecystitis  CTCAE 3.0'),P,0.0061,0.018
C_D_C1963084 ('Colitis  CTCAE'),M,0.9966,0.9865
C_D_C1963084 ('Colitis  CTCAE'),N,0.0005,0.0008
C_D_C1963084 ('Colitis  CTCAE'),P,0.0029,0.0127
C_D_C1963086 ('Confusion  CTCAE 3.0'),M,0.9671,0.9284
C_D_C1963086 ('Confusion  CTCAE 3.0'),N,0.0232,0.0552
C_D_C1963086 ('Confusion  CTCAE 3.0'),P,0.0097,0.0164
C_D_C1963087 ('Constipation  CTCAE'),M,0.9374,0.895
C_D_C1963087 ('Constipation  CTCAE'),N,0.0274,0.0337
C_D_C1963087 ('Constipation  CTCAE'),P,0.0353,0.0712
C_D_C1963090 ('Dehydration  CTCAE'),M,0.961,0.9655
C_D_C1963090 ('Dehydration  CTCAE'),N,0.0008,0.0013
C_D_C1963090 ('Dehydration  CTCAE'),P,0.0382,0.0332
C_D_C1963091 ('Diarrhea  CTCAE'),M,0.7884,0.7127
C_D_C1963091 ('Diarrhea  CTCAE'),N,0.0924,0.1264
C_D_C1963091 ('Diarrhea  CTCAE'),P,0.1192,0.1609
C_D_C1963093 ('Dizziness  CTCAE 3.0'),M,0.9674,0.9023
C_D_C1963093 ('Dizziness  CTCAE 3.0'),N,0.0055,0.0178
C_D_C1963093 ('Dizziness  CTCAE 3.0'),P,0.0271,0.0799
C_D_C1963100 ('Dyspnea  CTCAE'),M,0.9726,0.9542
C_D_C1963100 ('Dyspnea  CTCAE'),N,0.0024,0.0134
C_D_C1963100 ('Dyspnea  CTCAE'),P,0.025,0.0324
C_D_C1963113 ('Fracture  CTCAE'),M,0.9945,0.9101
C_D_C1963113 ('Fracture  CTCAE'),N,0.0013,0.0248
C_D_C1963113 ('Fracture  CTCAE'),P,0.0042,0.0651
C_D_C1963138 ('Hypertension  CTCAE'),M,0.9087,0.8064
C_D_C1963138 ('Hypertension  CTCAE'),N,0.0011,0.0028
C_D_C1963138 ('Hypertension  CTCAE'),P,0.0903,0.1908
C_D_C1963140 ('Hypoxia  CTCAE'),M,0.9729,0.9867
C_D_C1963140 ('Hypoxia  CTCAE'),N,0.0039,0.0033
C_D_C1963140 ('Hypoxia  CTCAE'),P,0.0232,0.01
C_D_C1963175 ('Sinus Bradycardia  CTCAE'),M,0.9963,0.9852
C_D_C1963175 ('Sinus Bradycardia  CTCAE'),N,0.0003,0
C_D_C1963175 ('Sinus Bradycardia  CTCAE'),P,0.0034,0.0148
C_D_C1963177 ('Muscle Pain  CTCAE 3'),M,0.9492,0.9055
C_D_C1963177 ('Muscle Pain  CTCAE 3'),N,0.02,0.0734
C_D_C1963177 ('Muscle Pain  CTCAE 3'),P,0.0308,0.021
C_D_C1963179 ('Nausea  CTCAE 3.0'),M,0.8005,0.6291
C_D_C1963179 ('Nausea  CTCAE 3.0'),N,0.0882,0.181
C_D_C1963179 ('Nausea  CTCAE 3.0'),P,0.1113,0.1899
C_D_C1963180 ('Neck Pain  CTCAE 3.0'),M,0.9495,0.8827
C_D_C1963180 ('Neck Pain  CTCAE 3.0'),N,0.0332,0.0607
C_D_C1963180 ('Neck Pain  CTCAE 3.0'),P,0.0174,0.0565
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),M,0.9911,0.9685
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),N,0.0005,0.0019
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),P,0.0084,0.0296
C_D_C1963215 ('Pneumothorax  CTCAE'),M,0.9468,0.9544
C_D_C1963215 ('Pneumothorax  CTCAE'),N,0.0121,0.0093
C_D_C1963215 ('Pneumothorax  CTCAE'),P,0.0411,0.0363
C_D_C1963221 ('Aspiration  CTCAE'),M,0.9905,0.9923
C_D_C1963221 ('Aspiration  CTCAE'),N,0.0003,0.0005
C_D_C1963221 ('Aspiration  CTCAE'),P,0.0092,0.0072
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),M,0.9929,0.9693
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),N,0.0029,0.0111
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),P,0.0042,0.0196
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),M,0.9603,0.9764
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),N,0.0003,0
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),P,0.0395,0.0236
C_D_C1963281 ('Vomiting  CTCAE'),M,0.8181,0.6746
C_D_C1963281 ('Vomiting  CTCAE'),N,0.124,0.2368
C_D_C1963281 ('Vomiting  CTCAE'),P,0.0579,0.0886
C_D_C1998827 (Respiratory Status),M,0.9924,0.9982
C_D_C1998827 (Respiratory Status),N,0.0005,0
C_D_C1998827 (Respiratory Status),P,0.0071,0.0018
C_D_C1999266 ('Depression  CTCAE'),M,0.9574,0.8991
C_D_C1999266 ('Depression  CTCAE'),N,0.0166,0.0314
C_D_C1999266 ('Depression  CTCAE'),P,0.0261,0.0695
C_D_C2004062 (History of previous events),M,0.9016,0.821
C_D_C2004062 (History of previous events),N,0.0087,0.0225
C_D_C2004062 (History of previous events),P,0.0898,0.1565
C_D_C2004284 ('Mental Status  CTCAE'),M,0.9839,0.9593
C_D_C2004284 ('Mental Status  CTCAE'),N,0.0003,0.0006
C_D_C2004284 ('Mental Status  CTCAE'),P,0.0158,0.0401
C_D_C2010848 (jaundice),M,0.9892,0.9746
C_D_C2010848 (jaundice),N,0.0092,0.0172
C_D_C2010848 (jaundice),P,0.0016,0.0082
C_D_C2108107 (continuous electrocardiogram sinus bradycardia (finding)),M,0.9963,0.9852
C_D_C2108107 (continuous electrocardiogram sinus bradycardia (finding)),N,0.0003,0
C_D_C2108107 (continuous electrocardiogram sinus bradycardia (finding)),P,0.0034,0.0148
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),M,0.9603,0.9764
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),N,0.0003,0
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),P,0.0395,0.0236
C_D_C2239101 ('Hemoglobin  CTCAE'),M,0.9879,0.9737
C_D_C2239101 ('Hemoglobin  CTCAE'),N,0.0003,0.0006
C_D_C2239101 ('Hemoglobin  CTCAE'),P,0.0118,0.0257
C_D_C2242996 (Has tingling sensation),M,0.9581,0.8832
C_D_C2242996 (Has tingling sensation),N,0.039,0.103
C_D_C2242996 (Has tingling sensation),P,0.0029,0.0138
C_D_C2364135 (Discomfort),M,0.9813,0.9326
C_D_C2364135 (Discomfort),N,0.0018,0.0023
C_D_C2364135 (Discomfort),P,0.0168,0.0652
C_D_C2709070 (on room air),M,0.9384,0.9536
C_D_C2709070 (on room air),N,0.0005,0.0005
C_D_C2709070 (on room air),P,0.0611,0.0459
C_D_C2712089 (Able to walk (finding)),M,0.9987,0.9901
C_D_C2712089 (Able to walk (finding)),N,0.0003,0.0006
C_D_C2712089 (Able to walk (finding)),P,0.0011,0.0094
C_D_C2712334 (Actual Aspiration),M,0.9905,0.9923
C_D_C2712334 (Actual Aspiration),N,0.0003,0.0005
C_D_C2712334 (Actual Aspiration),P,0.0092,0.0072
C_D_C2825142 (Experimental Result),M,0.9763,0.973
C_D_C2825142 (Experimental Result),N,0.0005,0.0003
C_D_C2825142 (Experimental Result),P,0.0232,0.0267
C_D_C2826292 (Related to Cancer),M,0.9926,0.9812
C_D_C2826292 (Related to Cancer),N,0.0003,0.0016
C_D_C2826292 (Related to Cancer),P,0.0071,0.0171
C_D_C2826600 (Tissue Congestion),M,0.9292,0.9611
C_D_C2826600 (Tissue Congestion),N,0.0053,0.0117
C_D_C2826600 (Tissue Congestion),P,0.0655,0.0273
C_D_C2827071 (Unintentional Material Aspiration),M,0.9905,0.9923
C_D_C2827071 (Unintentional Material Aspiration),N,0.0003,0.0005
C_D_C2827071 (Unintentional Material Aspiration),P,0.0092,0.0072
C_D_C2911645 ('Weight Loss  CTCAE'),M,0.9947,0.9847
C_D_C2911645 ('Weight Loss  CTCAE'),N,0.0013,0.0078
C_D_C2911645 ('Weight Loss  CTCAE'),P,0.0039,0.0075
C_D_C2919015 (ANTICOAGULATION (finding)),M,0.9908,0.9765
C_D_C2919015 (ANTICOAGULATION (finding)),N,0.0011,0.0029
C_D_C2919015 (ANTICOAGULATION (finding)),P,0.0082,0.0206
C_D_C2926602 ('Discharge  body substance'),M,0.7784,0.4881
C_D_C2926602 ('Discharge  body substance'),N,0.0216,0.0432
C_D_C2926602 ('Discharge  body substance'),P,0.2001,0.4687
C_D_C2957312 (Head bobbing),M,0.9984,0.9998
C_D_C2957312 (Head bobbing),N,0.0003,0
C_D_C2957312 (Head bobbing),P,0.0013,0.0001
C_D_C2984079 (Somewhat),M,0.9729,0.9529
C_D_C2984079 (Somewhat),N,0.0003,0.0004
C_D_C2984079 (Somewhat),P,0.0268,0.0467
C_D_C2984081 (Very Much),M,0.9563,0.9093
C_D_C2984081 (Very Much),N,0.0018,0.0034
C_D_C2984081 (Very Much),P,0.0419,0.0873
C_D_C3160712 ('Palpitations  CTCAE'),M,0.8976,0.7601
C_D_C3160712 ('Palpitations  CTCAE'),N,0.0558,0.1274
C_D_C3160712 ('Palpitations  CTCAE'),P,0.0466,0.1125
C_D_C3242635 (IV drug use),M,0.9908,0.9762
C_D_C3242635 (IV drug use),N,0.0032,0.0083
C_D_C3242635 (IV drug use),P,0.0061,0.0155
C_D_C3266098 (Numbness of saddle area),M,0.9987,0.9887
C_D_C3266098 (Numbness of saddle area),N,0.0005,0.0054
C_D_C3266098 (Numbness of saddle area),P,0.0008,0.0059
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),M,0.9937,0.9968
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),N,0.0008,0.0007
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),P,0.0055,0.0025
C_D_C3539909 (Allergic disposition),M,0.9918,0.9912
C_D_C3539909 (Allergic disposition),N,0.0003,0.0003
C_D_C3539909 (Allergic disposition),P,0.0079,0.0085
C_D_C3540840 (Sign or Symptom),M,0.9953,0.9842
C_D_C3540840 (Sign or Symptom),N,0.0013,0.0084
C_D_C3540840 (Sign or Symptom),P,0.0034,0.0074
C_D_C3641827 (Agree),M,0.92,0.8216
C_D_C3641827 (Agree),N,0.0011,0.0043
C_D_C3641827 (Agree),P,0.079,0.1741
C_D_C3665347 (Visual Impairment),M,0.9932,0.9832
C_D_C3665347 (Visual Impairment),N,0.0003,0.0029
C_D_C3665347 (Visual Impairment),P,0.0066,0.0139
C_D_C3714536 (Social History),M,0.6704,0.3349
C_D_C3714536 (Social History),N,0.0097,0.0276
C_D_C3714536 (Social History),P,0.3198,0.6376
C_D_C3714552 (Weakness),M,0.8381,0.667
C_D_C3714552 (Weakness),N,0.0297,0.1137
C_D_C3714552 (Weakness),P,0.1321,0.2193
C_D_C3714614 (Distention),M,0.9982,0.99
C_D_C3714614 (Distention),N,0.0008,0.0035
C_D_C3714614 (Distention),P,0.0011,0.0065
C_D_C3810851 (Center of town),M,0.9834,0.9783
C_D_C3810851 (Center of town),N,0.0003,0.0002
C_D_C3810851 (Center of town),P,0.0163,0.0215
C_D_C3810854 (Close),M,0.9755,0.9533
C_D_C3810854 (Close),N,0.0011,0.0013
C_D_C3810854 (Close),P,0.0234,0.0454
C_D_C3812660 (Skin Bruise),M,0.9932,0.9532
C_D_C3812660 (Skin Bruise),N,0.0008,0.0082
C_D_C3812660 (Skin Bruise),P,0.0061,0.0386
C_D_C3814420 (Full Term Birth),M,0.9982,0.9998
C_D_C3814420 (Full Term Birth),N,0.0003,0
C_D_C3814420 (Full Term Birth),P,0.0016,0.0001
C_D_C3827868 (Tachycardia by ECG Finding),M,0.9271,0.9493
C_D_C3827868 (Tachycardia by ECG Finding),N,0.0076,0.0153
C_D_C3827868 (Tachycardia by ECG Finding),P,0.0653,0.0354
C_D_C3829431 (Karnofsky Performance Status 100),M,0.8228,0.6827
C_D_C3829431 (Karnofsky Performance Status 100),N,0.0005,0.0007
C_D_C3829431 (Karnofsky Performance Status 100),P,0.1766,0.3165
C_D_C3835651 (Resident - answer to question),M,0.8626,0.7401
C_D_C3835651 (Resident - answer to question),N,0.0011,0.0033
C_D_C3835651 (Resident - answer to question),P,0.1364,0.2566
C_D_C3842296 (Else),M,0.9963,0.9875
