Feature (description),Attribute,M,T
C_D_C1550457 (Normal Observation Interpretation),M,0.3866,0.2398
C_D_C1550457 (Normal Observation Interpretation),N,0.0109,0.0234
C_D_C1550457 (Normal Observation Interpretation),P,0.6025,0.7368
C_D_C1551040 (Encounter Special Courtesy - staff),M,0.973,0.9298
C_D_C1551040 (Encounter Special Courtesy - staff),N,0.0003,0.0058
C_D_C1551040 (Encounter Special Courtesy - staff),P,0.0267,0.0643
C_D_C1551394 (normal Device Alert Level),M,0.3866,0.2398
C_D_C1551394 (normal Device Alert Level),N,0.0109,0.0234
C_D_C1551394 (normal Device Alert Level),P,0.6025,0.7368
C_D_C1551396 (DeviceAlertLevel - Critical),M,0.9958,0.9883
C_D_C1551396 (DeviceAlertLevel - Critical),N,0.0003,0.0058
C_D_C1551396 (DeviceAlertLevel - Critical),P,0.0039,0.0058
C_D_C1554187 (Gender Status - Intact),M,0.5703,0.6199
C_D_C1554187 (Gender Status - Intact),N,0.0006,0.0058
C_D_C1554187 (Gender Status - Intact),P,0.4291,0.3743
C_D_C1555319 (discharge diagnosis),M,0.9762,0.9708
C_D_C1555319 (discharge diagnosis),N,0.0001,0.0058
C_D_C1555319 (discharge diagnosis),P,0.0237,0.0234
C_D_C1556120 (Unknown - Religion),M,0.9634,0.9123
C_D_C1556120 (Unknown - Religion),N,0.0001,0.0058
C_D_C1556120 (Unknown - Religion),P,0.0365,0.0819
C_D_C1556121 (Unknown - Event reason),M,0.9634,0.9123
C_D_C1556121 (Unknown - Event reason),N,0.0001,0.0058
C_D_C1556121 (Unknown - Event reason),P,0.0365,0.0819
C_D_C1556122 (Unknown - Relationship),M,0.9634,0.9123
C_D_C1556122 (Unknown - Relationship),N,0.0001,0.0058
C_D_C1556122 (Unknown - Relationship),P,0.0365,0.0819
C_D_C1556123 (Unknown - Employment Status),M,0.9634,0.9123
C_D_C1556123 (Unknown - Employment Status),N,0.0001,0.0058
C_D_C1556123 (Unknown - Employment Status),P,0.0365,0.0819
C_D_C1556124 (Unknown - Living Arrangement),M,0.9634,0.9123
C_D_C1556124 (Unknown - Living Arrangement),N,0.0001,0.0058
C_D_C1556124 (Unknown - Living Arrangement),P,0.0365,0.0819
C_D_C1556125 (Unknown - Transport Arranged),M,0.9634,0.9123
C_D_C1556125 (Unknown - Transport Arranged),N,0.0001,0.0058
C_D_C1556125 (Unknown - Transport Arranged),P,0.0365,0.0819
C_D_C1556126 (Unknown - Escort Required),M,0.9634,0.9123
C_D_C1556126 (Unknown - Escort Required),N,0.0001,0.0058
C_D_C1556126 (Unknown - Escort Required),P,0.0365,0.0819
C_D_C1556127 (Unknown - Patient Outcome),M,0.9634,0.9123
C_D_C1556127 (Unknown - Patient Outcome),N,0.0001,0.0058
C_D_C1556127 (Unknown - Patient Outcome),P,0.0365,0.0819
C_D_C1556128 (Unknown - Job Status),M,0.9634,0.9123
C_D_C1556128 (Unknown - Job Status),N,0.0001,0.0058
C_D_C1556128 (Unknown - Job Status),P,0.0365,0.0819
C_D_C1556129 (Unknown - Patient_s Relationship to Insured),M,0.9634,0.9123
C_D_C1556129 (Unknown - Patient_s Relationship to Insured),N,0.0001,0.0058
C_D_C1556129 (Unknown - Patient_s Relationship to Insured),P,0.0365,0.0819
C_D_C1556130 (Unknown - CWE statuses),M,0.9634,0.9123
C_D_C1556130 (Unknown - CWE statuses),N,0.0001,0.0058
C_D_C1556130 (Unknown - CWE statuses),P,0.0365,0.0819
C_D_C1556131 (Unknown - Container status),M,0.9634,0.9123
C_D_C1556131 (Unknown - Container status),N,0.0001,0.0058
C_D_C1556131 (Unknown - Container status),P,0.0365,0.0819
C_D_C1556132 (Unknown - Immunization Registry Status),M,0.9634,0.9123
C_D_C1556132 (Unknown - Immunization Registry Status),N,0.0001,0.0058
C_D_C1556132 (Unknown - Immunization Registry Status),P,0.0365,0.0819
C_D_C1556133 (Unknown - Expanded yes/no indicator),M,0.9634,0.9123
C_D_C1556133 (Unknown - Expanded yes/no indicator),N,0.0001,0.0058
C_D_C1556133 (Unknown - Expanded yes/no indicator),P,0.0365,0.0819
C_D_C1556134 (Unknown - Event Expected),M,0.9634,0.9123
C_D_C1556134 (Unknown - Event Expected),N,0.0001,0.0058
C_D_C1556134 (Unknown - Event Expected),P,0.0365,0.0819
C_D_C1556135 (Unknown - Patient Class),M,0.9634,0.9123
C_D_C1556135 (Unknown - Patient Class),N,0.0001,0.0058
C_D_C1556135 (Unknown - Patient Class),P,0.0365,0.0819
C_D_C1556136 (Unknown - Living Dependency),M,0.9634,0.9123
C_D_C1556136 (Unknown - Living Dependency),N,0.0001,0.0058
C_D_C1556136 (Unknown - Living Dependency),P,0.0365,0.0819
C_D_C1556137 (Unknown - Contact Role),M,0.9634,0.9123
C_D_C1556137 (Unknown - Contact Role),N,0.0001,0.0058
C_D_C1556137 (Unknown - Contact Role),P,0.0365,0.0819
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),M,0.989,0.9883
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),N,0.0097,0.0058
C_D_C1556354 (Adverse Event Associated with Constitutional Symptoms),P,0.0013,0.0058
C_D_C1556682 (Adverse Event Associated with Infection),M,0.9041,0.7778
C_D_C1556682 (Adverse Event Associated with Infection),N,0.0168,0.0175
C_D_C1556682 (Adverse Event Associated with Infection),P,0.0791,0.2047
C_D_C1557119 (Adverse Event Associated with the Lymphatic System),M,0.8697,0.8596
C_D_C1557119 (Adverse Event Associated with the Lymphatic System),N,0,0.0058
C_D_C1557119 (Adverse Event Associated with the Lymphatic System),P,0.1302,0.1345
C_D_C1557375 ('Blurred Vision  CTCAE'),M,0.9865,0.9883
C_D_C1557375 ('Blurred Vision  CTCAE'),N,0.0024,0.0058
C_D_C1557375 ('Blurred Vision  CTCAE'),P,0.0111,0.0058
C_D_C1557397 (Adverse Event Associated with Pain),M,0.6086,0.8246
C_D_C1557397 (Adverse Event Associated with Pain),N,0.0823,0.0468
C_D_C1557397 (Adverse Event Associated with Pain),P,0.3091,0.1287
C_D_C1558141 ('Urinary Retention  CTCAE'),M,0.987,0.9825
C_D_C1558141 ('Urinary Retention  CTCAE'),N,0.002,0.0058
C_D_C1558141 ('Urinary Retention  CTCAE'),P,0.011,0.0117
C_D_C1559081 (Adverse Event Associated with Death),M,0.9882,0.9766
C_D_C1559081 (Adverse Event Associated with Death),N,0.0001,0.0058
C_D_C1559081 (Adverse Event Associated with Death),P,0.0117,0.0175
C_D_C1559138 ('Pruritus  CTCAE'),M,0.9587,0.9766
C_D_C1559138 ('Pruritus  CTCAE'),N,0.0297,0.0117
C_D_C1559138 ('Pruritus  CTCAE'),P,0.0116,0.0117
C_D_C1559198 (Adverse Event Associated with Endocrine),M,0.7731,0.7836
C_D_C1559198 (Adverse Event Associated with Endocrine),N,0.0001,0.0058
C_D_C1559198 (Adverse Event Associated with Endocrine),P,0.2268,0.2105
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),M,0.4447,0.3216
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),N,0.0003,0.0058
C_D_C1559265 (Adverse Event Associated with the Gastrointestinal System),P,0.5549,0.6725
C_D_C1560331 ('Dysphagia  CTCAE'),M,0.9848,0.9649
C_D_C1560331 ('Dysphagia  CTCAE'),N,0.0069,0.0058
C_D_C1560331 ('Dysphagia  CTCAE'),P,0.0083,0.0292
C_D_C1560435 ('Gastritis  CTCAE'),M,0.9748,0.9766
C_D_C1560435 ('Gastritis  CTCAE'),N,0.001,0.0058
C_D_C1560435 ('Gastritis  CTCAE'),P,0.0242,0.0175
C_D_C1561270 (Adverse Event Associated with Neurology),M,0.9809,0.9825
C_D_C1561270 (Adverse Event Associated with Neurology),N,0.0003,0.0058
C_D_C1561270 (Adverse Event Associated with Neurology),P,0.0188,0.0117
C_D_C1561534 ('Lipase  CTCAE'),M,0.9359,0.9532
C_D_C1561534 ('Lipase  CTCAE'),N,0.0004,0.0058
C_D_C1561534 ('Lipase  CTCAE'),P,0.0637,0.0409
C_D_C1561535 ('Creatinine  CTCAE'),M,0.9607,0.7895
C_D_C1561535 ('Creatinine  CTCAE'),N,0.0003,0.0058
C_D_C1561535 ('Creatinine  CTCAE'),P,0.039,0.2047
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),M,0.9999,0.9883
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),N,0,0.0058
C_D_C1561549 ('Glomerular Filtration Rate  CTCAE'),P,0,0.0058
C_D_C1561581 (Allergy Severity - Severe),M,0.9204,0.9298
C_D_C1561581 (Allergy Severity - Severe),N,0.0033,0.0058
C_D_C1561581 (Allergy Severity - Severe),P,0.0763,0.0643
C_D_C1578513 (Query Status Code - new),M,0.7693,0.7778
C_D_C1578513 (Query Status Code - new),N,0.1021,0.0936
C_D_C1578513 (Query Status Code - new),P,0.1286,0.1287
C_D_C1642390 (Pupil equal round and reacting to light),M,0.8922,0.8947
C_D_C1642390 (Pupil equal round and reacting to light),N,0,0.0058
C_D_C1642390 (Pupil equal round and reacting to light),P,0.1078,0.0994
C_D_C1659989 (Respiratory problem),M,0.9998,0.9883
C_D_C1659989 (Respiratory problem),N,0,0.0058
C_D_C1659989 (Respiratory problem),P,0.0002,0.0058
C_D_C1704258 (Abnormality),M,0.9421,0.9474
C_D_C1704258 (Abnormality),N,0.0029,0.0117
C_D_C1704258 (Abnormality),P,0.055,0.0409
C_D_C1704632 (Disease Response),M,0.9877,0.9708
C_D_C1704632 (Disease Response),N,0.0012,0.0058
C_D_C1704632 (Disease Response),P,0.011,0.0234
C_D_C1705108 (Yes (indicator)),M,0.8841,0.8012
C_D_C1705108 (Yes (indicator)),N,0.0028,0.0058
C_D_C1705108 (Yes (indicator)),P,0.1131,0.193
C_D_C1706277 (None Device),M,0.3191,0.1754
C_D_C1706277 (None Device),N,0.0012,0.0058
C_D_C1706277 (None Device),P,0.6797,0.8187
C_D_C1706307 (Irritation (finding)),M,0.9873,0.9883
C_D_C1706307 (Irritation (finding)),N,0.0003,0.0058
C_D_C1706307 (Irritation (finding)),P,0.0124,0.0058
C_D_C1706353 (Crack),M,0.8906,0.8363
C_D_C1706353 (Crack),N,0.0022,0.0058
C_D_C1706353 (Crack),P,0.1072,0.1579
C_D_C1709157 (Negative Surgical Margin),M,0.4103,0.3918
C_D_C1709157 (Negative Surgical Margin),N,0.0204,0.0526
C_D_C1709157 (Negative Surgical Margin),P,0.5693,0.5556
C_D_C1834704 (Intact sensation),M,0.9874,0.9883
C_D_C1834704 (Intact sensation),N,0,0.0058
C_D_C1834704 (Intact sensation),P,0.0125,0.0058
C_D_C1846718 (CREATININE CLEARANCE QUANTITATIVE TRAIT LOCUS),M,0.8947,0.8304
C_D_C1846718 (CREATININE CLEARANCE QUANTITATIVE TRAIT LOCUS),N,0,0.0058
C_D_C1846718 (CREATININE CLEARANCE QUANTITATIVE TRAIT LOCUS),P,0.1052,0.1637
C_D_C1858724 (CARONTE),M,0.9781,0.9825
C_D_C1858724 (CARONTE),N,0.0019,0.0058
C_D_C1858724 (CARONTE),P,0.0201,0.0117
C_D_C1866503 (ACUTE INSULIN RESPONSE),M,0.7607,0.731
C_D_C1866503 (ACUTE INSULIN RESPONSE),N,0.0028,0.0058
C_D_C1866503 (ACUTE INSULIN RESPONSE),P,0.2364,0.2632
C_D_C1873497 (Normal assessment finding),M,0.3866,0.2398
C_D_C1873497 (Normal assessment finding),N,0.0109,0.0234
C_D_C1873497 (Normal assessment finding),P,0.6025,0.7368
C_D_C1879646 (Affected Area),M,0.9942,0.9883
C_D_C1879646 (Affected Area),N,0,0.0058
C_D_C1879646 (Affected Area),P,0.0058,0.0058
C_D_C1880851 (Fracture of Medical Device Material),M,0.9101,0.9766
C_D_C1880851 (Fracture of Medical Device Material),N,0.0248,0.0058
C_D_C1880851 (Fracture of Medical Device Material),P,0.0651,0.0175
C_D_C1881674 (Medical Device Emits Smoke),M,0.6626,0.5322
C_D_C1881674 (Medical Device Emits Smoke),N,0.0253,0.0351
C_D_C1881674 (Medical Device Emits Smoke),P,0.3122,0.4327
C_D_C1881706 (Medical Device Material Crack),M,0.8911,0.8363
C_D_C1881706 (Medical Device Material Crack),N,0.0021,0.0058
C_D_C1881706 (Medical Device Material Crack),P,0.1068,0.1579
C_D_C1882136 (Obstruction within Medical Device),M,0.9873,0.9883
C_D_C1882136 (Obstruction within Medical Device),N,0.0018,0.0058
C_D_C1882136 (Obstruction within Medical Device),P,0.0109,0.0058
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),M,0.6086,0.8246
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),N,0.0823,0.0468
C_D_C1882272 ('Pain by Anatomic Descriptor  CTCAE'),P,0.3091,0.1287
C_D_C1959629 ('Seizure  CTCAE 3.0'),M,0.9636,0.9649
C_D_C1959629 ('Seizure  CTCAE 3.0'),N,0.0057,0.0058
C_D_C1959629 ('Seizure  CTCAE 3.0'),P,0.0307,0.0292
C_D_C1959630 ('Eye Pain  CTCAE 3.0'),M,0.8693,0.9474
C_D_C1959630 ('Eye Pain  CTCAE 3.0'),N,0.0414,0.0058
C_D_C1959630 ('Eye Pain  CTCAE 3.0'),P,0.0894,0.0468
C_D_C1961028 (Oriented to place),M,0.6327,0.5789
C_D_C1961028 (Oriented to place),N,0.0007,0.0058
C_D_C1961028 (Oriented to place),P,0.3666,0.4152
C_D_C1961131 ('Cough  CTCAE'),M,0.6835,0.3743
C_D_C1961131 ('Cough  CTCAE'),N,0.1786,0.152
C_D_C1961131 ('Cough  CTCAE'),P,0.1379,0.4737
C_D_C1962958 ('Hematoma  CTCAE'),M,0.9741,0.9825
C_D_C1962958 ('Hematoma  CTCAE'),N,0.002,0.0058
C_D_C1962958 ('Hematoma  CTCAE'),P,0.0238,0.0117
C_D_C1963056 ('Chest Wall Pain  CTCAE 3.0'),M,0.9873,0.9883
C_D_C1963056 ('Chest Wall Pain  CTCAE 3.0'),N,0.0002,0.0058
C_D_C1963056 ('Chest Wall Pain  CTCAE 3.0'),P,0.0124,0.0058
C_D_C1963060 ('Agitation  CTCAE 3.0'),M,0.9787,0.9708
C_D_C1963060 ('Agitation  CTCAE 3.0'),N,0.0003,0.0058
C_D_C1963060 ('Agitation  CTCAE 3.0'),P,0.021,0.0234
C_D_C1963064 ('Anxiety  CTCAE 3.0'),M,0.8899,0.9006
C_D_C1963064 ('Anxiety  CTCAE 3.0'),N,0.0408,0.0643
C_D_C1963064 ('Anxiety  CTCAE 3.0'),P,0.0692,0.0351
C_D_C1963066 ('Joint Pain  CTCAE 3'),M,0.9021,0.8889
C_D_C1963066 ('Joint Pain  CTCAE 3'),N,0.0551,0.076
C_D_C1963066 ('Joint Pain  CTCAE 3'),P,0.0428,0.0351
C_D_C1963071 ('Back Pain  CTCAE 3.0'),M,0.7882,0.807
C_D_C1963071 ('Back Pain  CTCAE 3.0'),N,0.0829,0.0702
C_D_C1963071 ('Back Pain  CTCAE 3.0'),P,0.1289,0.1228
C_D_C1963076 ('Platelets  CTCAE'),M,0.7669,0.6257
C_D_C1963076 ('Platelets  CTCAE'),N,0.0001,0.0058
C_D_C1963076 ('Platelets  CTCAE'),P,0.233,0.3684
C_D_C1963083 ('Cholecystitis  CTCAE 3.0'),M,0.9806,0.9591
C_D_C1963083 ('Cholecystitis  CTCAE 3.0'),N,0.0014,0.0058
C_D_C1963083 ('Cholecystitis  CTCAE 3.0'),P,0.018,0.0351
C_D_C1963084 ('Colitis  CTCAE'),M,0.9865,0.9766
C_D_C1963084 ('Colitis  CTCAE'),N,0.0008,0.0058
C_D_C1963084 ('Colitis  CTCAE'),P,0.0127,0.0175
C_D_C1963086 ('Confusion  CTCAE 3.0'),M,0.9284,0.9123
C_D_C1963086 ('Confusion  CTCAE 3.0'),N,0.0552,0.0351
C_D_C1963086 ('Confusion  CTCAE 3.0'),P,0.0164,0.0526
C_D_C1963087 ('Constipation  CTCAE'),M,0.895,0.8538
C_D_C1963087 ('Constipation  CTCAE'),N,0.0337,0.0526
C_D_C1963087 ('Constipation  CTCAE'),P,0.0712,0.0936
C_D_C1963090 ('Dehydration  CTCAE'),M,0.9655,0.9064
C_D_C1963090 ('Dehydration  CTCAE'),N,0.0013,0.0058
C_D_C1963090 ('Dehydration  CTCAE'),P,0.0332,0.0877
C_D_C1963091 ('Diarrhea  CTCAE'),M,0.7127,0.5965
C_D_C1963091 ('Diarrhea  CTCAE'),N,0.1264,0.1462
C_D_C1963091 ('Diarrhea  CTCAE'),P,0.1609,0.2573
C_D_C1963093 ('Dizziness  CTCAE 3.0'),M,0.9023,0.8889
C_D_C1963093 ('Dizziness  CTCAE 3.0'),N,0.0178,0.0175
C_D_C1963093 ('Dizziness  CTCAE 3.0'),P,0.0799,0.0936
C_D_C1963100 ('Dyspnea  CTCAE'),M,0.9542,0.924
C_D_C1963100 ('Dyspnea  CTCAE'),N,0.0134,0.0117
C_D_C1963100 ('Dyspnea  CTCAE'),P,0.0324,0.0643
C_D_C1963113 ('Fracture  CTCAE'),M,0.9101,0.9766
C_D_C1963113 ('Fracture  CTCAE'),N,0.0248,0.0058
C_D_C1963113 ('Fracture  CTCAE'),P,0.0651,0.0175
C_D_C1963138 ('Hypertension  CTCAE'),M,0.8064,0.6959
C_D_C1963138 ('Hypertension  CTCAE'),N,0.0028,0.0058
C_D_C1963138 ('Hypertension  CTCAE'),P,0.1908,0.2982
C_D_C1963140 ('Hypoxia  CTCAE'),M,0.9867,0.883
C_D_C1963140 ('Hypoxia  CTCAE'),N,0.0033,0.0234
C_D_C1963140 ('Hypoxia  CTCAE'),P,0.01,0.0936
C_D_C1963175 ('Sinus Bradycardia  CTCAE'),M,0.9852,0.9708
C_D_C1963175 ('Sinus Bradycardia  CTCAE'),N,0,0.0058
C_D_C1963175 ('Sinus Bradycardia  CTCAE'),P,0.0148,0.0234
C_D_C1963177 ('Muscle Pain  CTCAE 3'),M,0.9055,0.9123
C_D_C1963177 ('Muscle Pain  CTCAE 3'),N,0.0734,0.0409
C_D_C1963177 ('Muscle Pain  CTCAE 3'),P,0.021,0.0468
C_D_C1963179 ('Nausea  CTCAE 3.0'),M,0.6291,0.6257
C_D_C1963179 ('Nausea  CTCAE 3.0'),N,0.181,0.1637
C_D_C1963179 ('Nausea  CTCAE 3.0'),P,0.1899,0.2105
C_D_C1963180 ('Neck Pain  CTCAE 3.0'),M,0.8827,0.924
C_D_C1963180 ('Neck Pain  CTCAE 3.0'),N,0.0607,0.0526
C_D_C1963180 ('Neck Pain  CTCAE 3.0'),P,0.0565,0.0234
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),M,0.9685,0.9474
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),N,0.0019,0.0058
C_D_C1963198 ('Pancreatitis  CTCAE 3.0'),P,0.0296,0.0468
C_D_C1963215 ('Pneumothorax  CTCAE'),M,0.9544,0.883
C_D_C1963215 ('Pneumothorax  CTCAE'),N,0.0093,0.0292
C_D_C1963215 ('Pneumothorax  CTCAE'),P,0.0363,0.0877
C_D_C1963221 ('Aspiration  CTCAE'),M,0.9923,0.9181
C_D_C1963221 ('Aspiration  CTCAE'),N,0.0005,0.0058
C_D_C1963221 ('Aspiration  CTCAE'),P,0.0072,0.076
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),M,0.9693,0.9591
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),N,0.0111,0.0234
C_D_C1963223 ('Rash and Dermatitis Associated with Radiation Excluding Chemoradiation  CTCAE'),P,0.0196,0.0175
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),M,0.9764,0.9123
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),N,0,0.0058
C_D_C1963246 ('Sinus Tachycardia  CTCAE 3.0'),P,0.0236,0.0819
C_D_C1963281 ('Vomiting  CTCAE'),M,0.6746,0.7018
C_D_C1963281 ('Vomiting  CTCAE'),N,0.2368,0.2047
C_D_C1963281 ('Vomiting  CTCAE'),P,0.0886,0.0936
C_D_C1998827 (Respiratory Status),M,0.9982,0.9825
C_D_C1998827 (Respiratory Status),N,0,0.0058
C_D_C1998827 (Respiratory Status),P,0.0018,0.0117
C_D_C1999266 ('Depression  CTCAE'),M,0.8991,0.883
C_D_C1999266 ('Depression  CTCAE'),N,0.0314,0.0643
C_D_C1999266 ('Depression  CTCAE'),P,0.0695,0.0526
C_D_C2004062 (History of previous events),M,0.821,0.7544
C_D_C2004062 (History of previous events),N,0.0225,0.0234
C_D_C2004062 (History of previous events),P,0.1565,0.2222
C_D_C2004284 ('Mental Status  CTCAE'),M,0.9593,0.9064
C_D_C2004284 ('Mental Status  CTCAE'),N,0.0006,0.0058
C_D_C2004284 ('Mental Status  CTCAE'),P,0.0401,0.0877
C_D_C2010848 (jaundice),M,0.9746,0.9708
C_D_C2010848 (jaundice),N,0.0172,0.0234
C_D_C2010848 (jaundice),P,0.0082,0.0058
C_D_C2108107 (continuous electrocardiogram sinus bradycardia (finding)),M,0.9852,0.9708
C_D_C2108107 (continuous electrocardiogram sinus bradycardia (finding)),N,0,0.0058
C_D_C2108107 (continuous electrocardiogram sinus bradycardia (finding)),P,0.0148,0.0234
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),M,0.9764,0.9123
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),N,0,0.0058
C_D_C2108109 (continuous electrocardiogram sinus tachycardia),P,0.0236,0.0819
C_D_C2239101 ('Hemoglobin  CTCAE'),M,0.9737,0.9708
C_D_C2239101 ('Hemoglobin  CTCAE'),N,0.0006,0.0058
C_D_C2239101 ('Hemoglobin  CTCAE'),P,0.0257,0.0234
C_D_C2242996 (Has tingling sensation),M,0.8832,0.9064
C_D_C2242996 (Has tingling sensation),N,0.103,0.0877
C_D_C2242996 (Has tingling sensation),P,0.0138,0.0058
C_D_C2364135 (Discomfort),M,0.9326,0.9532
C_D_C2364135 (Discomfort),N,0.0023,0.0058
C_D_C2364135 (Discomfort),P,0.0652,0.0409
C_D_C2709070 (on room air),M,0.9536,0.7602
C_D_C2709070 (on room air),N,0.0005,0.0058
C_D_C2709070 (on room air),P,0.0459,0.2339
C_D_C2712089 (Able to walk (finding)),M,0.9901,0.9825
C_D_C2712089 (Able to walk (finding)),N,0.0006,0.0058
C_D_C2712089 (Able to walk (finding)),P,0.0094,0.0117
C_D_C2712334 (Actual Aspiration),M,0.9923,0.9181
C_D_C2712334 (Actual Aspiration),N,0.0005,0.0058
C_D_C2712334 (Actual Aspiration),P,0.0072,0.076
C_D_C2825142 (Experimental Result),M,0.973,0.9415
C_D_C2825142 (Experimental Result),N,0.0003,0.0058
C_D_C2825142 (Experimental Result),P,0.0267,0.0526
C_D_C2826292 (Related to Cancer),M,0.9812,0.9825
C_D_C2826292 (Related to Cancer),N,0.0016,0.0058
C_D_C2826292 (Related to Cancer),P,0.0171,0.0117
C_D_C2826600 (Tissue Congestion),M,0.9611,0.8947
C_D_C2826600 (Tissue Congestion),N,0.0117,0.0117
C_D_C2826600 (Tissue Congestion),P,0.0273,0.0936
C_D_C2827071 (Unintentional Material Aspiration),M,0.9923,0.9181
C_D_C2827071 (Unintentional Material Aspiration),N,0.0005,0.0058
C_D_C2827071 (Unintentional Material Aspiration),P,0.0072,0.076
C_D_C2911645 ('Weight Loss  CTCAE'),M,0.9847,0.9708
C_D_C2911645 ('Weight Loss  CTCAE'),N,0.0078,0.0117
C_D_C2911645 ('Weight Loss  CTCAE'),P,0.0075,0.0175
C_D_C2919015 (ANTICOAGULATION (finding)),M,0.9765,0.9649
C_D_C2919015 (ANTICOAGULATION (finding)),N,0.0029,0.0117
C_D_C2919015 (ANTICOAGULATION (finding)),P,0.0206,0.0234
C_D_C2926602 ('Discharge  body substance'),M,0.4881,0.5205
C_D_C2926602 ('Discharge  body substance'),N,0.0432,0.0409
C_D_C2926602 ('Discharge  body substance'),P,0.4687,0.4386
C_D_C2957312 (Head bobbing),M,0.9998,0.9883
C_D_C2957312 (Head bobbing),N,0,0.0058
C_D_C2957312 (Head bobbing),P,0.0001,0.0058
C_D_C2984079 (Somewhat),M,0.9529,0.9181
C_D_C2984079 (Somewhat),N,0.0004,0.0058
C_D_C2984079 (Somewhat),P,0.0467,0.076
C_D_C2984081 (Very Much),M,0.9093,0.883
C_D_C2984081 (Very Much),N,0.0034,0.0175
C_D_C2984081 (Very Much),P,0.0873,0.0994
C_D_C3160712 ('Palpitations  CTCAE'),M,0.7601,0.8012
C_D_C3160712 ('Palpitations  CTCAE'),N,0.1274,0.1228
C_D_C3160712 ('Palpitations  CTCAE'),P,0.1125,0.076
C_D_C3242635 (IV drug use),M,0.9762,0.9708
C_D_C3242635 (IV drug use),N,0.0083,0.0058
C_D_C3242635 (IV drug use),P,0.0155,0.0234
C_D_C3266098 (Numbness of saddle area),M,0.9887,0.9883
C_D_C3266098 (Numbness of saddle area),N,0.0054,0.0058
C_D_C3266098 (Numbness of saddle area),P,0.0059,0.0058
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),M,0.9968,0.9649
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),N,0.0007,0.0117
C_D_C3272283 (American College of Cardiology/American Heart Association Lesion Complexity Score C),P,0.0025,0.0234
C_D_C3539909 (Allergic disposition),M,0.9912,0.9883
C_D_C3539909 (Allergic disposition),N,0.0003,0.0058
C_D_C3539909 (Allergic disposition),P,0.0085,0.0058
C_D_C3540840 (Sign or Symptom),M,0.9842,0.9708
C_D_C3540840 (Sign or Symptom),N,0.0084,0.0058
C_D_C3540840 (Sign or Symptom),P,0.0074,0.0234
C_D_C3641827 (Agree),M,0.8216,0.7485
C_D_C3641827 (Agree),N,0.0043,0.0175
C_D_C3641827 (Agree),P,0.1741,0.2339
C_D_C3665347 (Visual Impairment),M,0.9832,0.9825
C_D_C3665347 (Visual Impairment),N,0.0029,0.0058
C_D_C3665347 (Visual Impairment),P,0.0139,0.0117
C_D_C3714536 (Social History),M,0.3349,0.1813
C_D_C3714536 (Social History),N,0.0276,0.0351
C_D_C3714536 (Social History),P,0.6376,0.7836
C_D_C3714552 (Weakness),M,0.667,0.5906
C_D_C3714552 (Weakness),N,0.1137,0.076
C_D_C3714552 (Weakness),P,0.2193,0.3333
C_D_C3714614 (Distention),M,0.99,0.9825
C_D_C3714614 (Distention),N,0.0035,0.0117
C_D_C3714614 (Distention),P,0.0065,0.0058
C_D_C3810851 (Center of town),M,0.9783,0.8421
C_D_C3810851 (Center of town),N,0.0002,0.0058
C_D_C3810851 (Center of town),P,0.0215,0.152
C_D_C3810854 (Close),M,0.9533,0.924
C_D_C3810854 (Close),N,0.0013,0.0117
C_D_C3810854 (Close),P,0.0454,0.0643
C_D_C3812660 (Skin Bruise),M,0.9532,0.9883
C_D_C3812660 (Skin Bruise),N,0.0082,0.0058
C_D_C3812660 (Skin Bruise),P,0.0386,0.0058
C_D_C3814420 (Full Term Birth),M,0.9998,0.9883
C_D_C3814420 (Full Term Birth),N,0,0.0058
C_D_C3814420 (Full Term Birth),P,0.0001,0.0058
C_D_C3827868 (Tachycardia by ECG Finding),M,0.9493,0.8772
C_D_C3827868 (Tachycardia by ECG Finding),N,0.0153,0.0351
C_D_C3827868 (Tachycardia by ECG Finding),P,0.0354,0.0877
C_D_C3829431 (Karnofsky Performance Status 100),M,0.6827,0.5263
C_D_C3829431 (Karnofsky Performance Status 100),N,0.0007,0.0058
C_D_C3829431 (Karnofsky Performance Status 100),P,0.3165,0.4678
C_D_C3835651 (Resident - answer to question),M,0.7401,0.7719
C_D_C3835651 (Resident - answer to question),N,0.0033,0.0117
